日期,单位净值,历史净值,日增长率,申购状态,赎回状态
2014-08-27,1.0916,1.0916,-0.04%,场内买入,场内卖出
2014-08-28,1.0892,1.0892,-0.22%,场内买入,场内卖出
2014-08-29,1.1011,1.1011,1.09%,场内买入,场内卖出
2014-09-01,1.1059,1.1059,0.44%,场内买入,场内卖出
2014-09-02,1.1247,1.1247,1.70%,场内买入,场内卖出
2014-09-03,1.1295,1.1295,0.43%,场内买入,场内卖出
2014-09-04,1.1468,1.1468,1.53%,场内买入,场内卖出
2014-09-05,1.1551,1.1551,0.72%,场内买入,场内卖出
2014-09-09,1.1433,1.1433,-1.02%,场内买入,场内卖出
2014-09-10,1.1318,1.1318,-1.01%,场内买入,场内卖出
2014-09-11,1.1311,1.1311,-0.06%,场内买入,场内卖出
2014-09-12,1.1341,1.1341,0.27%,场内买入,场内卖出
2014-09-15,1.1286,1.1286,-0.49%,场内买入,场内卖出
2014-09-16,1.1027,1.1027,-2.29%,场内买入,场内卖出
2014-09-17,1.1065,1.1065,0.34%,场内买入,场内卖出
2014-09-18,1.1117,1.1117,0.47%,场内买入,场内卖出
2014-09-19,1.1197,1.1197,0.72%,场内买入,场内卖出
2014-09-22,1.0946,1.0946,-2.24%,场内买入,场内卖出
2014-09-23,1.1073,1.1073,1.16%,场内买入,场内卖出
2014-09-24,1.1459,1.1459,3.49%,场内买入,场内卖出
2014-09-25,1.1379,1.1379,-0.70%,场内买入,场内卖出
2014-09-26,1.136,1.136,-0.17%,场内买入,场内卖出
2014-09-29,1.1419,1.1419,0.52%,场内买入,场内卖出
2014-09-30,1.1384,1.1384,-0.31%,场内买入,场内卖出
2014-10-08,1.1451,1.1451,0.59%,场内买入,场内卖出
2014-10-09,1.1423,1.1423,-0.24%,场内买入,场内卖出
2014-10-10,1.1348,1.1348,-0.66%,场内买入,场内卖出
2014-10-13,1.1233,1.1233,-1.01%,场内买入,场内卖出
2014-10-14,1.1197,1.1197,-0.32%,场内买入,场内卖出
2014-10-15,1.1473,1.1473,2.46%,场内买入,场内卖出
2014-10-16,1.1351,1.1351,-1.06%,场内买入,场内卖出
2014-10-17,1.145,1.145,0.87%,场内买入,场内卖出
2014-10-20,1.148,1.148,0.26%,场内买入,场内卖出
2014-10-21,1.1406,1.1406,-0.64%,场内买入,场内卖出
2014-10-22,1.1379,1.1379,-0.24%,场内买入,场内卖出
2014-10-23,1.1298,1.1298,-0.71%,场内买入,场内卖出
2014-10-24,1.125,1.125,-0.42%,场内买入,场内卖出
2014-10-27,1.0933,1.0933,-2.82%,场内买入,场内卖出
2014-10-28,1.1247,1.1247,2.87%,场内买入,场内卖出
2014-10-29,1.1546,1.1546,2.66%,场内买入,场内卖出
2014-10-30,1.158,1.158,0.29%,场内买入,场内卖出
2014-10-31,1.1917,1.1917,2.91%,场内买入,场内卖出
2014-11-03,1.1876,1.1876,-0.34%,场内买入,场内卖出
2014-11-04,1.1859,1.1859,-0.14%,场内买入,场内卖出
2014-11-05,1.202,1.202,1.36%,场内买入,场内卖出
2014-11-06,1.1957,1.1957,-0.52%,场内买入,场内卖出
2014-11-07,1.2218,1.2218,2.18%,场内买入,场内卖出
2014-11-10,1.2606,1.2606,3.18%,场内买入,场内卖出
2014-11-11,1.2698,1.2698,0.73%,场内买入,场内卖出
2014-11-12,1.3155,1.3155,3.60%,场内买入,场内卖出
2014-11-13,1.3079,1.3079,-0.58%,场内买入,场内卖出
2014-11-14,1.3064,1.3064,-0.11%,场内买入,场内卖出
2014-11-17,1.2801,1.2801,-2.01%,场内买入,场内卖出
2014-11-18,1.2594,1.2594,-1.62%,场内买入,场内卖出
2014-11-19,1.2542,1.2542,-0.41%,场内买入,场内卖出
2014-11-20,1.2751,1.2751,1.67%,场内买入,场内卖出
2014-11-21,1.341,1.341,5.17%,场内买入,场内卖出
2014-11-24,1.4201,1.4201,5.90%,场内买入,场内卖出
2014-11-25,1.4203,1.4203,0.01%,场内买入,场内卖出
2014-11-26,1.4917,1.4917,5.03%,场内买入,场内卖出
2014-11-27,1.554,1.554,4.18%,场内买入,场内卖出
2014-11-28,1.5499,1.5499,-0.26%,场内买入,场内卖出
2014-12-01,1.5684,1.5684,1.19%,场内买入,场内卖出
2014-12-02,1.6914,1.6914,7.84%,场内买入,场内卖出
2014-12-03,1.7117,1.7117,1.20%,场内买入,场内卖出
2014-12-04,1.8526,1.8526,8.23%,场内买入,场内卖出
2014-12-05,1.9615,1.9615,5.88%,场内买入,场内卖出
2014-12-08,2.1281,2.1281,8.49%,场内买入,场内卖出
2014-12-09,2.0416,2.0416,-4.06%,场内买入,场内卖出
2014-12-10,2.0514,2.0514,0.48%,场内买入,场内卖出
2014-12-11,1.9145,1.9145,-6.67%,场内买入,场内卖出
2014-12-12,1.9516,1.9516,1.94%,场内买入,场内卖出
2014-12-15,2.0071,2.0071,2.84%,场内买入,场内卖出
2014-12-16,2.187,2.187,8.96%,场内买入,场内卖出
2014-12-17,2.2798,2.2798,4.24%,场内买入,场内卖出
2014-12-18,2.1953,2.1953,-3.71%,场内买入,场内卖出
2014-12-19,2.1815,2.1815,-0.63%,场内买入,场内卖出
2014-12-22,2.1502,2.1502,-1.43%,场内买入,场内卖出
2014-12-23,2.1591,2.1591,0.41%,场内买入,场内卖出
2014-12-24,2.0041,2.0041,-7.18%,场内买入,场内卖出
2014-12-25,2.0928,2.0928,4.43%,场内买入,场内卖出
2014-12-26,2.2745,2.2745,8.68%,场内买入,场内卖出
2014-12-29,2.2824,2.2824,0.35%,场内买入,场内卖出
2014-12-30,2.3352,2.3352,2.31%,场内买入,场内卖出
2014-12-31,2.3712,2.3712,1.54%,场内买入,场内卖出
2015-01-05,2.3881,2.3881,0.71%,场内买入,场内卖出
2015-01-06,2.3381,2.3381,-2.09%,场内买入,场内卖出
2015-01-07,2.3841,2.3841,1.97%,场内买入,场内卖出
2015-01-08,2.3011,2.3011,-3.48%,场内买入,场内卖出
2015-01-09,2.3147,2.3147,0.59%,场内买入,场内卖出
2015-01-12,2.298,2.298,-0.72%,场内买入,场内卖出
2015-01-13,2.2517,2.2517,-2.01%,场内买入,场内卖出
2015-01-14,2.2628,2.2628,0.49%,场内买入,场内卖出
2015-01-15,2.3708,2.3708,4.77%,场内买入,场内卖出
2015-01-16,2.3607,2.3607,-0.43%,场内买入,场内卖出
2015-01-19,2.1415,2.1415,-9.29%,场内买入,暂停赎回
2015-01-20,2.0532,2.0532,-4.12%,场内买入,暂停赎回
2015-01-21,2.2155,2.2155,7.90%,场内买入,场内卖出
2015-01-22,2.2185,2.2185,0.14%,场内买入,场内卖出
2015-01-23,2.2675,2.2675,2.21%,场内买入,场内卖出
2015-01-26,2.271,2.271,0.15%,场内买入,场内卖出
2015-01-27,2.2343,2.2343,-1.62%,场内买入,场内卖出
2015-01-28,2.2096,2.2096,-1.11%,场内买入,场内卖出
2015-01-29,2.1641,2.1641,-2.06%,场内买入,场内卖出
2015-01-30,2.1176,2.1176,-2.15%,场内买入,场内卖出
2015-02-02,2.0457,2.0457,-3.40%,场内买入,场内卖出
2015-02-03,2.1424,2.1424,4.73%,场内买入,场内卖出
2015-02-04,2.1065,2.1065,-1.68%,场内买入,场内卖出
2015-02-05,2.0963,2.0963,-0.48%,场内买入,场内卖出
2015-02-06,2.1017,2.1017,0.26%,场内买入,场内卖出
2015-02-09,2.185,2.185,3.96%,场内买入,场内卖出
2015-02-10,2.2081,2.2081,1.06%,场内买入,场内卖出
2015-02-11,2.2303,2.2303,1.01%,场内买入,场内卖出
2015-02-12,2.2201,2.2201,-0.46%,场内买入,场内卖出
2015-02-13,2.2125,2.2125,-0.34%,场内买入,场内卖出
2015-02-16,2.21,2.21,-0.11%,场内买入,场内卖出
2015-02-17,2.2321,2.2321,1.00%,场内买入,场内卖出
2015-02-25,2.1712,2.1712,-2.73%,场内买入,场内卖出
2015-02-26,2.2648,2.2648,4.31%,场内买入,场内卖出
2015-02-27,2.2526,2.2526,-0.54%,场内买入,场内卖出
2015-03-02,2.2673,2.2673,0.65%,场内买入,场内卖出
2015-03-03,2.174,2.174,-4.12%,场内买入,场内卖出
2015-03-04,2.1721,2.1721,-0.09%,场内买入,场内卖出
2015-03-05,2.1603,2.1603,-0.54%,场内买入,场内卖出
2015-03-06,2.1426,2.1426,-0.82%,场内买入,场内卖出
2015-03-09,2.1271,2.1271,-0.72%,场内买入,场内卖出
2015-03-10,2.1148,2.1148,-0.58%,场内买入,场内卖出
2015-03-11,2.124,2.124,0.44%,场内买入,场内卖出
2015-03-12,2.1888,2.1888,3.05%,场内买入,场内卖出
2015-03-13,2.1887,2.1887,0.00%,场内买入,场内卖出
2015-03-16,2.2641,2.2641,3.45%,场内买入,场内卖出
2015-03-17,2.3159,2.3159,2.29%,场内买入,场内卖出
2015-03-18,2.3677,2.3677,2.24%,场内买入,场内卖出
2015-03-19,2.3349,2.3349,-1.39%,场内买入,场内卖出
2015-03-20,2.4558,2.4558,5.18%,场内买入,场内卖出
2015-03-23,2.4905,2.4905,1.41%,场内买入,场内卖出
2015-03-24,2.4375,2.4375,-2.13%,场内买入,场内卖出
2015-03-25,2.4055,2.4055,-1.31%,场内买入,场内卖出
2015-03-26,2.4179,2.4179,0.52%,场内买入,场内卖出
2015-03-27,2.4165,2.4165,-0.06%,场内买入,场内卖出
2015-03-30,2.492,2.492,3.12%,场内买入,场内卖出
2015-03-31,2.4843,2.4843,-0.31%,场内买入,场内卖出
2015-04-01,2.5519,2.5519,2.72%,场内买入,场内卖出
2015-04-02,2.519,2.519,-1.29%,场内买入,场内卖出
2015-04-03,2.5874,2.5874,2.72%,场内买入,场内卖出
2015-04-07,2.6342,2.6342,1.81%,场内买入,场内卖出
2015-04-08,2.7288,2.7288,3.59%,场内买入,场内卖出
2015-04-09,2.7079,2.7079,-0.77%,场内买入,场内卖出
2015-04-10,2.7545,2.7545,1.72%,场内买入,场内卖出
2015-04-13,2.7372,2.7372,-0.63%,场内买入,场内卖出
2015-04-14,2.7342,2.7342,-0.11%,场内买入,场内卖出
2015-04-15,2.6648,2.6648,-2.54%,场内买入,场内卖出
2015-04-16,2.7453,2.7453,3.02%,场内买入,场内卖出
2015-04-17,2.7511,2.7511,0.21%,场内买入,场内卖出
2015-04-20,2.6179,2.6179,-4.84%,场内买入,场内卖出
2015-04-21,2.7246,2.7246,4.08%,场内买入,场内卖出
2015-04-22,2.8732,2.8732,5.45%,场内买入,场内卖出
2015-04-23,2.8278,2.8278,-1.58%,场内买入,场内卖出
2015-04-24,2.7384,2.7384,-3.16%,场内买入,场内卖出
2015-04-27,2.7679,2.7679,1.08%,场内买入,场内卖出
2015-04-28,2.7561,2.7561,-0.43%,场内买入,场内卖出
2015-04-29,2.7613,2.7613,0.19%,场内买入,场内卖出
2015-04-30,2.7209,2.7209,-1.46%,场内买入,场内卖出
2015-05-04,2.7306,2.7306,0.36%,场内买入,场内卖出
2015-05-05,2.6477,2.6477,-3.04%,场内买入,场内卖出
2015-05-06,2.6909,2.6909,1.63%,场内买入,场内卖出
2015-05-07,2.6795,2.6795,-0.42%,场内买入,场内卖出
2015-05-08,2.6697,2.6697,-0.37%,场内买入,场内卖出
2015-05-11,2.7316,2.7316,2.32%,场内买入,场内卖出
2015-05-12,2.7613,2.7613,1.09%,场内买入,场内卖出
2015-05-13,2.6976,2.6976,-2.31%,场内买入,场内卖出
2015-05-14,2.6848,2.6848,-0.47%,场内买入,场内卖出
2015-05-15,2.6024,2.6024,-3.07%,场内买入,场内卖出
2015-05-18,2.5338,2.5338,-2.64%,场内买入,场内卖出
2015-05-19,2.6826,2.6826,5.87%,场内买入,场内卖出
2015-05-20,2.6521,2.6521,-1.14%,场内买入,场内卖出
2015-05-21,2.6581,2.6581,0.23%,场内买入,场内卖出
2015-05-22,2.7476,2.7476,3.37%,场内买入,场内卖出
2015-05-25,2.8207,2.8207,2.66%,场内买入,场内卖出
2015-05-26,2.85,2.85,1.04%,场内买入,场内卖出
2015-05-27,2.8241,2.8241,-0.91%,场内买入,场内卖出
2015-05-28,2.5912,2.5912,-8.25%,场内买入,场内卖出
2015-05-29,2.5699,2.5699,-0.82%,场内买入,场内卖出
2015-06-01,2.6864,2.6864,4.53%,场内买入,场内卖出
2015-06-02,2.6739,2.6739,-0.47%,场内买入,场内卖出
2015-06-03,2.6606,2.6606,-0.50%,场内买入,场内卖出
2015-06-04,2.7226,2.7226,2.33%,场内买入,场内卖出
2015-06-05,2.7037,2.7037,-0.69%,场内买入,场内卖出
2015-06-08,2.8398,2.8398,5.03%,场内买入,场内卖出
2015-06-09,2.777,2.777,-2.21%,场内买入,场内卖出
2015-06-10,2.7487,2.7487,-1.02%,场内买入,场内卖出
2015-06-11,2.7417,2.7417,-0.25%,场内买入,场内卖出
2015-06-12,2.7367,2.7367,-0.18%,场内买入,场内卖出
2015-06-15,2.6677,2.6677,-2.52%,场内买入,场内卖出
2015-06-16,2.6343,2.6343,-1.25%,场内买入,场内卖出
2015-06-17,2.6469,2.6469,0.48%,场内买入,场内卖出
2015-06-18,2.5213,2.5213,-4.75%,场内买入,场内卖出
2015-06-19,2.3962,2.3962,-4.96%,场内买入,场内卖出
2015-06-23,2.496,2.496,4.16%,场内买入,场内卖出
2015-06-24,2.5008,2.5008,0.19%,场内买入,场内卖出
2015-06-25,2.4268,2.4268,-2.96%,场内买入,场内卖出
2015-06-26,2.223,2.223,-8.40%,场内买入,场内卖出
2015-06-29,2.1124,2.1124,-4.98%,场内买入,场内卖出
2015-06-30,2.2867,2.2867,8.25%,场内买入,场内卖出
2015-07-01,2.155,2.155,-5.76%,场内买入,场内卖出
2015-07-02,2.128,2.128,-1.25%,场内买入,场内卖出
2015-07-03,2.0434,2.0434,-3.98%,场内买入,场内卖出
2015-07-06,2.1598,2.1598,5.70%,场内买入,场内卖出
2015-07-07,2.1504,2.1504,-0.44%,场内买入,场内卖出
2015-07-08,1.9523,1.9523,-9.21%,场内买入,场内卖出
2015-07-09,2.0937,2.0937,7.24%,场内买入,场内卖出
2015-07-10,2.223,2.223,6.18%,场内买入,场内卖出
2015-07-13,2.2234,2.2234,0.02%,场内买入,场内卖出
2015-07-14,2.121,2.121,-4.61%,场内买入,场内卖出
2015-07-15,2.0332,2.0332,-4.14%,场内买入,场内卖出
2015-07-16,2.0328,2.0328,-0.02%,场内买入,场内卖出
2015-07-17,2.1125,2.1125,3.92%,场内买入,场内卖出
2015-07-20,2.0867,2.0867,-1.22%,场内买入,场内卖出
2015-07-21,2.0887,2.0887,0.10%,场内买入,场内卖出
2015-07-22,2.0553,2.0553,-1.60%,场内买入,场内卖出
2015-07-23,2.1172,2.1172,3.01%,场内买入,场内卖出
2015-07-24,2.0575,2.0575,-2.82%,场内买入,场内卖出
2015-07-27,1.8652,1.8652,-9.35%,场内买入,场内卖出
2015-07-28,1.9031,1.9031,2.03%,场内买入,场内卖出
2015-07-29,1.9086,1.9086,0.29%,场内买入,场内卖出
2015-07-30,1.8408,1.8408,-3.55%,场内买入,场内卖出
2015-07-31,1.8283,1.8283,-0.68%,场内买入,场内卖出
2015-08-03,1.8328,1.8328,0.25%,场内买入,场内卖出
2015-08-04,1.8782,1.8782,2.48%,场内买入,场内卖出
2015-08-05,1.8229,1.8229,-2.94%,场内买入,场内卖出
2015-08-06,1.7878,1.7878,-1.93%,场内买入,场内卖出
2015-08-07,1.8195,1.8195,1.77%,场内买入,场内卖出
2015-08-10,1.9237,1.9237,5.73%,场内买入,场内卖出
2015-08-11,1.9002,1.9002,-1.22%,场内买入,场内卖出
2015-08-12,1.878,1.878,-1.17%,场内买入,场内卖出
2015-08-13,1.8963,1.8963,0.97%,场内买入,场内卖出
2015-08-14,1.9067,1.9067,0.55%,场内买入,场内卖出
2015-08-17,1.8718,1.8718,-1.83%,场内买入,场内卖出
2015-08-18,1.7601,1.7601,-5.97%,场内买入,场内卖出
2015-08-19,1.7824,1.7824,1.27%,场内买入,场内卖出
2015-08-20,1.7129,1.7129,-3.90%,场内买入,场内卖出
2015-08-21,1.6069,1.6069,-6.19%,场内买入,场内卖出
2015-08-24,1.4532,1.4532,-9.57%,场内买入,场内卖出
2015-08-25,1.3376,1.3376,-7.95%,场内买入,场内卖出
2015-08-26,1.3269,1.3269,-0.80%,场内买入,场内卖出
2015-08-27,1.4328,1.4328,7.98%,场内买入,场内卖出
2015-08-28,1.488,1.488,3.85%,场内买入,场内卖出
2015-08-31,1.4769,1.4769,-0.75%,场内买入,场内卖出
2015-09-01,1.4894,1.4894,0.85%,场内买入,场内卖出
2015-09-02,1.4787,1.4787,-0.72%,场内买入,场内卖出
2015-09-07,1.4402,1.4402,-2.60%,场内买入,场内卖出
2015-09-08,1.488,1.488,3.32%,场内买入,场内卖出
2015-09-09,1.5277,1.5277,2.67%,场内买入,场内卖出
2015-09-10,1.5018,1.5018,-1.70%,场内买入,场内卖出
2015-09-11,1.4901,1.4901,-0.78%,场内买入,场内卖出
2015-09-14,1.4529,1.4529,-2.50%,场内买入,场内卖出
2015-09-15,1.3982,1.3982,-3.76%,场内买入,场内卖出
2015-09-16,1.4801,1.4801,5.86%,场内买入,场内卖出
2015-09-17,1.4449,1.4449,-2.38%,场内买入,场内卖出
2015-09-18,1.455,1.455,0.70%,场内买入,场内卖出
2015-09-21,1.4745,1.4745,1.34%,场内买入,场内卖出
2015-09-22,1.52,1.52,3.09%,场内买入,场内卖出
2015-09-23,1.4688,1.4688,-3.37%,场内买入,场内卖出
2015-09-24,1.481,1.481,0.83%,场内买入,场内卖出
2015-09-25,1.4537,1.4537,-1.84%,场内买入,场内卖出
2015-09-28,1.4578,1.4578,0.28%,场内买入,场内卖出
2015-09-29,1.4315,1.4315,-1.80%,场内买入,场内卖出
2015-09-30,1.4349,1.4349,0.24%,场内买入,场内卖出
2015-10-08,1.4846,1.4846,3.46%,场内买入,场内卖出
2015-10-09,1.5291,1.5291,3.00%,场内买入,场内卖出
2015-10-12,1.5973,1.5973,4.46%,场内买入,场内卖出
2015-10-13,1.5876,1.5876,-0.61%,场内买入,场内卖出
2015-10-14,1.5644,1.5644,-1.46%,场内买入,场内卖出
2015-10-15,1.6089,1.6089,2.84%,场内买入,场内卖出
2015-10-16,1.6393,1.6393,1.89%,场内买入,场内卖出
2015-10-19,1.6686,1.6686,1.79%,场内买入,场内卖出
2015-10-20,1.6796,1.6796,0.66%,场内买入,场内卖出
2015-10-21,1.6207,1.6207,-3.51%,场内买入,场内卖出
2015-10-22,1.6372,1.6372,1.02%,场内买入,场内卖出
2015-10-23,1.6692,1.6692,1.95%,场内买入,场内卖出
2015-10-26,1.6892,1.6892,1.20%,场内买入,场内卖出
2015-10-27,1.693,1.693,0.23%,场内买入,场内卖出
2015-10-28,1.639,1.639,-3.19%,场内买入,场内卖出
2015-10-29,1.6355,1.6355,-0.21%,场内买入,场内卖出
2015-10-30,1.6613,1.6613,1.58%,场内买入,场内卖出
2015-11-02,1.6218,1.6218,-2.38%,场内买入,场内卖出
2015-11-03,1.6266,1.6266,0.30%,场内买入,场内卖出
2015-11-04,1.7689,1.7689,8.75%,场内买入,场内卖出
2015-11-05,1.8559,1.8559,4.92%,场内买入,场内卖出
2015-11-06,1.9808,1.9808,6.73%,场内买入,场内卖出
2015-11-09,1.9684,1.9684,-0.63%,场内买入,场内卖出
2015-11-10,1.9869,1.9869,0.94%,场内买入,场内卖出
2015-11-11,2.0081,2.0081,1.07%,场内买入,场内卖出
2015-11-12,1.97,1.97,-1.90%,场内买入,场内卖出
2015-11-13,1.9753,1.9753,0.27%,场内买入,场内卖出
2015-11-16,1.9593,1.9593,-0.81%,场内买入,场内卖出
2015-11-17,1.9742,1.9742,0.76%,场内买入,场内卖出
2015-11-18,1.9162,1.9162,-2.94%,场内买入,场内卖出
2015-11-19,1.9565,1.9565,2.10%,场内买入,场内卖出
2015-11-20,1.9285,1.9285,-1.43%,场内买入,场内卖出
2015-11-23,1.9106,1.9106,-0.93%,场内买入,场内卖出
2015-11-24,1.9376,1.9376,1.41%,场内买入,场内卖出
2015-11-25,1.9457,1.9457,0.42%,场内买入,场内卖出
2015-11-26,1.9291,1.9291,-0.85%,场内买入,场内卖出
2015-11-27,1.7979,1.7979,-6.80%,场内买入,场内卖出
2015-11-30,1.7812,1.7812,-0.93%,场内买入,场内卖出
2015-12-01,1.7849,1.7849,0.21%,场内买入,场内卖出
2015-12-02,1.8929,1.8929,6.05%,场内买入,场内卖出
2015-12-03,1.897,1.897,0.22%,场内买入,场内卖出
2015-12-04,1.8428,1.8428,-2.86%,场内买入,场内卖出
2015-12-07,1.8229,1.8229,-1.08%,场内买入,场内卖出
2015-12-08,1.7949,1.7949,-1.54%,场内买入,场内卖出
2015-12-09,1.8011,1.8011,0.35%,场内买入,场内卖出
2015-12-10,1.8068,1.8068,0.32%,场内买入,场内卖出
2015-12-11,1.8145,1.8145,0.43%,场内买入,场内卖出
2015-12-14,1.943,1.943,7.08%,场内买入,场内卖出
2015-12-15,1.8942,1.8942,-2.51%,场内买入,场内卖出
2015-12-16,1.8978,1.8978,0.19%,场内买入,场内卖出
2015-12-17,1.9217,1.9217,1.26%,场内买入,场内卖出
2015-12-18,1.9126,1.9126,-0.47%,场内买入,场内卖出
2015-12-21,1.9547,1.9547,2.20%,场内买入,场内卖出
2015-12-22,1.975,1.975,1.04%,场内买入,场内卖出
2015-12-23,2.003,2.003,1.42%,场内买入,场内卖出
2015-12-24,1.9538,1.9538,-2.46%,场内买入,场内卖出
2015-12-25,1.9595,1.9595,0.29%,场内买入,场内卖出
2015-12-28,1.8835,1.8835,-3.88%,场内买入,场内卖出
2015-12-29,1.9058,1.9058,1.18%,场内买入,场内卖出
2015-12-30,1.8954,1.8954,-0.55%,场内买入,场内卖出
2015-12-31,1.8804,1.8804,-0.79%,场内买入,场内卖出
2016-01-04,1.7296,1.7296,-8.02%,场内买入,场内卖出
2016-01-05,1.7398,1.7398,0.59%,场内买入,场内卖出
2016-01-06,1.7591,1.7591,1.11%,场内买入,场内卖出
2016-01-07,1.6276,1.6276,-7.48%,场内买入,场内卖出
2016-01-08,1.6623,1.6623,2.13%,场内买入,场内卖出
2016-01-11,1.5427,1.5427,-7.19%,场内买入,场内卖出
2016-01-12,1.5628,1.5628,1.30%,场内买入,场内卖出
2016-01-13,1.5488,1.5488,-0.90%,场内买入,场内卖出
2016-01-14,1.5803,1.5803,2.03%,场内买入,场内卖出
2016-01-15,1.5331,1.5331,-2.99%,场内买入,场内卖出
2016-01-18,1.5341,1.5341,0.07%,场内买入,场内卖出
2016-01-19,1.577,1.577,2.80%,场内买入,场内卖出
2016-01-20,1.5476,1.5476,-1.86%,场内买入,场内卖出
2016-01-21,1.4967,1.4967,-3.29%,场内买入,场内卖出
2016-01-22,1.5116,1.5116,1.00%,场内买入,场内卖出
2016-01-25,1.5144,1.5144,0.19%,场内买入,场内卖出
2016-01-26,1.405,1.405,-7.22%,场内买入,场内卖出
2016-01-27,1.3907,1.3907,-1.02%,场内买入,场内卖出
2016-01-28,1.3685,1.3685,-1.60%,场内买入,场内卖出
2016-01-29,1.4342,1.4342,4.80%,场内买入,场内卖出
2016-02-01,1.407,1.407,-1.90%,场内买入,场内卖出
2016-02-02,1.4402,1.4402,2.36%,场内买入,场内卖出
2016-02-03,1.428,1.428,-0.85%,场内买入,场内卖出
2016-02-04,1.4475,1.4475,1.37%,场内买入,场内卖出
2016-02-05,1.4159,1.4159,-2.18%,场内买入,场内卖出
2016-02-15,1.3971,1.3971,-1.33%,场内买入,场内卖出
2016-02-16,1.4529,1.4529,3.99%,场内买入,场内卖出
2016-02-17,1.4613,1.4613,0.58%,场内买入,场内卖出
2016-02-18,1.4581,1.4581,-0.22%,场内买入,场内卖出
2016-02-19,1.4639,1.4639,0.40%,场内买入,场内卖出
2016-02-22,1.5187,1.5187,3.74%,场内买入,场内卖出
2016-02-23,1.4932,1.4932,-1.68%,场内买入,场内卖出
2016-02-24,1.5003,1.5003,0.48%,场内买入,场内卖出
2016-02-25,1.3871,1.3871,-7.55%,场内买入,场内卖出
2016-02-26,1.3996,1.3996,0.90%,场内买入,场内卖出
2016-02-29,1.3652,1.3652,-2.46%,场内买入,场内卖出
2016-03-01,1.4073,1.4073,3.08%,场内买入,场内卖出
2016-03-02,1.479,1.479,5.09%,场内买入,场内卖出
2016-03-03,1.4776,1.4776,-0.09%,场内买入,场内卖出
2016-03-04,1.5021,1.5021,1.66%,场内买入,场内卖出
2016-03-07,1.4991,1.4991,-0.20%,场内买入,场内卖出
2016-03-08,1.5023,1.5023,0.21%,场内买入,场内卖出
2016-03-09,1.4909,1.4909,-0.76%,场内买入,场内卖出
2016-03-10,1.4485,1.4485,-2.84%,场内买入,场内卖出
2016-03-11,1.467,1.467,1.28%,场内买入,场内卖出
2016-03-14,1.4913,1.4913,1.66%,场内买入,场内卖出
2016-03-15,1.4925,1.4925,0.08%,场内买入,场内卖出
2016-03-16,1.5083,1.5083,1.06%,场内买入,场内卖出
2016-03-17,1.5329,1.5329,1.63%,场内买入,场内卖出
2016-03-18,1.5706,1.5706,2.46%,场内买入,场内卖出
2016-03-21,1.6833,1.6833,7.18%,场内买入,场内卖出
2016-03-22,1.6398,1.6398,-2.58%,场内买入,场内卖出
2016-03-23,1.6624,1.6624,1.38%,场内买入,场内卖出
