日期,单位净值,历史净值,日增长率,申购状态,赎回状态
2013-08-09,0.8918,0.8918,1.13%,场内买入,场内卖出
2013-08-12,0.9216,0.9216,3.34%,场内买入,场内卖出
2013-08-13,0.9455,0.9455,2.59%,场内买入,场内卖出
2013-08-14,0.9457,0.9457,0.02%,场内买入,场内卖出
2013-08-15,0.9472,0.9472,0.16%,场内买入,场内卖出
2013-08-16,0.9482,0.9482,0.11%,场内买入,场内卖出
2013-08-19,0.9466,0.9466,-0.17%,场内买入,场内卖出
2013-08-20,0.9199,0.9199,-2.82%,场内买入,场内卖出
2013-08-21,0.9151,0.9151,-0.52%,场内买入,场内卖出
2013-08-22,0.9254,0.9254,1.13%,场内买入,场内卖出
2013-08-23,0.9224,0.9224,-0.32%,场内买入,场内卖出
2013-08-26,0.9348,0.9348,1.34%,场内买入,场内卖出
2013-08-27,0.9269,0.9269,-0.85%,场内买入,场内卖出
2013-08-28,0.9063,0.9063,-2.22%,场内买入,场内卖出
2013-08-29,0.9145,0.9145,0.90%,场内买入,场内卖出
2013-08-30,0.9124,0.9124,-0.23%,场内买入,场内卖出
2013-09-02,0.9335,0.9335,2.31%,场内买入,场内卖出
2013-09-03,0.9514,0.9514,1.92%,场内买入,场内卖出
2013-09-04,0.9513,0.9513,-0.01%,场内买入,场内卖出
2013-09-05,0.9615,0.9615,1.07%,场内买入,场内卖出
2013-09-06,0.9615,0.9615,0.00%,场内买入,场内卖出
2013-09-09,0.978,0.978,1.72%,场内买入,场内卖出
2013-09-10,0.9929,0.9929,1.52%,场内买入,场内卖出
2013-09-11,0.9874,0.9874,-0.55%,场内买入,场内卖出
2013-09-12,0.987,0.987,-0.04%,场内买入,场内卖出
2013-09-13,0.9784,0.9784,-0.87%,场内买入,场内卖出
2013-09-16,0.9931,0.9931,1.50%,场内买入,场内卖出
2013-09-17,0.988,0.988,-0.51%,场内买入,场内卖出
2013-09-18,0.982,0.982,-0.61%,场内买入,场内卖出
2013-09-23,0.9924,0.9924,1.06%,场内买入,场内卖出
2013-09-24,0.9819,0.9819,-1.06%,场内买入,场内卖出
2013-09-25,0.9819,0.9819,0.00%,场内买入,场内卖出
2013-09-26,0.9764,0.9764,-0.56%,场内买入,场内卖出
2013-09-27,0.9724,0.9724,-0.41%,场内买入,场内卖出
2013-09-30,0.9559,0.9559,-1.70%,场内买入,场内卖出
2013-10-08,0.9744,0.9744,1.94%,场内买入,场内卖出
2013-10-09,0.972,0.972,-0.25%,场内买入,场内卖出
2013-10-10,0.9681,0.9681,-0.40%,场内买入,场内卖出
2013-10-11,0.979,0.979,1.13%,场内买入,场内卖出
2013-10-15,0.9862,0.9862,0.74%,场内买入,场内卖出
2013-10-16,0.9824,0.9824,-0.39%,场内买入,场内卖出
2013-10-17,0.9773,0.9773,-0.52%,场内买入,场内卖出
2013-10-18,0.9832,0.9832,0.60%,场内买入,场内卖出
2013-10-21,0.9851,0.9851,0.19%,场内买入,场内卖出
2013-10-22,0.9843,0.9843,-0.08%,场内买入,场内卖出
2013-10-23,0.9658,0.9658,-1.88%,场内买入,场内卖出
2013-10-24,0.9536,0.9536,-1.26%,场内买入,场内卖出
2013-10-25,0.9405,0.9405,-1.37%,场内买入,场内卖出
2013-10-28,0.9477,0.9477,0.77%,场内买入,场内卖出
2013-10-29,0.9601,0.9601,1.31%,场内买入,场内卖出
2013-10-30,0.9832,0.9832,2.41%,场内买入,场内卖出
2013-10-31,0.9821,0.9821,-0.11%,场内买入,场内卖出
2013-11-01,0.9873,0.9873,0.53%,场内买入,场内卖出
2013-11-04,0.9884,0.9884,0.11%,场内买入,场内卖出
2013-11-05,0.9834,0.9834,-0.51%,场内买入,场内卖出
2013-11-06,0.9771,0.9771,-0.64%,场内买入,场内卖出
2013-11-07,0.9688,0.9688,-0.85%,场内买入,场内卖出
2013-11-08,0.9598,0.9598,-0.93%,场内买入,场内卖出
2013-11-11,0.9775,0.9775,1.84%,场内买入,场内卖出
2013-11-12,0.975,0.975,-0.26%,场内买入,场内卖出
2013-11-13,0.949,0.949,-2.67%,场内买入,场内卖出
2013-11-14,0.9587,0.9587,1.02%,场内买入,场内卖出
2013-11-15,0.9872,0.9872,2.97%,场内买入,场内卖出
2013-11-18,1.041,1.041,5.45%,场内买入,场内卖出
2013-11-19,1.0461,1.0461,0.49%,场内买入,场内卖出
2013-11-20,1.0524,1.0524,0.60%,场内买入,场内卖出
2013-11-21,1.0445,1.0445,-0.75%,场内买入,场内卖出
2013-11-22,1.055,1.055,1.01%,场内买入,场内卖出
2013-11-25,1.0482,1.0482,-0.64%,场内买入,场内卖出
2013-11-26,1.0408,1.0408,-0.71%,场内买入,场内卖出
2013-11-27,1.0492,1.0492,0.81%,场内买入,场内卖出
2013-11-28,1.0478,1.0478,-0.13%,场内买入,场内卖出
2013-11-29,1.0528,1.0528,0.48%,场内买入,场内卖出
2013-12-02,1.0624,1.0624,0.91%,场内买入,场内卖出
2013-12-03,1.0534,1.0534,-0.85%,场内买入,场内卖出
2013-12-04,1.0453,1.0453,-0.77%,场内买入,场内卖出
2013-12-05,1.0478,1.0478,0.24%,场内买入,场内卖出
2013-12-06,1.0446,1.0446,-0.31%,场内买入,场内卖出
2013-12-09,1.0478,1.0478,0.31%,场内买入,场内卖出
2013-12-10,1.0431,1.0431,-0.45%,场内买入,场内卖出
2013-12-11,1.0153,1.0153,-2.67%,场内买入,场内卖出
2013-12-12,1.0054,1.0054,-0.98%,场内买入,场内卖出
2013-12-13,1.012,1.012,0.66%,场内买入,场内卖出
2013-12-16,1.0032,1.0032,-0.87%,场内买入,场内卖出
2013-12-17,0.999,0.999,-0.42%,场内买入,场内卖出
2013-12-18,1.0052,1.0052,0.62%,场内买入,场内卖出
2013-12-19,0.9899,0.9899,-1.52%,场内买入,场内卖出
2013-12-20,0.9765,0.9765,-1.35%,场内买入,场内卖出
2013-12-23,0.9775,0.9775,0.10%,场内买入,场内卖出
2013-12-24,0.994,0.994,1.69%,场内买入,场内卖出
2013-12-27,0.992,0.992,-0.20%,场内买入,场内卖出
2013-12-30,0.9862,0.9862,-0.58%,场内买入,场内卖出
2013-12-31,0.9894,0.9894,0.32%,场内买入,场内卖出
2014-01-02,0.9802,0.9802,-0.93%,场内买入,场内卖出
2014-01-03,0.9566,0.9566,-2.41%,场内买入,场内卖出
2014-01-06,0.9437,0.9437,-1.35%,场内买入,场内卖出
2014-01-07,0.9385,0.9385,-0.55%,场内买入,场内卖出
2014-01-08,0.9475,0.9475,0.96%,场内买入,场内卖出
2014-01-09,0.9321,0.9321,-1.63%,场内买入,场内卖出
2014-01-10,0.9316,0.9316,-0.05%,场内买入,场内卖出
2014-01-13,0.9322,0.9322,0.06%,场内买入,场内卖出
2014-01-14,0.9289,0.9289,-0.35%,场内买入,场内卖出
2014-01-15,0.9347,0.9347,0.62%,场内买入,场内卖出
2014-01-16,0.9343,0.9343,-0.04%,场内买入,场内卖出
2014-01-17,0.9321,0.9321,-0.24%,场内买入,场内卖出
2014-01-20,0.9211,0.9211,-1.18%,场内买入,场内卖出
2014-01-21,0.9367,0.9367,1.69%,场内买入,场内卖出
2014-01-22,0.9466,0.9466,1.06%,场内买入,场内卖出
2014-01-23,0.9274,0.9274,-2.03%,场内买入,场内卖出
2014-01-24,0.9176,0.9176,-1.06%,场内买入,场内卖出
2014-01-27,0.897,0.897,-2.25%,场内买入,场内卖出
2014-01-28,0.8947,0.8947,-0.26%,场内买入,场内卖出
2014-01-29,0.9072,0.9072,1.40%,场内买入,场内卖出
2014-01-30,0.8995,0.8995,-0.85%,场内买入,场内卖出
2014-02-07,0.885,0.885,-1.61%,场内买入,场内卖出
2014-02-10,0.8821,0.8821,-0.33%,场内买入,场内卖出
2014-02-11,0.9037,0.9037,2.45%,场内买入,场内卖出
2014-02-12,0.9164,0.9164,1.41%,场内买入,场内卖出
2014-02-13,0.9056,0.9056,-1.18%,场内买入,场内卖出
2014-02-14,0.9107,0.9107,0.56%,场内买入,场内卖出
2014-02-17,0.9254,0.9254,1.61%,场内买入,场内卖出
2014-02-18,0.9219,0.9219,-0.38%,场内买入,场内卖出
2014-02-19,0.9223,0.9223,0.04%,场内买入,场内卖出
2014-02-20,0.9157,0.9157,-0.72%,场内买入,场内卖出
2014-02-21,0.9123,0.9123,-0.37%,场内买入,场内卖出
2014-02-24,0.9,0.9,-1.35%,场内买入,场内卖出
2014-02-25,0.8945,0.8945,-0.61%,场内买入,场内卖出
2014-02-26,0.9001,0.9001,0.63%,场内买入,场内卖出
2014-02-27,0.9142,0.9142,1.57%,场内买入,场内卖出
2014-02-28,0.9081,0.9081,-0.67%,场内买入,场内卖出
2014-03-03,0.895,0.895,-1.44%,场内买入,场内卖出
2014-03-04,0.8981,0.8981,0.35%,场内买入,场内卖出
2014-03-05,0.888,0.888,-1.12%,场内买入,场内卖出
2014-03-06,0.889,0.889,0.11%,场内买入,场内卖出
2014-03-07,0.8915,0.8915,0.28%,场内买入,场内卖出
2014-03-10,0.8775,0.8775,-1.57%,场内买入,场内卖出
2014-03-11,0.8761,0.8761,-0.16%,场内买入,场内卖出
2014-03-12,0.8622,0.8622,-1.59%,场内买入,场内卖出
2014-03-13,0.8579,0.8579,-0.50%,场内买入,场内卖出
2014-03-14,0.8558,0.8558,-0.24%,场内买入,场内卖出
2014-03-17,0.8583,0.8583,0.29%,场内买入,场内卖出
2014-03-18,0.8595,0.8595,0.14%,场内买入,场内卖出
2014-03-19,0.8613,0.8613,0.21%,场内买入,场内卖出
2014-03-20,0.8485,0.8485,-1.49%,场内买入,场内卖出
2014-03-21,0.8691,0.8691,2.43%,场内买入,场内卖出
2014-03-24,0.8936,0.8936,2.82%,场内买入,场内卖出
2014-03-25,0.8929,0.8929,-0.08%,场内买入,场内卖出
2014-03-26,0.9075,0.9075,1.64%,场内买入,场内卖出
2014-03-27,0.9097,0.9097,0.24%,场内买入,场内卖出
2014-03-28,0.9218,0.9218,1.33%,场内买入,场内卖出
2014-03-31,0.9289,0.9289,0.77%,场内买入,场内卖出
2014-04-01,0.9307,0.9307,0.19%,场内买入,场内卖出
2014-04-02,0.9237,0.9237,-0.75%,场内买入,场内卖出
2014-04-03,0.9305,0.9305,0.74%,场内买入,场内卖出
2014-04-04,0.9325,0.9325,0.21%,场内买入,场内卖出
2014-04-08,0.9513,0.9513,2.02%,场内买入,场内卖出
2014-04-09,0.9562,0.9562,0.52%,场内买入,场内卖出
2014-04-10,0.9602,0.9602,0.42%,场内买入,场内卖出
2014-04-11,0.9425,0.9425,-1.84%,场内买入,场内卖出
2014-04-14,0.9442,0.9442,0.18%,场内买入,场内卖出
2014-04-15,0.9252,0.9252,-2.01%,场内买入,场内卖出
2014-04-16,0.9262,0.9262,0.11%,场内买入,场内卖出
2014-04-17,0.93,0.93,0.41%,场内买入,场内卖出
2014-04-22,0.9259,0.9259,-0.44%,场内买入,场内卖出
2014-04-23,0.9145,0.9145,-1.23%,场内买入,场内卖出
2014-04-24,0.9174,0.9174,0.32%,场内买入,场内卖出
2014-04-25,0.9043,0.9043,-1.43%,场内买入,场内卖出
2014-04-28,0.9015,0.9015,-0.31%,场内买入,场内卖出
2014-04-29,0.9116,0.9116,1.12%,场内买入,场内卖出
2014-04-30,0.9025,0.9025,-1.00%,场内买入,场内卖出
2014-05-05,0.8988,0.8988,-0.41%,场内买入,场内卖出
2014-05-07,0.8906,0.8906,-0.91%,场内买入,场内卖出
2014-05-08,0.898,0.898,0.83%,场内买入,场内卖出
2014-05-09,0.8938,0.8938,-0.47%,场内买入,场内卖出
2014-05-12,0.9073,0.9073,1.51%,场内买入,场内卖出
2014-05-13,0.9104,0.9104,0.34%,场内买入,场内卖出
2014-05-14,0.9229,0.9229,1.37%,场内买入,场内卖出
2014-05-15,0.921,0.921,-0.21%,场内买入,场内卖出
2014-05-16,0.9193,0.9193,-0.18%,场内买入,场内卖出
2014-05-19,0.9157,0.9157,-0.39%,场内买入,场内卖出
2014-05-20,0.9127,0.9127,-0.33%,场内买入,场内卖出
2014-05-21,0.923,0.923,1.13%,场内买入,场内卖出
2014-05-22,0.9352,0.9352,1.32%,场内买入,场内卖出
2014-05-23,0.9373,0.9373,0.22%,场内买入,场内卖出
2014-05-26,0.9379,0.9379,0.06%,场内买入,场内卖出
2014-05-27,0.9337,0.9337,-0.45%,场内买入,场内卖出
2014-05-28,0.9462,0.9462,1.34%,场内买入,场内卖出
2014-05-29,0.9452,0.9452,-0.11%,场内买入,场内卖出
2014-05-30,0.9512,0.9512,0.63%,场内买入,场内卖出
2014-06-03,0.9631,0.9631,1.25%,场内买入,场内卖出
2014-06-04,0.959,0.959,-0.43%,场内买入,场内卖出
2014-06-05,0.9635,0.9635,0.47%,场内买入,场内卖出
2014-06-06,0.96,0.96,-0.36%,场内买入,场内卖出
2014-06-09,0.9639,0.9639,0.41%,场内买入,场内卖出
2014-06-10,0.9736,0.9736,1.01%,场内买入,场内卖出
2014-06-11,0.9735,0.9735,-0.01%,场内买入,场内卖出
2014-06-12,0.9724,0.9724,-0.11%,场内买入,场内卖出
2014-06-13,0.9799,0.9799,0.77%,场内买入,场内卖出
2014-06-16,0.9809,0.9809,0.10%,场内买入,场内卖出
2014-06-17,0.9757,0.9757,-0.53%,场内买入,场内卖出
2014-06-18,0.9744,0.9744,-0.13%,场内买入,场内卖出
2014-06-19,0.9714,0.9714,-0.31%,场内买入,场内卖出
2014-06-20,0.9752,0.9752,0.39%,场内买入,场内卖出
2014-06-23,0.9577,0.9577,-1.79%,场内买入,场内卖出
2014-06-24,0.9623,0.9623,0.48%,场内买入,场内卖出
2014-06-25,0.9586,0.9586,-0.38%,场内买入,场内卖出
2014-06-26,0.9725,0.9725,1.45%,场内买入,场内卖出
2014-06-27,0.9701,0.9701,-0.25%,场内买入,场内卖出
2014-06-30,0.9722,0.9722,0.22%,场内买入,场内卖出
2014-07-02,0.9886,0.9886,%,场内买入,场内卖出
2014-07-03,0.9935,0.9935,0.50%,场内买入,场内卖出
2014-07-04,0.9976,0.9976,0.41%,场内买入,场内卖出
2014-07-07,0.9975,0.9975,-0.01%,场内买入,场内卖出
2014-07-08,0.9985,0.9985,0.10%,场内买入,场内卖出
2014-07-09,0.9826,0.9826,-1.59%,场内买入,场内卖出
2014-07-10,0.9837,0.9837,0.11%,场内买入,场内卖出
2014-07-11,0.9851,0.9851,0.14%,场内买入,场内卖出
2014-07-14,0.9923,0.9923,0.73%,场内买入,场内卖出
