日期,单位净值,历史净值,日增长率,申购状态,赎回状态
2005-05-16,0.75,0.75,-1.19%,场内买入,场内卖出
2005-05-17,0.753,0.753,0.40%,场内买入,场内卖出
2005-05-18,0.755,0.755,0.27%,场内买入,场内卖出
2005-05-19,0.757,0.757,0.26%,场内买入,场内卖出
2005-05-20,0.755,0.755,-0.26%,场内买入,场内卖出
2005-05-23,0.742,0.742,-1.72%,场内买入,场内卖出
2005-05-24,0.742,0.742,0.00%,场内买入,场内卖出
2005-05-25,0.743,0.743,0.13%,场内买入,场内卖出
2005-05-26,0.734,0.734,-1.21%,场内买入,场内卖出
2005-05-27,0.729,0.729,-0.68%,场内买入,场内卖出
2005-05-30,0.734,0.734,0.69%,场内买入,场内卖出
2005-05-31,0.736,0.736,0.27%,场内买入,场内卖出
2005-06-01,0.724,0.724,-1.63%,场内买入,场内卖出
2005-06-02,0.707,0.707,-2.35%,场内买入,场内卖出
2005-06-03,0.706,0.706,-0.14%,场内买入,场内卖出
2005-06-06,0.723,0.723,2.41%,场内买入,场内卖出
2005-06-07,0.72,0.72,-0.41%,场内买入,场内卖出
2005-06-08,0.778,0.778,8.06%,场内买入,场内卖出
2005-06-09,0.784,0.784,0.77%,场内买入,场内卖出
2005-06-10,0.773,0.773,-1.40%,场内买入,场内卖出
2005-06-13,0.769,0.769,-0.52%,场内买入,场内卖出
2005-06-14,0.764,0.764,-0.65%,场内买入,场内卖出
2005-06-15,0.755,0.755,-1.18%,场内买入,场内卖出
2005-06-16,0.767,0.767,1.59%,场内买入,场内卖出
2005-06-17,0.771,0.771,0.52%,场内买入,场内卖出
2005-06-20,0.79,0.79,2.46%,场内买入,场内卖出
2005-06-21,0.78,0.78,-1.27%,场内买入,场内卖出
2005-06-22,0.785,0.785,0.64%,场内买入,场内卖出
2005-06-23,0.779,0.779,-0.76%,场内买入,场内卖出
2005-06-24,0.784,0.784,0.64%,场内买入,场内卖出
2005-06-27,0.794,0.794,1.28%,场内买入,场内卖出
2005-06-28,0.788,0.788,-0.76%,场内买入,场内卖出
2005-06-29,0.785,0.785,-0.38%,场内买入,场内卖出
2005-06-30,0.773,0.773,-1.53%,场内买入,场内卖出
2005-07-01,0.762,0.762,-1.42%,场内买入,场内卖出
2005-07-04,0.761,0.761,-0.13%,场内买入,场内卖出
2005-07-05,0.755,0.755,-0.79%,场内买入,场内卖出
2005-07-06,0.749,0.749,-0.79%,场内买入,场内卖出
2005-07-07,0.75,0.75,0.13%,场内买入,场内卖出
2005-07-08,0.742,0.742,-1.07%,场内买入,场内卖出
2005-07-11,0.741,0.741,-0.13%,场内买入,场内卖出
2005-07-12,0.768,0.768,3.64%,场内买入,场内卖出
2005-07-13,0.763,0.763,-0.65%,场内买入,场内卖出
2005-07-14,0.769,0.769,0.79%,场内买入,场内卖出
2005-07-15,0.764,0.764,-0.65%,场内买入,场内卖出
2005-07-18,0.763,0.763,-0.13%,场内买入,场内卖出
2005-07-19,0.763,0.763,0.00%,场内买入,场内卖出
2005-07-20,0.77,0.77,0.92%,场内买入,场内卖出
2005-07-21,0.773,0.773,0.39%,场内买入,场内卖出
2005-07-22,0.785,0.785,1.55%,场内买入,场内卖出
2005-07-25,0.781,0.781,-0.51%,场内买入,场内卖出
2005-07-26,0.797,0.797,2.05%,场内买入,场内卖出
2005-07-27,0.809,0.809,1.51%,场内买入,场内卖出
2005-07-28,0.807,0.807,-0.25%,场内买入,场内卖出
2005-07-29,0.805,0.805,-0.25%,场内买入,场内卖出
2005-08-01,0.807,0.807,0.25%,场内买入,场内卖出
2005-08-02,0.814,0.814,0.87%,场内买入,场内卖出
2005-08-03,0.814,0.814,0.00%,场内买入,场内卖出
2005-08-04,0.812,0.812,-0.25%,场内买入,场内卖出
2005-08-05,0.829,0.829,2.09%,场内买入,场内卖出
2005-08-08,0.829,0.829,0.00%,场内买入,场内卖出
2005-08-09,0.831,0.831,0.24%,场内买入,场内卖出
2005-08-10,0.839,0.839,0.96%,场内买入,场内卖出
2005-08-11,0.849,0.849,1.19%,场内买入,场内卖出
2005-08-12,0.839,0.839,-1.18%,场内买入,场内卖出
2005-08-15,0.854,0.854,1.79%,场内买入,场内卖出
2005-08-16,0.842,0.842,-1.41%,场内买入,场内卖出
2005-08-17,0.848,0.848,0.71%,场内买入,场内卖出
2005-08-18,0.83,0.83,-2.12%,场内买入,场内卖出
2005-08-19,0.833,0.833,0.36%,场内买入,场内卖出
2005-08-22,0.84,0.84,0.84%,场内买入,场内卖出
2005-08-23,0.835,0.835,-0.60%,场内买入,场内卖出
2005-08-24,0.842,0.842,0.84%,场内买入,场内卖出
2005-08-25,0.84,0.84,-0.24%,场内买入,场内卖出
2005-08-26,0.839,0.839,-0.12%,场内买入,场内卖出
2005-08-29,0.828,0.828,-1.31%,场内买入,场内卖出
2005-08-30,0.825,0.825,-0.36%,场内买入,场内卖出
2005-08-31,0.833,0.833,0.97%,场内买入,场内卖出
2005-09-01,0.844,0.844,1.32%,场内买入,场内卖出
2005-09-02,0.846,0.846,0.24%,场内买入,场内卖出
2005-09-05,0.846,0.846,0.00%,场内买入,场内卖出
2005-09-06,0.832,0.832,-1.65%,场内买入,场内卖出
2005-09-07,0.841,0.841,1.08%,场内买入,场内卖出
2005-09-08,0.843,0.843,0.24%,场内买入,场内卖出
2005-09-09,0.84,0.84,-0.36%,场内买入,场内卖出
2005-09-12,0.838,0.838,-0.24%,场内买入,场内卖出
2005-09-13,0.846,0.846,0.95%,场内买入,场内卖出
2005-09-14,0.85,0.85,0.47%,场内买入,场内卖出
2005-09-15,0.85,0.85,0.00%,场内买入,场内卖出
2005-09-16,0.847,0.847,-0.35%,场内买入,场内卖出
2005-09-19,0.848,0.848,0.12%,场内买入,场内卖出
2005-09-20,0.843,0.843,-0.59%,场内买入,场内卖出
2005-09-21,0.827,0.827,-1.90%,场内买入,场内卖出
2005-09-22,0.813,0.813,-1.69%,场内买入,场内卖出
2005-09-23,0.809,0.809,-0.49%,场内买入,场内卖出
2005-09-26,0.81,0.81,0.12%,场内买入,场内卖出
2005-09-27,0.798,0.798,-1.48%,场内买入,场内卖出
2005-09-28,0.799,0.799,0.13%,场内买入,场内卖出
2005-09-29,0.808,0.808,1.13%,场内买入,场内卖出
2005-09-30,0.809,0.809,0.12%,场内买入,场内卖出
2005-10-10,0.803,0.803,-0.74%,场内买入,场内卖出
2005-10-11,0.812,0.812,1.12%,场内买入,场内卖出
2005-10-12,0.811,0.811,-0.12%,场内买入,场内卖出
2005-10-13,0.804,0.804,-0.86%,场内买入,场内卖出
2005-10-14,0.793,0.793,-1.37%,场内买入,场内卖出
2005-10-17,0.785,0.785,-1.01%,场内买入,场内卖出
2005-10-18,0.787,0.787,0.25%,场内买入,场内卖出
2005-10-19,0.785,0.785,-0.25%,场内买入,场内卖出
2005-10-20,0.789,0.789,0.51%,场内买入,场内卖出
2005-10-21,0.79,0.79,0.13%,场内买入,场内卖出
2005-10-24,0.786,0.786,-0.51%,场内买入,场内卖出
2005-10-25,0.78,0.78,-0.76%,场内买入,场内卖出
2005-10-26,0.761,0.761,-2.44%,场内买入,场内卖出
2005-10-27,0.764,0.764,0.39%,场内买入,场内卖出
2005-10-28,0.763,0.763,-0.13%,场内买入,场内卖出
2005-10-31,0.773,0.773,1.31%,场内买入,场内卖出
2005-11-01,0.77,0.77,-0.39%,场内买入,场内卖出
2005-11-02,0.776,0.776,0.78%,场内买入,场内卖出
2005-11-03,0.769,0.769,-0.90%,场内买入,场内卖出
2005-11-04,0.772,0.772,0.39%,场内买入,场内卖出
2005-11-07,0.767,0.767,-0.65%,场内买入,场内卖出
2005-11-08,0.772,0.772,0.65%,场内买入,场内卖出
2005-11-09,0.769,0.769,-0.39%,场内买入,场内卖出
2005-11-10,0.759,0.759,-1.30%,场内买入,场内卖出
2005-11-11,0.76,0.76,0.13%,场内买入,场内卖出
2005-11-14,0.756,0.756,-0.53%,场内买入,场内卖出
2005-11-15,0.752,0.752,-0.53%,场内买入,场内卖出
2005-11-16,0.757,0.757,0.66%,场内买入,场内卖出
2005-11-17,0.757,0.757,0.00%,场内买入,场内卖出
2005-11-18,0.774,0.774,2.25%,场内买入,场内卖出
2005-11-21,0.772,0.772,-0.26%,场内买入,场内卖出
2005-11-22,0.76,0.76,-1.55%,场内买入,场内卖出
2005-11-23,0.769,0.769,1.18%,场内买入,场内卖出
2005-11-24,0.777,0.777,1.04%,场内买入,场内卖出
2005-11-25,0.783,0.783,0.77%,场内买入,场内卖出
2005-11-28,0.779,0.779,-0.51%,场内买入,场内卖出
2005-11-29,0.771,0.771,-1.03%,场内买入,场内卖出
2005-11-30,0.776,0.776,0.65%,场内买入,场内卖出
2005-12-01,0.775,0.775,-0.13%,场内买入,场内卖出
2005-12-02,0.773,0.773,-0.26%,场内买入,场内卖出
2005-12-05,0.767,0.767,-0.78%,场内买入,场内卖出
2005-12-06,0.776,0.776,1.17%,场内买入,场内卖出
2005-12-07,0.784,0.784,1.03%,场内买入,场内卖出
2005-12-08,0.782,0.782,-0.26%,场内买入,场内卖出
2005-12-09,0.794,0.794,1.53%,场内买入,场内卖出
2005-12-12,0.791,0.791,-0.38%,场内买入,场内卖出
2005-12-13,0.79,0.79,-0.13%,场内买入,场内卖出
2005-12-14,0.795,0.795,0.63%,场内买入,场内卖出
2005-12-15,0.795,0.795,0.00%,场内买入,场内卖出
2005-12-16,0.799,0.799,0.50%,场内买入,场内卖出
2005-12-19,0.798,0.798,-0.13%,场内买入,场内卖出
2005-12-20,0.804,0.804,0.75%,场内买入,场内卖出
2005-12-21,0.801,0.801,-0.37%,场内买入,场内卖出
2005-12-22,0.805,0.805,0.50%,场内买入,场内卖出
2005-12-23,0.809,0.809,0.50%,场内买入,场内卖出
2005-12-26,0.814,0.814,0.62%,场内买入,场内卖出
2005-12-27,0.81,0.81,-0.49%,场内买入,场内卖出
2005-12-28,0.811,0.811,0.12%,场内买入,场内卖出
2005-12-29,0.82,0.82,1.11%,场内买入,场内卖出
2005-12-30,0.814,0.814,-0.73%,场内买入,场内卖出
2005-12-31,0.814,0.814,0.00%,场内买入,场内卖出
2006-01-04,0.831,0.831,2.09%,场内买入,场内卖出
2006-01-05,0.846,0.846,1.81%,场内买入,场内卖出
2006-01-06,0.855,0.855,1.06%,场内买入,场内卖出
2006-01-09,0.856,0.856,0.12%,场内买入,场内卖出
2006-01-10,0.856,0.856,0.00%,场内买入,场内卖出
2006-01-11,0.85,0.85,-0.70%,场内买入,场内卖出
2006-01-12,0.854,0.854,0.47%,场内买入,场内卖出
2006-01-13,0.849,0.849,-0.59%,场内买入,场内卖出
2006-01-16,0.833,0.833,-1.88%,场内买入,场内卖出
2006-01-17,0.836,0.836,0.36%,场内买入,场内卖出
2006-01-18,0.853,0.853,2.03%,场内买入,场内卖出
2006-01-19,0.859,0.859,0.70%,场内买入,场内卖出
2006-01-20,0.858,0.858,-0.12%,场内买入,场内卖出
2006-01-23,0.858,0.858,0.00%,场内买入,场内卖出
2006-01-24,0.856,0.856,-0.23%,场内买入,场内卖出
2006-01-25,0.865,0.865,1.05%,场内买入,场内卖出
2006-02-06,0.879,0.879,1.62%,场内买入,场内卖出
2006-02-07,0.874,0.874,-0.57%,场内买入,场内卖出
2006-02-08,0.88,0.88,0.69%,场内买入,场内卖出
2006-02-09,0.869,0.869,-1.25%,场内买入,场内卖出
2006-02-10,0.877,0.877,0.92%,场内买入,场内卖出
2006-02-13,0.876,0.876,-0.11%,场内买入,场内卖出
2006-02-14,0.879,0.879,0.34%,场内买入,场内卖出
2006-02-15,0.885,0.885,0.68%,场内买入,场内卖出
2006-02-16,0.873,0.873,-1.36%,场内买入,场内卖出
2006-02-17,0.875,0.875,0.23%,场内买入,场内卖出
2006-02-20,0.875,0.875,0.00%,场内买入,场内卖出
2006-02-21,0.889,0.889,1.60%,场内买入,场内卖出
2006-02-22,0.887,0.887,-0.23%,场内买入,场内卖出
2006-02-23,0.894,0.894,0.79%,场内买入,场内卖出
2006-02-24,0.899,0.899,0.56%,场内买入,场内卖出
2006-02-27,0.909,0.909,1.11%,场内买入,场内卖出
2006-02-28,0.915,0.915,0.66%,场内买入,场内卖出
2006-03-01,0.917,0.917,0.22%,场内买入,场内卖出
2006-03-02,0.901,0.901,-1.74%,场内买入,场内卖出
2006-03-03,0.904,0.904,0.33%,场内买入,场内卖出
2006-03-06,0.903,1.069,-0.11%,场内买入,场内卖出
2006-03-07,0.885,1.048,-1.99%,场内买入,场内卖出
2006-03-08,0.882,1.044,-0.34%,场内买入,场内卖出
2006-03-09,0.876,1.037,-0.68%,场内买入,场内卖出
2006-03-10,0.879,1.041,0.34%,场内买入,场内卖出
2006-03-13,0.886,1.049,0.80%,场内买入,场内卖出
2006-03-14,0.883,1.045,-0.34%,场内买入,场内卖出
2006-03-15,0.89,1.054,0.79%,场内买入,场内卖出
2006-03-16,0.888,1.051,-0.22%,场内买入,场内卖出
2006-03-17,0.885,1.048,-0.34%,场内买入,场内卖出
2006-03-20,0.897,1.062,1.36%,场内买入,场内卖出
2006-03-21,0.897,1.062,0.00%,场内买入,场内卖出
2006-03-22,0.898,1.063,0.11%,场内买入,场内卖出
2006-03-23,0.897,1.062,-0.11%,场内买入,场内卖出
2006-03-24,0.891,1.055,-0.67%,场内买入,场内卖出
2006-03-27,0.895,1.06,0.45%,场内买入,场内卖出
2006-03-28,0.897,1.062,0.22%,场内买入,场内卖出
2006-03-29,0.907,1.074,1.11%,场内买入,场内卖出
2006-03-30,0.9,1.065,-0.77%,场内买入,场内卖出
2006-03-31,0.9,1.065,0.00%,场内买入,场内卖出
2006-04-03,0.913,1.081,1.44%,场内买入,场内卖出
2006-04-04,0.922,1.092,0.99%,场内买入,场内卖出
2006-04-05,0.928,1.099,0.65%,场内买入,场内卖出
2006-04-06,0.923,1.093,-0.54%,场内买入,场内卖出
2006-04-07,0.918,1.087,-0.54%,场内买入,场内卖出
2006-04-10,0.93,1.101,1.31%,场内买入,场内卖出
2006-04-11,0.933,1.105,0.32%,场内买入,场内卖出
2006-04-12,0.93,1.101,-0.32%,场内买入,场内卖出
2006-04-13,0.913,1.081,-1.83%,场内买入,场内卖出
2006-04-14,0.932,1.103,2.08%,场内买入,场内卖出
2006-04-17,0.943,1.116,1.18%,场内买入,场内卖出
2006-04-18,0.949,1.123,0.64%,场内买入,场内卖出
2006-04-19,0.953,1.128,0.42%,场内买入,场内卖出
2006-04-20,0.944,1.118,-0.94%,场内买入,场内卖出
2006-04-21,0.962,1.139,1.91%,场内买入,场内卖出
2006-04-24,0.964,1.141,0.21%,场内买入,场内卖出
2006-04-25,0.955,1.131,-0.93%,场内买入,场内卖出
2006-04-26,0.972,1.151,1.78%,场内买入,场内卖出
2006-04-27,0.968,1.146,-0.41%,场内买入,场内卖出
2006-04-28,0.989,1.171,2.17%,场内买入,场内卖出
2006-05-08,1.02,1.208,3.13%,场内买入,场内卖出
2006-05-09,1.041,1.232,2.06%,场内买入,场内卖出
2006-05-10,1.046,1.238,0.48%,场内买入,场内卖出
2006-05-11,1.036,1.226,-0.96%,场内买入,场内卖出
2006-05-12,1.075,1.273,3.76%,场内买入,场内卖出
2006-05-15,1.11,1.314,3.26%,场内买入,场内卖出
2006-05-16,1.105,1.308,-0.45%,场内买入,场内卖出
2006-05-17,1.107,1.311,0.18%,场内买入,场内卖出
2006-05-18,1.094,1.295,-1.17%,场内买入,场内卖出
2006-05-19,1.103,1.334,3.02%,场内买入,场内卖出
2006-05-22,1.104,1.335,0.09%,场内买入,场内卖出
2006-05-23,1.071,1.296,-2.99%,场内买入,场内卖出
2006-05-24,1.068,1.293,-0.28%,场内买入,场内卖出
2006-05-25,1.069,1.294,0.09%,场内买入,场内卖出
2006-05-26,1.084,1.312,1.40%,场内买入,场内卖出
2006-05-29,1.11,1.342,2.40%,场内买入,场内卖出
2006-05-30,1.113,1.346,0.27%,场内买入,场内卖出
2006-05-31,1.102,1.333,-0.99%,场内买入,场内卖出
2006-06-01,1.13,1.366,2.54%,场内买入,场内卖出
2006-06-02,1.12,1.354,-0.89%,场内买入,场内卖出
2006-06-05,1.125,1.36,0.45%,场内买入,场内卖出
2006-06-06,1.123,1.358,-0.18%,场内买入,场内卖出
2006-06-07,1.072,1.297,-4.54%,场内买入,场内卖出
2006-06-08,1.082,1.309,0.93%,场内买入,场内卖出
2006-06-09,1.059,1.282,-2.13%,场内买入,场内卖出
2006-06-12,1.063,1.287,0.38%,场内买入,场内卖出
2006-06-13,1.061,1.284,-0.19%,场内买入,场内卖出
2006-06-14,1.05,1.271,-1.04%,场内买入,场内卖出
2006-06-15,1.05,1.271,0.00%,场内买入,场内卖出
2006-06-16,1.076,1.302,2.48%,场内买入,场内卖出
2006-06-19,1.086,1.314,0.93%,场内买入,场内卖出
2006-06-20,1.09,1.319,0.37%,场内买入,场内卖出
2006-06-21,1.086,1.314,-0.37%,场内买入,场内卖出
2006-06-22,1.087,1.315,0.09%,场内买入,场内卖出
2006-06-23,1.092,1.321,0.46%,场内买入,场内卖出
2006-06-26,1.115,1.348,2.11%,场内买入,场内卖出
2006-06-27,1.113,1.346,-0.18%,场内买入,场内卖出
2006-06-28,1.112,1.345,-0.09%,场内买入,场内卖出
2006-06-29,1.136,1.373,2.16%,场内买入,场内卖出
2006-06-30,1.134,1.371,-0.18%,场内买入,场内卖出
2006-07-03,1.157,1.398,2.03%,场内买入,场内卖出
2006-07-04,1.147,1.386,-0.86%,场内买入,场内卖出
2006-07-05,1.125,1.36,-1.92%,场内买入,场内卖出
2006-07-06,1.141,1.379,1.42%,场内买入,场内卖出
2006-07-07,1.13,1.366,-0.96%,场内买入,场内卖出
2006-07-10,1.13,1.366,0.00%,场内买入,场内卖出
2006-07-11,1.133,1.37,0.27%,场内买入,场内卖出
2006-07-12,1.132,1.369,-0.09%,场内买入,场内卖出
2006-07-13,1.084,1.312,-4.24%,场内买入,场内卖出
2006-07-14,1.092,1.321,0.74%,场内买入,场内卖出
2006-07-17,1.1,1.331,0.73%,场内买入,场内卖出
2006-07-18,1.097,1.327,-0.27%,场内买入,场内卖出
2006-07-19,1.073,1.299,-2.19%,场内买入,场内卖出
2006-07-20,1.079,1.306,0.56%,场内买入,场内卖出
2006-07-21,1.089,1.318,0.93%,场内买入,场内卖出
2006-07-24,1.091,1.32,0.18%,场内买入,场内卖出
2006-07-25,1.101,1.332,0.92%,场内买入,场内卖出
2006-07-26,1.102,1.333,0.09%,场内买入,场内卖出
2006-07-27,1.093,1.322,-0.82%,场内买入,场内卖出
2006-07-28,1.083,1.311,-0.91%,场内买入,场内卖出
2006-07-31,1.053,1.275,-2.77%,场内买入,场内卖出
2006-08-01,1.043,1.263,-0.95%,场内买入,场内卖出
2006-08-02,1.039,1.258,-0.38%,场内买入,场内卖出
2006-08-03,1.04,1.26,0.10%,场内买入,场内卖出
2006-08-04,1.023,1.239,-1.63%,场内买入,场内卖出
2006-08-07,1.01,1.224,-1.27%,场内买入,场内卖出
2006-08-08,1.027,1.244,1.68%,场内买入,场内卖出
2006-08-09,1.026,1.243,-0.10%,场内买入,场内卖出
2006-08-10,1.044,1.264,1.75%,场内买入,场内卖出
2006-08-11,1.044,1.264,0.00%,场内买入,场内卖出
2006-08-14,1.025,1.242,-1.82%,场内买入,场内卖出
2006-08-15,1.04,1.26,1.46%,场内买入,场内卖出
2006-08-16,1.051,1.273,1.06%,场内买入,场内卖出
2006-08-17,1.043,1.263,-0.76%,场内买入,场内卖出
2006-08-18,1.042,1.262,-0.10%,场内买入,场内卖出
2006-08-21,1.043,1.263,0.10%,场内买入,场内卖出
2006-08-22,1.053,1.275,0.96%,场内买入,场内卖出
2006-08-23,1.054,1.276,0.10%,场内买入,场内卖出
2006-08-24,1.061,1.284,0.66%,场内买入,场内卖出
2006-08-25,1.061,1.284,0.00%,场内买入,场内卖出
2006-08-28,1.079,1.306,1.70%,场内买入,场内卖出
2006-08-29,1.08,1.307,0.09%,场内买入,场内卖出
2006-08-30,1.079,1.306,-0.09%,场内买入,场内卖出
2006-08-31,1.079,1.306,0.00%,场内买入,场内卖出
2006-09-01,1.065,1.289,-1.30%,场内买入,场内卖出
2006-09-04,1.078,1.305,1.22%,场内买入,场内卖出
2006-09-05,1.084,1.312,0.56%,场内买入,场内卖出
2006-09-06,1.089,1.318,0.46%,场内买入,场内卖出
2006-09-07,1.078,1.305,-1.01%,场内买入,场内卖出
2006-09-08,1.084,1.312,0.56%,场内买入,场内卖出
2006-09-11,1.092,1.321,0.74%,场内买入,场内卖出
2006-09-12,1.1,1.331,0.73%,场内买入,场内卖出
2006-09-13,1.104,1.335,0.36%,场内买入,场内卖出
2006-09-14,1.106,1.338,0.18%,场内买入,场内卖出
2006-09-15,1.129,1.365,2.08%,场内买入,场内卖出
2006-09-18,1.13,1.366,0.09%,场内买入,场内卖出
2006-09-19,1.136,1.373,0.53%,场内买入,场内卖出
2006-09-20,1.133,1.37,-0.26%,场内买入,场内卖出
2006-09-21,1.143,1.382,0.88%,场内买入,场内卖出
2006-09-22,1.13,1.366,-1.14%,场内买入,场内卖出
2006-09-25,1.128,1.364,-0.18%,场内买入,场内卖出
2006-09-26,1.114,1.347,-1.24%,场内买入,场内卖出
2006-09-27,1.125,1.36,0.99%,场内买入,场内卖出
2006-09-28,1.137,1.374,1.07%,场内买入,场内卖出
2006-09-29,1.15,1.39,1.14%,场内买入,场内卖出
2006-09-30,1.15,1.39,0.00%,场内买入,场内卖出
2006-10-09,1.186,1.432,3.13%,场内买入,场内卖出
2006-10-10,1.187,1.434,0.08%,场内买入,场内卖出
2006-10-11,1.187,1.434,0.00%,场内买入,场内卖出
2006-10-12,1.183,1.429,-0.34%,场内买入,场内卖出
2006-10-13,1.185,1.431,0.17%,场内买入,场内卖出
2006-10-16,1.171,1.415,-1.18%,场内买入,场内卖出
2006-10-17,1.161,1.403,-0.85%,场内买入,场内卖出
2006-10-18,1.182,1.428,1.81%,场内买入,场内卖出
2006-10-19,1.183,1.429,0.08%,场内买入,场内卖出
2006-10-20,1.187,1.434,0.34%,场内买入,场内卖出
2006-10-23,1.169,1.412,-1.52%,场内买入,场内卖出
2006-10-24,1.195,1.443,2.22%,场内买入,场内卖出
2006-10-25,1.202,1.451,0.59%,场内买入,场内卖出
2006-10-26,1.213,1.464,0.92%,场内买入,场内卖出
2006-10-27,1.201,1.45,-0.99%,场内买入,场内卖出
2006-10-30,1.213,1.464,1.00%,场内买入,场内卖出
2006-10-31,1.232,1.487,1.57%,场内买入,场内卖出
2006-11-01,1.249,1.507,1.38%,场内买入,场内卖出
2006-11-02,1.246,1.503,-0.24%,场内买入,场内卖出
2006-11-03,1.258,1.518,0.96%,场内买入,场内卖出
2006-11-06,1.286,1.551,2.23%,场内买入,场内卖出
2006-11-07,1.298,1.565,0.93%,场内买入,场内卖出
2006-11-08,1.282,1.546,-1.23%,场内买入,场内卖出
2006-11-09,1.311,1.58,2.26%,场内买入,场内卖出
2006-11-10,1.303,1.571,-0.61%,场内买入,场内卖出
2006-11-13,1.284,1.548,-1.46%,场内买入,场内卖出
2006-11-14,1.298,1.565,1.09%,场内买入,场内卖出
2006-11-15,1.329,1.602,2.39%,场内买入,场内卖出
2006-11-16,1.298,1.609,0.45%,场内买入,场内卖出
2006-11-17,1.32,1.635,1.69%,场内买入,场内卖出
2006-11-20,1.358,1.68,2.88%,场内买入,场内卖出
2006-11-21,1.373,1.698,1.10%,场内买入,场内卖出
2006-11-22,1.378,1.704,0.36%,场内买入,场内卖出
2006-11-23,1.39,1.718,0.87%,场内买入,场内卖出
2006-11-24,1.381,1.707,-0.65%,场内买入,场内卖出
2006-11-27,1.378,1.704,-0.22%,场内买入,场内卖出
2006-11-28,1.366,1.689,-0.87%,场内买入,场内卖出
