日期,单位净值,历史净值,日增长率,申购状态,赎回状态
2018-05-03,0.9727,0.9727,-0.35%,场内买入,场内卖出
2018-05-04,0.9654,0.9654,-0.75%,场内买入,场内卖出
2018-05-07,0.9712,0.9712,0.60%,场内买入,场内卖出
2018-05-08,0.9837,0.9837,1.29%,场内买入,场内卖出
2018-05-09,0.9839,0.9839,0.02%,场内买入,场内卖出
2018-05-10,0.9853,0.9853,0.14%,场内买入,场内卖出
2018-05-11,0.9897,0.9897,0.45%,场内买入,场内卖出
2018-05-14,0.9977,0.9977,0.81%,场内买入,场内卖出
2018-05-15,0.9945,0.9945,-0.32%,场内买入,场内卖出
2018-05-16,0.9808,0.9808,-1.38%,场内买入,场内卖出
2018-05-17,0.9787,0.9787,-0.21%,场内买入,场内卖出
2018-05-18,0.9913,0.9913,1.29%,场内买入,场内卖出
2018-05-21,0.9918,0.9918,0.05%,场内买入,场内卖出
2018-05-22,0.9836,0.9836,-0.83%,场内买入,场内卖出
2018-05-23,0.9719,0.9719,-1.19%,场内买入,场内卖出
2018-05-24,0.9659,0.9659,-0.62%,场内买入,场内卖出
2018-05-25,0.9667,0.9667,0.08%,场内买入,场内卖出
2018-05-28,0.9633,0.9633,-0.35%,场内买入,场内卖出
2018-05-29,0.9614,0.9614,-0.20%,场内买入,场内卖出
2018-05-30,0.9418,0.9418,-2.04%,场内买入,场内卖出
2018-05-31,0.951,0.951,0.98%,场内买入,场内卖出
2018-06-01,0.9507,0.9507,-0.03%,场内买入,场内卖出
2018-06-04,0.9597,0.9597,0.95%,场内买入,场内卖出
2018-06-05,0.9574,0.9574,-0.24%,场内买入,场内卖出
2018-06-06,0.9498,0.9498,-0.79%,场内买入,场内卖出
2018-06-07,0.9535,0.9535,0.39%,场内买入,场内卖出
2018-06-08,0.9366,0.9366,-1.77%,场内买入,场内卖出
2018-06-11,0.9386,0.9386,0.21%,场内买入,场内卖出
2018-06-12,0.9385,0.9385,-0.01%,场内买入,场内卖出
2018-06-13,0.9336,0.9336,-0.52%,场内买入,场内卖出
2018-06-14,0.935,0.935,0.15%,场内买入,场内卖出
2018-06-15,0.9429,0.9429,0.84%,场内买入,场内卖出
2018-06-19,0.9329,0.9329,-1.06%,场内买入,场内卖出
2018-06-20,0.9265,0.9265,-0.69%,场内买入,场内卖出
2018-06-21,0.9253,0.9253,-0.13%,场内买入,场内卖出
2018-06-22,0.9249,0.9249,-0.04%,场内买入,场内卖出
2018-06-25,0.9069,0.9069,-1.95%,场内买入,场内卖出
2018-06-26,0.8919,0.8919,-1.65%,场内买入,场内卖出
2018-06-27,0.8792,0.8792,-1.42%,场内买入,场内卖出
2018-06-28,0.8732,0.8732,-0.68%,场内买入,场内卖出
2018-06-29,0.8857,0.8857,1.43%,场内买入,场内卖出
2018-06-30,0.8856,0.8856,%,场内买入,场内卖出
2018-07-02,0.8567,0.8567,-3.27%,场内买入,场内卖出
2018-07-03,0.861,0.861,0.50%,场内买入,场内卖出
2018-07-04,0.8586,0.8586,-0.28%,场内买入,场内卖出
2018-07-05,0.8639,0.8639,0.62%,场内买入,场内卖出
2018-07-06,0.8697,0.8697,0.67%,场内买入,场内卖出
2018-07-09,0.8983,0.8983,3.29%,场内买入,场内卖出
2018-07-10,0.8959,0.8959,-0.27%,场内买入,场内卖出
2018-07-11,0.8851,0.8851,-1.21%,场内买入,场内卖出
2018-07-12,0.9012,0.9012,1.82%,场内买入,场内卖出
2018-07-13,0.8991,0.8991,-0.23%,场内买入,场内卖出
2018-07-16,0.8847,0.8847,-1.60%,场内买入,场内卖出
2018-07-17,0.8811,0.8811,-0.41%,场内买入,场内卖出
2018-07-18,0.8794,0.8794,-0.19%,场内买入,场内卖出
2018-07-19,0.8788,0.8788,-0.07%,场内买入,场内卖出
2018-07-20,0.9167,0.9167,4.31%,场内买入,场内卖出
2018-07-23,0.9327,0.9327,1.75%,场内买入,场内卖出
2018-07-24,0.9368,0.9368,0.44%,场内买入,场内卖出
2018-07-25,0.9384,0.9384,0.17%,场内买入,场内卖出
2018-07-26,0.9329,0.9329,-0.59%,场内买入,场内卖出
2018-07-27,0.9319,0.9319,-0.11%,场内买入,场内卖出
2018-07-30,0.9423,0.9423,1.12%,场内买入,场内卖出
2018-07-31,0.9445,0.9445,0.23%,场内买入,场内卖出
2018-08-01,0.9269,0.9269,-1.86%,场内买入,场内卖出
2018-08-02,0.9088,0.9088,-1.95%,场内买入,场内卖出
2018-08-03,0.9099,0.9099,0.12%,场内买入,场内卖出
2018-08-06,0.9149,0.9149,0.55%,场内买入,场内卖出
2018-08-07,0.9336,0.9336,2.04%,场内买入,场内卖出
2018-08-08,0.9236,0.9236,-1.07%,场内买入,场内卖出
2018-08-09,0.937,0.937,1.45%,场内买入,场内卖出
2018-08-10,0.9311,0.9311,-0.63%,场内买入,场内卖出
2018-08-13,0.9172,0.9172,-1.49%,场内买入,场内卖出
2018-08-14,0.9147,0.9147,-0.27%,场内买入,场内卖出
2018-08-15,0.898,0.898,-1.83%,场内买入,场内卖出
2018-08-16,0.9003,0.9003,0.26%,场内买入,场内卖出
2018-08-17,0.8941,0.8941,-0.69%,场内买入,场内卖出
2018-08-20,0.9077,0.9077,1.52%,场内买入,场内卖出
2018-08-21,0.9139,0.9139,0.68%,场内买入,场内卖出
2018-08-22,0.9107,0.9107,-0.35%,场内买入,场内卖出
2018-08-23,0.9135,0.9135,0.31%,场内买入,场内卖出
2018-08-24,0.9322,0.9322,2.05%,场内买入,场内卖出
2018-08-27,0.9441,0.9441,1.28%,场内买入,场内卖出
2018-08-28,0.9413,0.9413,-0.30%,场内买入,场内卖出
2018-08-29,0.9396,0.9396,-0.18%,场内买入,场内卖出
2018-08-30,0.9281,0.9281,-1.22%,场内买入,场内卖出
2018-08-31,0.9362,0.9362,0.87%,场内买入,场内卖出
2018-09-03,0.9348,0.9348,-0.15%,场内买入,场内卖出
2018-09-04,0.9455,0.9455,1.14%,场内买入,场内卖出
2018-09-05,0.9252,0.9252,-2.15%,场内买入,场内卖出
2018-09-06,0.9217,0.9217,-0.38%,场内买入,场内卖出
2018-09-07,0.9257,0.9257,0.43%,场内买入,场内卖出
2018-09-10,0.9216,0.9216,-0.44%,场内买入,场内卖出
2018-09-11,0.9146,0.9146,-0.76%,场内买入,场内卖出
2018-09-12,0.9156,0.9156,0.11%,场内买入,场内卖出
2018-09-13,0.9274,0.9274,1.29%,场内买入,场内卖出
2018-09-14,0.9258,0.9258,-0.17%,场内买入,场内卖出
2018-09-17,0.9172,0.9172,-0.93%,场内买入,场内卖出
2018-09-18,0.932,0.932,1.61%,场内买入,场内卖出
2018-09-19,0.9367,0.9367,0.50%,场内买入,场内卖出
2018-09-20,0.9406,0.9406,0.42%,场内买入,场内卖出
2018-09-21,0.978,0.978,3.98%,场内买入,场内卖出
2018-09-25,0.9651,0.9651,-1.32%,场内买入,场内卖出
2018-09-26,0.9757,0.9757,1.10%,场内买入,场内卖出
2018-09-27,0.9757,0.9757,0.00%,场内买入,场内卖出
2018-09-28,0.9881,0.9881,1.27%,场内买入,场内卖出
2018-10-08,0.9529,0.9529,-3.56%,场内买入,场内卖出
2018-10-09,0.9514,0.9514,-0.16%,场内买入,场内卖出
2018-10-10,0.9565,0.9565,0.54%,场内买入,场内卖出
2018-10-11,0.9207,0.9207,-3.74%,场内买入,场内卖出
2018-10-12,0.9392,0.9392,2.01%,场内买入,场内卖出
2018-10-15,0.9279,0.9279,-1.20%,场内买入,场内卖出
2018-10-16,0.9339,0.9339,0.65%,场内买入,场内卖出
2018-10-17,0.9407,0.9407,0.73%,场内买入,场内卖出
2018-10-18,0.9226,0.9226,-1.92%,场内买入,场内卖出
2018-10-19,0.9513,0.9513,3.11%,场内买入,场内卖出
2018-10-22,0.977,0.977,2.70%,场内买入,场内卖出
2018-10-23,0.9548,0.9548,-2.27%,场内买入,场内卖出
2018-10-24,0.9737,0.9737,1.98%,场内买入,场内卖出
2018-10-25,0.9836,0.9836,1.02%,场内买入,场内卖出
2018-10-26,0.9815,0.9815,-0.21%,场内买入,场内卖出
2018-10-29,0.9628,0.9628,-1.91%,场内买入,场内卖出
2018-10-30,0.9778,0.9778,1.56%,场内买入,场内卖出
2018-10-31,0.9796,0.9796,0.18%,场内买入,场内卖出
2018-11-01,0.9716,0.9716,-0.82%,场内买入,场内卖出
2018-11-02,0.9931,0.9931,2.21%,场内买入,场内卖出
2018-11-05,0.9827,0.9827,-1.05%,场内买入,场内卖出
2018-11-06,0.9759,0.9759,-0.69%,场内买入,场内卖出
2018-11-07,0.9717,0.9717,-0.43%,场内买入,场内卖出
2018-11-08,0.9781,0.9781,0.66%,场内买入,场内卖出
2018-11-09,0.9484,0.9484,-3.04%,场内买入,场内卖出
2018-11-12,0.9515,0.9515,0.33%,场内买入,场内卖出
2018-11-13,0.9548,0.9548,0.35%,场内买入,场内卖出
2018-11-14,0.9437,0.9437,-1.16%,场内买入,场内卖出
2018-11-15,0.9517,0.9517,0.85%,场内买入,场内卖出
2018-11-16,0.9521,0.9521,0.04%,场内买入,场内卖出
2018-11-19,0.9652,0.9652,1.38%,场内买入,场内卖出
2018-11-20,0.951,0.951,-1.47%,场内买入,场内卖出
2018-11-21,0.952,0.952,0.11%,场内买入,场内卖出
2018-11-22,0.9485,0.9485,-0.37%,场内买入,场内卖出
2018-11-23,0.9365,0.9365,-1.27%,场内买入,场内卖出
2018-11-26,0.9406,0.9406,0.44%,场内买入,场内卖出
2018-11-27,0.9357,0.9357,-0.52%,场内买入,场内卖出
2018-11-28,0.9424,0.9424,0.72%,场内买入,场内卖出
2018-11-29,0.9372,0.9372,-0.55%,场内买入,场内卖出
2018-11-30,0.9452,0.9452,0.85%,场内买入,场内卖出
2018-12-03,0.9622,0.9622,1.80%,场内买入,场内卖出
2018-12-04,0.9653,0.9653,0.32%,场内买入,场内卖出
2018-12-05,0.9586,0.9586,-0.69%,场内买入,场内卖出
2018-12-06,0.9474,0.9474,-1.17%,场内买入,场内卖出
2018-12-07,0.9461,0.9461,-0.14%,场内买入,场内卖出
2018-12-10,0.9374,0.9374,-0.92%,场内买入,场内卖出
2018-12-11,0.9375,0.9375,0.01%,场内买入,场内卖出
2018-12-12,0.9388,0.9388,0.14%,场内买入,场内卖出
2018-12-13,0.9453,0.9453,0.69%,场内买入,场内卖出
2018-12-14,0.9346,0.9346,-1.13%,场内买入,场内卖出
2018-12-17,0.9377,0.9377,0.33%,场内买入,场内卖出
2018-12-18,0.9282,0.9282,-1.01%,场内买入,场内卖出
2018-12-19,0.9182,0.9182,-1.08%,场内买入,场内卖出
2018-12-20,0.9016,0.9016,-1.81%,场内买入,场内卖出
2018-12-21,0.8921,0.8921,-1.05%,场内买入,场内卖出
2018-12-24,0.8902,0.8902,-0.21%,场内买入,场内卖出
2018-12-25,0.887,0.887,-0.36%,场内买入,场内卖出
2018-12-26,0.8842,0.8842,-0.32%,场内买入,场内卖出
2018-12-27,0.8856,0.8856,0.16%,场内买入,场内卖出
2018-12-28,0.8938,0.8938,0.93%,场内买入,场内卖出
2018-12-31,0.8938,0.8938,%,场内买入,场内卖出
2019-01-02,0.8788,0.8788,-1.68%,场内买入,场内卖出
2019-01-03,0.8868,0.8868,0.91%,场内买入,场内卖出
2019-01-04,0.9048,0.9048,2.03%,场内买入,场内卖出
2019-01-07,0.9027,0.9027,-0.23%,场内买入,场内卖出
2019-01-08,0.8988,0.8988,-0.43%,场内买入,场内卖出
2019-01-09,0.9063,0.9063,0.83%,场内买入,场内卖出
2019-01-10,0.9039,0.9039,-0.26%,场内买入,场内卖出
2019-01-11,0.9117,0.9117,0.86%,场内买入,场内卖出
2019-01-14,0.9057,0.9057,-0.66%,场内买入,场内卖出
2019-01-15,0.9152,0.9152,1.05%,场内买入,场内卖出
2019-01-16,0.917,0.917,0.20%,场内买入,场内卖出
2019-01-17,0.9123,0.9123,-0.51%,场内买入,场内卖出
2019-01-18,0.9287,0.9287,1.80%,场内买入,场内卖出
2019-01-21,0.9307,0.9307,0.22%,场内买入,场内卖出
2019-01-22,0.9234,0.9234,-0.78%,场内买入,场内卖出
2019-01-23,0.926,0.926,0.28%,场内买入,场内卖出
2019-01-24,0.9336,0.9336,0.82%,场内买入,场内卖出
2019-01-25,0.9485,0.9485,1.60%,场内买入,场内卖出
2019-01-28,0.9476,0.9476,-0.09%,场内买入,场内卖出
2019-01-29,0.9543,0.9543,0.71%,场内买入,场内卖出
2019-01-30,0.9509,0.9509,-0.36%,场内买入,场内卖出
2019-01-31,0.9678,0.9678,1.78%,场内买入,场内卖出
2019-02-01,0.9688,0.9688,0.10%,场内买入,场内卖出
2019-02-11,0.968,0.968,-0.08%,场内买入,场内卖出
2019-02-12,0.9687,0.9687,0.07%,场内买入,场内卖出
2019-02-13,0.9822,0.9822,1.39%,场内买入,场内卖出
2019-02-14,0.977,0.977,-0.53%,场内买入,场内卖出
2019-02-15,0.9583,0.9583,-1.91%,场内买入,场内卖出
2019-02-18,0.9764,0.9764,1.89%,场内买入,场内卖出
2019-02-19,0.975,0.975,-0.14%,场内买入,场内卖出
2019-02-20,0.9765,0.9765,0.15%,场内买入,场内卖出
2019-02-21,0.972,0.972,-0.46%,场内买入,场内卖出
2019-02-22,0.985,0.985,1.34%,场内买入,场内卖出
2019-02-25,1.0504,1.0504,6.64%,场内买入,场内卖出
2019-02-26,1.0262,1.0262,-2.30%,场内买入,场内卖出
2019-02-27,1.0425,1.0425,1.59%,场内买入,场内卖出
2019-02-28,1.0381,1.0381,-0.42%,场内买入,场内卖出
2019-03-01,1.0714,1.0714,3.21%,场内买入,场内卖出
2019-03-04,1.0772,1.0772,0.54%,场内买入,场内卖出
2019-03-05,1.0729,1.0729,-0.40%,场内买入,场内卖出
2019-03-06,1.077,1.077,0.38%,场内买入,场内卖出
2019-03-07,1.0601,1.0601,-1.57%,场内买入,场内卖出
2019-03-08,1.0204,1.0204,-3.74%,场内买入,场内卖出
2019-03-11,1.0238,1.0238,0.33%,场内买入,场内卖出
2019-03-12,1.0274,1.0274,0.35%,场内买入,场内卖出
2019-03-13,1.0281,1.0281,0.07%,场内买入,场内卖出
2019-03-14,1.0275,1.0275,-0.06%,场内买入,场内卖出
2019-03-15,1.0315,1.0315,0.39%,场内买入,场内卖出
2019-03-18,1.0493,1.0493,1.73%,场内买入,场内卖出
2019-03-19,1.0442,1.0442,-0.49%,场内买入,场内卖出
2019-03-20,1.0456,1.0456,0.13%,场内买入,场内卖出
2019-03-21,1.0381,1.0381,-0.72%,场内买入,场内卖出
2019-03-22,1.0358,1.0358,-0.22%,场内买入,场内卖出
2019-03-25,1.0082,1.0082,-2.66%,场内买入,场内卖出
2019-03-26,1.0064,1.0064,-0.18%,场内买入,场内卖出
2019-03-27,1.0155,1.0155,0.90%,场内买入,场内卖出
2019-03-28,1.0098,1.0098,-0.56%,场内买入,场内卖出
2019-03-29,1.0398,1.0398,2.97%,场内买入,场内卖出
