FSRQ,DWJZ,LJJZ,JZZZL,SGZT,SHZT,FHSP
2017-06-19,2.8181,2.1376,0.57,场内买入,场内卖出,
2017-06-16,2.8021,2.1271,-0.51,场内买入,场内卖出,
2017-06-15,2.8166,2.1366,-0.56,场内买入,场内卖出,
2017-06-14,2.8325,2.1470,-1.14,场内买入,场内卖出,
2017-06-13,2.8653,2.1685,0.28,场内买入,场内卖出,
2017-06-12,2.8574,2.1633,0.13,场内买入,场内卖出,
2017-06-09,2.8536,2.1608,0.31,场内买入,场内卖出,
2017-06-08,2.8448,2.1551,0.96,场内买入,场内卖出,
2017-06-07,2.8177,2.1373,0.86,场内买入,场内卖出,
2017-06-06,2.7937,2.1216,0.33,场内买入,场内卖出,
2017-06-05,2.7844,2.1155,-0.84,场内买入,场内卖出,
2017-06-02,2.8079,2.1309,-0.07,场内买入,场内卖出,
2017-06-01,2.8099,2.1322,0.43,场内买入,场内卖出,
2017-05-31,2.7980,2.1244,0.35,场内买入,场内卖出,
2017-05-26,2.7882,2.1180,0.34,场内买入,场内卖出,
2017-05-25,2.7788,2.1118,1.47,场内买入,场内卖出,
2017-05-24,2.7386,2.0855,0.01,场内买入,场内卖出,
2017-05-23,2.7384,2.0854,0.70,场内买入,场内卖出,
2017-05-22,2.7194,2.0729,0.17,场内买入,场内卖出,
2017-05-19,2.7147,2.0698,0.04,场内买入,场内卖出,
2017-05-18,2.7136,2.0691,-0.43,场内买入,场内卖出,
2017-05-17,2.7252,2.0767,-0.48,场内买入,场内卖出,
2017-05-16,2.7383,2.0853,0.51,场内买入,场内卖出,
2017-05-15,2.7244,2.0762,0.63,场内买入,场内卖出,
2017-05-12,2.7074,2.0650,0.97,场内买入,场内卖出,
2017-05-11,2.6815,2.0481,0.69,场内买入,场内卖出,
2017-05-10,2.6630,2.0359,-0.65,场内买入,场内卖出,
2017-05-09,2.6804,2.0474,-0.10,场内买入,场内卖出,
2017-05-08,2.6831,2.0491,0.05,场内买入,场内卖出,
2017-05-05,2.6817,2.0482,-0.20,场内买入,场内卖出,
2017-05-04,2.6870,2.0517,-0.19,场内买入,场内卖出,
2017-05-03,2.6921,2.0550,-0.44,场内买入,场内卖出,
2017-05-02,2.7041,2.0629,-0.68,场内买入,场内卖出,
2017-04-28,2.7226,2.0750,-0.45,场内买入,场内卖出,
2017-04-27,2.7350,2.0831,0.00,场内买入,场内卖出,
2017-04-26,2.7350,2.0831,0.16,场内买入,场内卖出,
2017-04-25,2.7307,2.0803,0.09,场内买入,场内卖出,
2017-04-24,2.7282,2.0787,-0.72,场内买入,场内卖出,
2017-04-21,2.7481,2.0917,0.59,场内买入,场内卖出,
2017-04-20,2.7321,2.0812,0.33,场内买入,场内卖出,
2017-04-19,2.7230,2.0753,-0.57,场内买入,场内卖出,
2017-04-18,2.7385,2.0854,-0.66,场内买入,场内卖出,
2017-04-17,2.7567,2.0973,-0.35,场内买入,场内卖出,
2017-04-14,2.7664,2.1037,-0.75,场内买入,场内卖出,
2017-04-13,2.7873,2.1174,0.08,场内买入,场内卖出,
2017-04-12,2.7852,2.1160,-0.29,场内买入,场内卖出,
2017-04-11,2.7933,2.1213,0.07,场内买入,场内卖出,
2017-04-10,2.7913,2.1200,0.03,场内买入,场内卖出,
2017-04-07,2.7906,2.1196,0.10,场内买入,场内卖出,
2017-04-06,2.7878,2.1177,0.09,场内买入,场内卖出,
2017-04-05,2.7853,2.1161,1.11,场内买入,场内卖出,
2017-03-31,2.7548,2.0961,0.90,场内买入,场内卖出,
2017-03-30,2.7303,2.0800,-0.22,场内买入,场内卖出,
2017-03-29,2.7364,2.0840,-0.07,场内买入,场内卖出,
2017-03-28,2.7384,2.0854,-0.36,场内买入,场内卖出,
2017-03-27,2.7482,2.0918,0.01,场内买入,场内卖出,
2017-03-24,2.7478,2.0915,0.97,场内买入,场内卖出,
2017-03-23,2.7214,2.0742,0.14,场内买入,场内卖出,
2017-03-22,2.7177,2.0718,-0.76,场内买入,场内卖出,
2017-03-21,2.7384,2.0854,0.61,场内买入,场内卖出,
2017-03-20,2.7219,2.0745,0.55,场内买入,场内卖出,
2017-03-17,2.7070,2.0648,-1.15,场内买入,场内卖出,
2017-03-16,2.7384,2.0854,0.28,场内买入,场内卖出,
2017-03-15,2.7308,2.0804,0.29,场内买入,场内卖出,
2017-03-14,2.7229,2.0752,0.07,场内买入,场内卖出,
2017-03-13,2.7210,2.0740,1.04,场内买入,场内卖出,
2017-03-10,2.6931,2.0557,-0.06,场内买入,场内卖出,
2017-03-09,2.6946,2.0567,-0.75,场内买入,场内卖出,
2017-03-08,2.7150,2.0700,-0.15,场内买入,场内卖出,
2017-03-07,2.7190,2.0730,0.04,场内买入,场内卖出,
2017-03-06,2.7180,2.0720,0.11,场内买入,场内卖出,
2017-03-03,2.7150,2.0700,-0.04,场内买入,场内卖出,
2017-03-02,2.7160,2.0710,-0.48,场内买入,场内卖出,
2017-03-01,2.7290,2.0790,0.00,场内买入,场内卖出,
2017-02-28,2.7290,2.0790,0.37,场内买入,场内卖出,
2017-02-27,2.7190,2.0730,-0.73,场内买入,场内卖出,
2017-02-24,2.7390,2.0860,-0.18,场内买入,场内卖出,
2017-02-23,2.7440,2.0890,-0.33,场内买入,场内卖出,
2017-02-22,2.7530,2.0950,0.47,场内买入,场内卖出,
2017-02-21,2.7400,2.0860,0.11,场内买入,场内卖出,
2017-02-20,2.7370,2.0840,1.48,场内买入,场内卖出,
2017-02-17,2.6970,2.0580,-0.77,场内买入,场内卖出,
2017-02-16,2.7180,2.0720,0.37,场内买入,场内卖出,
2017-02-15,2.7080,2.0650,0.37,场内买入,场内卖出,
2017-02-14,2.6980,2.0590,-0.22,场内买入,场内卖出,
2017-02-13,2.7040,2.0630,0.30,场内买入,场内卖出,
2017-02-10,2.6960,2.0580,0.63,场内买入,场内卖出,
2017-02-09,2.6790,2.0460,0.37,场内买入,场内卖出,
2017-02-08,2.6690,2.0400,0.26,场内买入,场内卖出,
2017-02-07,2.6620,2.0350,0.04,场内买入,场内卖出,
2017-02-06,2.6610,2.0350,0.30,场内买入,场内卖出,
2017-02-03,2.6530,2.0290,-0.82,场内买入,场内卖出,
2017-01-26,2.6750,2.0440,0.07,场内买入,场内卖出,
2017-01-25,2.6730,2.0430,0.26,场内买入,场内卖出,
2017-01-24,2.6660,2.0380,0.53,场内买入,场内卖出,
2017-01-23,2.6520,2.0290,-0.04,场内买入,场内卖出,每份派现金0.0910元
2017-01-20,2.7440,2.0290,0.62,场内买入,场内卖出,
2017-01-19,2.7270,2.0180,-0.22,场内买入,场内卖出,
2017-01-18,2.7330,2.0220,0.48,场内买入,场内卖出,
2017-01-17,2.7200,2.0140,-0.15,场内买入,场内卖出,
2017-01-16,2.7240,2.0160,1.04,场内买入,场内卖出,
2017-01-13,2.6960,1.9980,0.56,场内买入,场内卖出,
2017-01-12,2.6810,1.9880,-0.37,场内买入,场内卖出,
2017-01-11,2.6910,1.9950,-0.70,场内买入,场内卖出,
2017-01-10,2.7100,2.0070,-0.37,场内买入,场内卖出,
2017-01-09,2.7200,2.0140,0.48,场内买入,场内卖出,
2017-01-06,2.7070,2.0050,-0.22,场内买入,场内卖出,
2017-01-05,2.7130,2.0090,0.15,场内买入,场内卖出,
2017-01-04,2.7090,2.0060,0.74,场内买入,场内卖出,
2017-01-03,2.6890,1.9930,0.86,场内买入,场内卖出,
2016-12-31,2.6660,1.9780,0.00,场内买入,场内卖出,
2016-12-30,2.6660,1.9780,0.45,场内买入,场内卖出,
2016-12-29,2.6540,1.9700,-0.11,场内买入,场内卖出,
2016-12-28,2.6570,1.9720,-0.26,场内买入,场内卖出,
2016-12-27,2.6640,1.9770,-0.26,场内买入,场内卖出,
2016-12-26,2.6710,1.9820,0.23,场内买入,场内卖出,
2016-12-23,2.6650,1.9780,-0.86,场内买入,场内卖出,
2016-12-22,2.6880,1.9930,0.15,场内买入,场内卖出,
2016-12-21,2.6840,1.9900,1.02,场内买入,场内卖出,
2016-12-20,2.6570,1.9720,-0.60,场内买入,场内卖出,
2016-12-19,2.6730,1.9830,-0.22,场内买入,场内卖出,
2016-12-16,2.6790,1.9870,0.04,场内买入,场内卖出,
2016-12-15,2.6780,1.9860,-1.80,场内买入,场内卖出,
2016-12-14,2.7270,2.0180,-0.55,场内买入,场内卖出,
2016-12-13,2.7420,2.0280,-0.69,场内买入,场内卖出,
2016-12-12,2.7610,2.0410,-1.39,场内买入,场内卖出,
2016-12-09,2.8000,2.0660,0.83,场内买入,场内卖出,
2016-12-08,2.7770,2.0510,0.04,场内买入,场内卖出,
2016-12-07,2.7760,2.0500,0.51,场内买入,场内卖出,
2016-12-06,2.7620,2.0410,-0.36,场内买入,场内卖出,
2016-12-05,2.7720,2.0480,-1.11,场内买入,场内卖出,
2016-12-02,2.8030,2.0680,-0.78,场内买入,场内卖出,
2016-12-01,2.8250,2.0820,0.97,场内买入,场内卖出,
2016-11-30,2.7980,2.0650,-1.37,场内买入,场内卖出,
2016-11-29,2.8370,2.0900,0.64,场内买入,场内卖出,
2016-11-28,2.8190,2.0790,0.57,场内买入,场内卖出,
2016-11-25,2.8030,2.0680,1.05,场内买入,场内卖出,
2016-11-24,2.7740,2.0490,0.40,场内买入,场内卖出,
2016-11-23,2.7630,2.0420,0.07,场内买入,场内卖出,
2016-11-22,2.7610,2.0410,0.99,场内买入,场内卖出,
2016-11-21,2.7340,2.0230,0.85,场内买入,场内卖出,
2016-11-18,2.7110,2.0080,-0.33,场内买入,场内卖出,
2016-11-17,2.7200,2.0140,0.33,场内买入,场内卖出,
2016-11-16,2.7110,2.0080,0.04,场内买入,场内卖出,
2016-11-15,2.7100,2.0070,-0.26,场内买入,场内卖出,
2016-11-14,2.7170,2.0120,0.26,场内买入,场内卖出,
2016-11-11,2.7100,2.0070,0.56,场内买入,场内卖出,
2016-11-10,2.6950,1.9970,1.32,场内买入,场内卖出,
2016-11-09,2.6600,1.9740,-0.60,场内买入,场内卖出,
2016-11-08,2.6760,1.9850,0.38,场内买入,场内卖出,
2016-11-07,2.6660,1.9780,0.49,场内买入,场内卖出,
2016-11-04,2.6530,1.9700,-0.15,场内买入,场内卖出,
2016-11-03,2.6570,1.9720,0.80,场内买入,场内卖出,
2016-11-02,2.6360,1.9590,-0.90,场内买入,场内卖出,
2016-11-01,2.6600,1.9740,0.53,场内买入,场内卖出,
2016-10-31,2.6460,1.9650,-0.08,场内买入,场内卖出,
2016-10-28,2.6480,1.9660,-0.38,场内买入,场内卖出,
2016-10-27,2.6580,1.9730,-0.04,场内买入,场内卖出,
2016-10-26,2.6590,1.9740,-0.82,场内买入,场内卖出,
2016-10-25,2.6810,1.9880,0.11,场内买入,场内卖出,
2016-10-24,2.6780,1.9860,1.21,场内买入,场内卖出,
2016-10-21,2.6460,1.9650,0.61,场内买入,场内卖出,
2016-10-20,2.6300,1.9550,0.04,场内买入,场内卖出,
2016-10-19,2.6290,1.9540,-0.04,场内买入,场内卖出,
2016-10-18,2.6300,1.9550,1.43,场内买入,场内卖出,
2016-10-17,2.5930,1.9300,-0.65,场内买入,场内卖出,
2016-10-14,2.6100,1.9420,0.00,场内买入,场内卖出,
2016-10-13,2.6100,1.9420,0.38,场内买入,场内卖出,
2016-10-12,2.6000,1.9350,-0.35,场内买入,场内卖出,
2016-10-11,2.6090,1.9410,0.31,场内买入,场内卖出,
2016-10-10,2.6010,1.9360,1.56,场内买入,场内卖出,
2016-09-30,2.5610,1.9090,-0.04,场内买入,场内卖出,
2016-09-29,2.5620,1.9100,0.27,场内买入,场内卖出,
2016-09-28,2.5550,1.9060,-0.16,场内买入,场内卖出,
2016-09-27,2.5590,1.9080,0.43,场内买入,场内卖出,
2016-09-26,2.5480,1.9010,-1.39,场内买入,场内卖出,
2016-09-23,2.5840,1.9250,-0.42,场内买入,场内卖出,
2016-09-22,2.5950,1.9320,0.70,场内买入,场内卖出,
2016-09-21,2.5770,1.9200,0.00,场内买入,场内卖出,
2016-09-20,2.5770,1.9200,0.23,场内买入,场内卖出,
2016-09-19,2.5710,1.9160,0.94,场内买入,场内卖出,
2016-09-14,2.5470,1.9000,-0.93,场内买入,场内卖出,
2016-09-13,2.5710,1.9160,-0.16,场内买入,场内卖出,
2016-09-12,2.5750,1.9190,-1.45,场内买入,场内卖出,
2016-09-09,2.6130,1.9440,-0.80,场内买入,场内卖出,
2016-09-08,2.6340,1.9570,0.27,场内买入,场内卖出,
2016-09-07,2.6270,1.9530,0.19,场内买入,场内卖出,
2016-09-06,2.6220,1.9490,0.34,场内买入,场内卖出,
2016-09-05,2.6130,1.9440,0.31,场内买入,场内卖出,
2016-09-02,2.6050,1.9380,0.27,场内买入,场内卖出,
2016-09-01,2.5980,1.9340,-0.69,场内买入,场内卖出,
2016-08-31,2.6160,1.9460,0.42,场内买入,场内卖出,
2016-08-30,2.6050,1.9380,0.19,场内买入,场内卖出,
2016-08-29,2.6000,1.9350,-0.04,场内买入,场内卖出,
2016-08-26,2.6010,1.9360,-0.12,场内买入,场内卖出,
2016-08-25,2.6040,1.9380,-0.53,场内买入,场内卖出,
2016-08-24,2.6180,1.9470,-0.15,场内买入,场内卖出,
2016-08-23,2.6220,1.9490,-0.08,场内买入,场内卖出,
2016-08-22,2.6240,1.9510,-0.53,场内买入,场内卖出,
2016-08-19,2.6380,1.9600,0.27,场内买入,场内卖出,
2016-08-18,2.6310,1.9550,-0.30,场内买入,场内卖出,
2016-08-17,2.6390,1.9610,0.23,场内买入,场内卖出,
2016-08-16,2.6330,1.9570,-0.98,场内买入,场内卖出,
2016-08-15,2.6590,1.9740,2.23,场内买入,场内卖出,
2016-08-12,2.6010,1.9360,2.28,场内买入,场内卖出,
2016-08-11,2.5430,1.8980,-0.24,场内买入,场内卖出,
2016-08-10,2.5490,1.9020,-0.31,场内买入,场内卖出,
2016-08-09,2.5570,1.9070,0.75,场内买入,场内卖出,
2016-08-08,2.5380,1.8940,1.04,场内买入,场内卖出,
2016-08-05,2.5120,1.8770,0.04,场内买入,场内卖出,
2016-08-04,2.5110,1.8770,-0.04,场内买入,场内卖出,
2016-08-03,2.5120,1.8770,0.04,场内买入,场内卖出,
2016-08-02,2.5110,1.8770,0.32,场内买入,场内卖出,
2016-08-01,2.5030,1.8710,-0.56,场内买入,场内卖出,
2016-07-29,2.5170,1.8810,-0.20,场内买入,场内卖出,
2016-07-28,2.5220,1.8840,0.96,场内买入,场内卖出,
2016-07-27,2.4980,1.8680,-0.87,场内买入,场内卖出,
2016-07-26,2.5200,1.8830,1.16,场内买入,场内卖出,
2016-07-25,2.4910,1.8640,0.40,场内买入,场内卖出,
2016-07-22,2.4810,1.8570,-0.80,场内买入,场内卖出,
2016-07-21,2.5010,1.8700,0.72,场内买入,场内卖出,
2016-07-20,2.4830,1.8580,-0.32,场内买入,场内卖出,
2016-07-19,2.4910,1.8640,-0.32,场内买入,场内卖出,
2016-07-18,2.4990,1.8690,0.36,场内买入,场内卖出,
2016-07-15,2.4900,1.8630,0.28,场内买入,场内卖出,
2016-07-14,2.4830,1.8580,-0.44,场内买入,场内卖出,
2016-07-13,2.4940,1.8660,0.52,场内买入,场内卖出,
2016-07-12,2.4810,1.8570,2.52,场内买入,场内卖出,
2016-07-11,2.4200,1.8170,0.37,场内买入,场内卖出,
2016-07-08,2.4110,1.8110,-0.50,场内买入,场内卖出,
2016-07-07,2.4230,1.8190,0.00,场内买入,场内卖出,
2016-07-06,2.4230,1.8190,-0.04,场内买入,场内卖出,
2016-07-05,2.4240,1.8200,0.37,场内买入,场内卖出,
2016-07-04,2.4150,1.8140,1.81,场内买入,场内卖出,
2016-07-01,2.3720,1.7860,0.30,场内买入,场内卖出,
2016-06-30,2.3650,1.7810,0.13,场内买入,场内卖出,
2016-06-29,2.3620,1.7790,0.51,场内买入,场内卖出,
2016-06-28,2.3500,1.7710,0.21,场内买入,场内卖出,
2016-06-27,2.3450,1.7680,1.03,场内买入,场内卖出,
2016-06-24,2.3210,1.7520,-1.28,场内买入,场内卖出,
2016-06-23,2.3510,1.7720,-0.42,场内买入,场内卖出,
2016-06-22,2.3610,1.7780,0.77,场内买入,场内卖出,
2016-06-21,2.3430,1.7670,-0.04,场内买入,场内卖出,
2016-06-20,2.3440,1.7670,0.09,场内买入,场内卖出,
2016-06-17,2.3420,1.7660,0.64,场内买入,场内卖出,
2016-06-16,2.3270,1.7560,-0.64,场内买入,场内卖出,
2016-06-15,2.3420,1.7660,1.12,场内买入,场内卖出,
2016-06-14,2.3160,1.7490,0.30,场内买入,场内卖出,
2016-06-13,2.3090,1.7440,-2.49,场内买入,场内卖出,
2016-06-08,2.3680,1.7830,-0.34,场内买入,场内卖出,
2016-06-07,2.3760,1.7880,-0.17,场内买入,场内卖出,
2016-06-06,2.3800,1.7910,-0.13,场内买入,场内卖出,
2016-06-03,2.3830,1.7930,0.34,场内买入,场内卖出,
2016-06-02,2.3750,1.7880,0.21,场内买入,场内卖出,
2016-06-01,2.3700,1.7840,-0.29,场内买入,场内卖出,
2016-05-31,2.3770,1.7890,2.68,场内买入,场内卖出,
2016-05-30,2.3150,1.7480,0.22,场内买入,场内卖出,
2016-05-27,2.3100,1.7450,0.35,场内买入,场内卖出,
2016-05-26,2.3020,1.7400,0.17,场内买入,场内卖出,
2016-05-25,2.2980,1.7370,0.04,场内买入,场内卖出,
2016-05-24,2.2970,1.7360,-0.52,场内买入,场内卖出,
2016-05-23,2.3090,1.7440,0.30,场内买入,场内卖出,
2016-05-20,2.3020,1.7400,0.31,场内买入,场内卖出,
2016-05-19,2.2950,1.7350,-0.04,场内买入,场内卖出,
2016-05-18,2.2960,1.7360,-0.91,场内买入,场内卖出,
2016-05-17,2.3170,1.7500,-0.30,场内买入,场内卖出,
2016-05-16,2.3240,1.7540,0.52,场内买入,场内卖出,
2016-05-13,2.3120,1.7460,0.04,场内买入,场内卖出,
2016-05-12,2.3110,1.7460,0.26,场内买入,场内卖出,
2016-05-11,2.3050,1.7420,0.61,场内买入,场内卖出,
2016-05-10,2.2910,1.7330,-0.09,场内买入,场内卖出,
2016-05-09,2.2930,1.7340,-2.67,场内买入,场内卖出,
2016-05-06,2.3560,1.7750,-2.60,场内买入,场内卖出,
2016-05-05,2.4190,1.8160,-0.08,场内买入,场内卖出,
2016-05-04,2.4210,1.8180,-0.37,场内买入,场内卖出,
2016-05-03,2.4300,1.8240,1.29,场内买入,场内卖出,
2016-04-29,2.3990,1.8030,-0.33,场内买入,场内卖出,
2016-04-28,2.4070,1.8090,0.04,场内买入,场内卖出,
2016-04-27,2.4060,1.8080,-0.66,场内买入,场内卖出,
2016-04-26,2.4220,1.8180,0.37,场内买入,场内卖出,
2016-04-25,2.4130,1.8120,0.17,场内买入,场内卖出,
2016-04-22,2.4090,1.8100,0.04,场内买入,场内卖出,
2016-04-21,2.4080,1.8090,-0.33,场内买入,场内卖出,
2016-04-20,2.4160,1.8140,-1.43,场内买入,场内卖出,
2016-04-19,2.4510,1.8370,0.25,场内买入,场内卖出,
2016-04-18,2.4450,1.8330,-0.93,场内买入,场内卖出,
2016-04-15,2.4680,1.8490,-0.24,场内买入,场内卖出,
2016-04-14,2.4740,1.8520,0.28,场内买入,场内卖出,
2016-04-13,2.4670,1.8480,1.48,场内买入,场内卖出,
2016-04-12,2.4310,1.8240,-0.37,场内买入,场内卖出,
2016-04-11,2.4400,1.8300,1.58,场内买入,场内卖出,
2016-04-08,2.4020,1.8050,-0.54,场内买入,场内卖出,
2016-04-07,2.4150,1.8140,-1.39,场内买入,场内卖出,
2016-04-06,2.4490,1.8360,-0.04,场内买入,场内卖出,
2016-04-05,2.4500,1.8370,1.45,场内买入,场内卖出,
2016-04-01,2.4150,1.8140,0.42,场内买入,场内卖出,
2016-03-31,2.4050,1.8070,0.04,场内买入,场内卖出,
2016-03-30,2.4040,1.8070,2.43,场内买入,场内卖出,
2016-03-29,2.3470,1.7690,-1.10,场内买入,场内卖出,
2016-03-28,2.3730,1.7860,-0.59,场内买入,场内卖出,
2016-03-25,2.3870,1.7950,0.63,场内买入,场内卖出,
2016-03-24,2.3720,1.7860,-1.66,场内买入,场内卖出,
2016-03-23,2.4120,1.8120,-0.25,场内买入,场内卖出,
2016-03-22,2.4180,1.8160,-0.37,场内买入,场内卖出,
2016-03-21,2.4270,1.8220,1.21,场内买入,场内卖出,
2016-03-18,2.3980,1.8030,1.01,场内买入,场内卖出,
2016-03-17,2.3740,1.7870,0.59,场内买入,场内卖出,
2016-03-16,2.3600,1.7780,0.81,场内买入,场内卖出,
2016-03-15,2.3410,1.7650,0.56,场内买入,场内卖出,
2016-03-14,2.3280,1.7570,1.35,场内买入,场内卖出,
2016-03-11,2.2970,1.7360,0.04,场内买入,场内卖出,
2016-03-10,2.2960,1.7360,-1.96,场内买入,场内卖出,
2016-03-09,2.3420,1.7660,-1.14,场内买入,场内卖出,
2016-03-08,2.3690,1.7840,-0.04,场内买入,场内卖出,
2016-03-07,2.3700,1.7840,0.72,场内买入,场内卖出,
2016-03-04,2.3530,1.7730,1.03,场内买入,场内卖出,
2016-03-03,2.3290,1.7570,0.30,场内买入,场内卖出,
2016-03-02,2.3220,1.7530,4.41,场内买入,场内卖出,
2016-03-01,2.2240,1.6890,1.65,场内买入,场内卖出,
2016-02-29,2.1880,1.6650,-1.66,场内买入,场内卖出,
2016-02-26,2.2250,1.6890,1.18,场内买入,场内卖出,
2016-02-25,2.1990,1.6720,-6.11,场内买入,场内卖出,
2016-02-24,2.3420,1.7660,0.56,场内买入,场内卖出,
2016-02-23,2.3290,1.7570,-0.77,场内买入,场内卖出,
2016-02-22,2.3470,1.7690,2.27,场内买入,场内卖出,
2016-02-19,2.2950,1.7350,-0.39,场内买入,场内卖出,
2016-02-18,2.3040,1.7410,-0.04,场内买入,场内卖出,
2016-02-17,2.3050,1.7420,1.05,场内买入,场内卖出,
2016-02-16,2.2810,1.7260,2.79,场内买入,场内卖出,
2016-02-15,2.2190,1.6850,-0.67,场内买入,场内卖出,
2016-02-05,2.2340,1.6950,-0.18,场内买入,场内卖出,
2016-02-04,2.2380,1.6980,1.13,场内买入,场内卖出,
2016-02-03,2.2130,1.6810,-0.63,场内买入,场内卖出,
2016-02-02,2.2270,1.6910,1.88,场内买入,场内卖出,
2016-02-01,2.1860,1.6640,-1.40,场内买入,场内卖出,
2016-01-29,2.2170,1.6840,2.69,场内买入,场内卖出,
2016-01-28,2.1590,1.6460,-2.35,场内买入,场内卖出,
2016-01-27,2.2110,1.6800,-0.18,场内买入,场内卖出,
2016-01-26,2.2150,1.6830,-6.18,场内买入,场内卖出,
2016-01-25,2.3610,1.7780,0.68,场内买入,场内卖出,
2016-01-22,2.3450,1.7680,1.16,场内买入,场内卖出,
2016-01-21,2.3180,1.7500,-2.85,场内买入,场内卖出,
2016-01-20,2.3860,1.7950,-1.46,场内买入,场内卖出,每份派现金0.0500元
2016-01-19,2.4720,1.8180,2.91,场内买入,场内卖出,
2016-01-18,2.4020,1.7730,-0.12,场内买入,场内卖出,
2016-01-15,2.4050,1.7740,-3.53,场内买入,场内卖出,
2016-01-14,2.4930,1.8320,1.92,场内买入,场内卖出,
2016-01-13,2.4460,1.8010,-1.61,场内买入,场内卖出,
2016-01-12,2.4860,1.8280,-0.04,场内买入,场内卖出,
2016-01-11,2.4870,1.8280,-5.08,场内买入,场内卖出,
2016-01-08,2.6200,1.9150,2.58,场内买入,场内卖出,
2016-01-07,2.5540,1.8720,-6.69,场内买入,场内卖出,
2016-01-06,2.7370,1.9920,2.59,场内买入,场内卖出,
2016-01-05,2.6680,1.9470,0.57,场内买入,场内卖出,
2016-01-04,2.6530,1.9370,-6.45,场内买入,场内卖出,
2015-12-31,2.8360,2.0570,-0.67,场内买入,场内卖出,
2015-12-30,2.8550,2.0690,0.21,场内买入,场内卖出,
2015-12-29,2.8490,2.0650,0.78,场内买入,场内卖出,
2015-12-28,2.8270,2.0510,-2.52,场内买入,场内卖出,
2015-12-25,2.9000,2.0990,0.42,场内买入,场内卖出,
2015-12-24,2.8880,2.0910,-0.99,场内买入,场内卖出,
2015-12-23,2.9170,2.1100,-0.21,场内买入,场内卖出,
2015-12-22,2.9230,2.1140,0.24,场内买入,场内卖出,
2015-12-21,2.9160,2.1090,2.50,场内买入,场内卖出,
2015-12-18,2.8450,2.0630,-0.07,场内买入,场内卖出,
2015-12-17,2.8470,2.0640,1.90,场内买入,场内卖出,
2015-12-16,2.7940,2.0290,-0.14,场内买入,场内卖出,
2015-12-15,2.7980,2.0320,-0.43,场内买入,场内卖出,
2015-12-14,2.8100,2.0400,2.22,场内买入,场内卖出,
2015-12-11,2.7490,2.0000,-0.87,场内买入,场内卖出,
2015-12-10,2.7730,2.0160,-0.61,场内买入,场内卖出,
2015-12-09,2.7900,2.0270,0.36,场内买入,场内卖出,
2015-12-08,2.7800,2.0200,-2.08,场内买入,场内卖出,
2015-12-07,2.8390,2.0590,0.28,场内买入,场内卖出,
2015-12-04,2.8310,2.0540,-2.14,场内买入,场内卖出,
2015-12-03,2.8930,2.0940,0.87,场内买入,场内卖出,
2015-12-02,2.8680,2.0780,3.13,场内买入,场内卖出,
2015-12-01,2.7810,2.0210,0.14,场内买入,场内卖出,
2015-11-30,2.7770,2.0180,0.33,场内买入,场内卖出,
2015-11-27,2.7680,2.0120,-4.98,场内买入,场内卖出,
2015-11-26,2.9130,2.1070,-0.48,场内买入,场内卖出,
2015-11-25,2.9270,2.1170,0.90,场内买入,场内卖出,
2015-11-24,2.9010,2.1000,-0.07,场内买入,场内卖出,
2015-11-23,2.9030,2.1010,-0.14,场内买入,场内卖出,
2015-11-20,2.9070,2.1030,0.03,场内买入,场内卖出,
2015-11-19,2.9060,2.1030,1.04,场内买入,场内卖出,
2015-11-18,2.8760,2.0830,-0.59,场内买入,场内卖出,
2015-11-17,2.8930,2.0940,0.00,场内买入,场内卖出,
2015-11-16,2.8930,2.0940,1.01,场内买入,场内卖出,
2015-11-13,2.8640,2.0750,-1.34,场内买入,场内卖出,
2015-11-12,2.9030,2.1010,-1.39,场内买入,场内卖出,
2015-11-11,2.9440,2.1280,-0.17,场内买入,场内卖出,
2015-11-10,2.9490,2.1310,0.24,场内买入,场内卖出,
2015-11-09,2.9420,2.1260,1.76,场内买入,场内卖出,
2015-11-06,2.8910,2.0930,1.51,场内买入,场内卖出,
2015-11-05,2.8480,2.0650,2.15,场内买入,场内卖出,
2015-11-04,2.7880,2.0250,3.87,场内买入,场内卖出,
2015-11-03,2.6840,1.9570,-0.59,场内买入,场内卖出,
2015-11-02,2.7000,1.9680,-1.60,场内买入,场内卖出,
2015-10-30,2.7440,1.9970,-0.47,场内买入,场内卖出,
2015-10-29,2.7570,2.0050,0.29,场内买入,场内卖出,
2015-10-28,2.7490,2.0000,-0.97,场内买入,场内卖出,
2015-10-27,2.7760,2.0180,0.04,场内买入,场内卖出,
2015-10-26,2.7750,2.0170,0.43,场内买入,场内卖出,
2015-10-23,2.7630,2.0090,1.47,场内买入,场内卖出,
2015-10-22,2.7230,1.9830,1.26,场内买入,场内卖出,
2015-10-21,2.6890,1.9610,-2.82,场内买入,场内卖出,
2015-10-20,2.7670,2.0120,0.58,场内买入,场内卖出,
2015-10-19,2.7510,2.0010,0.40,场内买入,场内卖出,
2015-10-16,2.7400,1.9940,1.52,场内买入,场内卖出,
2015-10-15,2.6990,1.9670,2.47,场内买入,场内卖出,
2015-10-14,2.6340,1.9250,-1.35,场内买入,场内卖出,
2015-10-13,2.6700,1.9480,0.04,场内买入,场内卖出,
2015-10-12,2.6690,1.9470,3.37,场内买入,场内卖出,
2015-10-09,2.5820,1.8900,1.18,场内买入,场内卖出,
2015-10-08,2.5520,1.8710,2.65,场内买入,场内卖出,
2015-09-30,2.4860,1.8280,0.89,场内买入,场内卖出,
