FSRQ,DWJZ,LJJZ,JZZZL,SGZT,SHZT,FHSP
2020-07-15,2.7057,2.2939,-1.76,场内买入,场内卖出,
2020-07-14,2.7542,2.3257,-0.58,场内买入,场内卖出,
2020-07-13,2.7703,2.3363,2.38,场内买入,场内卖出,
2020-07-10,2.7058,2.2940,-2.67,场内买入,场内卖出,
2020-07-09,2.7800,2.3426,0.92,场内买入,场内卖出,
2020-07-08,2.7547,2.3260,1.20,场内买入,场内卖出,
2020-07-07,2.7221,2.3047,-0.57,场内买入,场内卖出,
2020-07-06,2.7377,2.3149,5.94,场内买入,场内卖出,
2020-07-03,2.5843,2.2144,1.35,场内买入,场内卖出,
2020-07-02,2.5498,2.1918,2.23,场内买入,场内卖出,
2020-07-01,2.4942,2.1553,1.65,场内买入,场内卖出,
2020-06-30,2.4536,2.1287,0.81,场内买入,场内卖出,
2020-06-29,2.4340,2.1159,-0.59,场内买入,场内卖出,
2020-06-24,2.4485,2.1254,0.19,场内买入,场内卖出,
2020-06-23,2.4439,2.1224,-0.50,场内买入,场内卖出,
2020-06-22,2.4562,2.1304,-0.57,场内买入,场内卖出,
2020-06-19,2.4703,2.1397,-0.25,场内买入,场内卖出,
2020-06-18,2.4764,2.1437,0.92,场内买入,场内卖出,
2020-06-17,2.4538,2.1289,0.29,场内买入,场内卖出,
2020-06-16,2.4466,2.1241,1.55,场内买入,场内卖出,
2020-06-15,2.4093,2.0997,-0.92,场内买入,场内卖出,
2020-06-12,2.4317,2.1144,0.01,场内买入,场内卖出,
2020-06-11,2.4314,2.1142,-0.80,场内买入,场内卖出,
2020-06-10,2.4509,2.1270,-0.54,场内买入,场内卖出,
2020-06-09,2.4642,2.1357,0.22,场内买入,场内卖出,
2020-06-08,2.4588,2.1321,0.63,场内买入,场内卖出,
2020-06-05,2.4434,2.1221,-0.69,场内买入,场内卖出,
2020-06-04,2.4604,2.1332,0.30,场内买入,场内卖出,
2020-06-03,2.4530,2.1283,0.25,场内买入,场内卖出,
2020-06-02,2.4468,2.1243,0.54,场内买入,场内卖出,
2020-06-01,2.4336,2.1156,1.90,场内买入,场内卖出,
2020-05-29,2.3882,2.0859,-0.72,场内买入,场内卖出,
2020-05-28,2.4056,2.0973,0.10,场内买入,场内卖出,
2020-05-27,2.4032,2.0957,0.66,场内买入,场内卖出,
2020-05-26,2.3875,2.0854,0.39,场内买入,场内卖出,
2020-05-25,2.3782,2.0793,0.40,场内买入,场内卖出,
2020-05-22,2.3687,2.0731,-1.70,场内买入,场内卖出,
2020-05-21,2.4096,2.0999,-0.48,场内买入,场内卖出,
2020-05-20,2.4213,2.1076,-0.63,场内买入,场内卖出,
2020-05-19,2.4367,2.1177,0.51,场内买入,场内卖出,
2020-05-18,2.4244,2.1096,-0.05,场内买入,场内卖出,
2020-05-15,2.4255,2.1103,-0.29,场内买入,场内卖出,
2020-05-14,2.4325,2.1149,-1.05,场内买入,场内卖出,
2020-05-13,2.4583,2.1318,0.23,场内买入,场内卖出,
2020-05-12,2.4527,2.1281,-0.58,场内买入,场内卖出,
2020-05-11,2.4670,2.1375,-0.06,场内买入,场内卖出,
2020-05-08,2.4684,2.1384,0.55,场内买入,场内卖出,
2020-05-07,2.4549,2.1296,0.24,场内买入,场内卖出,
2020-05-06,2.4490,2.1257,-0.16,场内买入,场内卖出,
2020-04-30,2.4529,2.1283,1.52,场内买入,场内卖出,
2020-04-29,2.4161,2.1042,1.51,场内买入,场内卖出,
2020-04-28,2.3802,2.0806,-0.60,场内买入,场内卖出,
2020-04-27,2.3945,2.0900,0.42,场内买入,场内卖出,
2020-04-24,2.3844,2.0834,-0.76,场内买入,场内卖出,
2020-04-23,2.4026,2.0953,-0.40,场内买入,场内卖出,
2020-04-22,2.4123,2.1017,0.19,场内买入,场内卖出,
2020-04-21,2.4078,2.0987,-0.85,场内买入,场内卖出,
2020-04-20,2.4284,2.1122,0.10,场内买入,场内卖出,
2020-04-17,2.4259,2.1106,0.38,场内买入,场内卖出,
2020-04-16,2.4167,2.1046,-0.19,场内买入,场内卖出,
2020-04-15,2.4213,2.1076,-0.57,场内买入,场内卖出,
2020-04-14,2.4351,2.1166,1.00,场内买入,场内卖出,
2020-04-13,2.4110,2.1008,-0.25,场内买入,场内卖出,
2020-04-10,2.4170,2.1048,-1.00,场内买入,场内卖出,
2020-04-09,2.4415,2.1208,0.26,场内买入,场内卖出,
2020-04-08,2.4351,2.1166,-0.15,场内买入,场内卖出,
2020-04-07,2.4387,2.1190,1.52,场内买入,场内卖出,
2020-04-03,2.4023,2.0951,-0.55,场内买入,场内卖出,
2020-04-02,2.4156,2.1038,1.41,场内买入,场内卖出,
2020-04-01,2.3820,2.0818,-0.71,场内买入,场内卖出,
2020-03-31,2.3990,2.0930,-0.14,场内买入,场内卖出,
2020-03-30,2.4024,2.0952,-0.97,场内买入,场内卖出,
2020-03-27,2.4259,2.1106,0.61,场内买入,场内卖出,
2020-03-26,2.4113,2.1010,-1.00,场内买入,场内卖出,
2020-03-25,2.4357,2.1170,2.44,场内买入,场内卖出,
2020-03-24,2.3777,2.0790,2.29,场内买入,场内卖出,
2020-03-23,2.3244,2.0441,-3.27,场内买入,场内卖出,
2020-03-20,2.4029,2.0955,1.03,场内买入,场内卖出,
2020-03-19,2.3783,2.0794,-1.50,场内买入,场内卖出,
2020-03-18,2.4146,2.1032,-1.60,场内买入,场内卖出,
2020-03-17,2.4539,2.1289,-0.55,场内买入,场内卖出,
2020-03-16,2.4674,2.1378,-2.52,场内买入,场内卖出,
2020-03-13,2.5311,2.1795,-1.80,场内买入,场内卖出,
2020-03-12,2.5775,2.2099,-1.36,场内买入,场内卖出,
2020-03-11,2.6130,2.2332,-0.80,场内买入,场内卖出,
2020-03-10,2.6342,2.2471,1.54,场内买入,场内卖出,
2020-03-09,2.5942,2.2209,-2.54,场内买入,场内卖出,
2020-03-06,2.6619,2.2652,-1.16,场内买入,场内卖出,
2020-03-05,2.6932,2.2857,0.91,场内买入,场内卖出,
2020-03-04,2.6690,2.2699,0.97,场内买入,场内卖出,
2020-03-03,2.6434,2.2531,0.13,场内买入,场内卖出,
2020-03-02,2.6401,2.2509,3.42,场内买入,场内卖出,
2020-02-28,2.5529,2.1938,-2.98,场内买入,场内卖出,
2020-02-27,2.6313,2.2452,-0.09,场内买入,场内卖出,
2020-02-26,2.6336,2.2467,0.31,场内买入,场内卖出,
2020-02-25,2.6255,2.2414,-1.22,场内买入,场内卖出,
2020-02-24,2.6578,2.2625,-0.72,场内买入,场内卖出,
2020-02-21,2.6770,2.2751,0.59,场内买入,场内卖出,
2020-02-20,2.6612,2.2648,1.48,场内买入,场内卖出,
2020-02-19,2.6225,2.2394,0.00,场内买入,场内卖出,
2020-02-18,2.6226,2.2395,-0.18,场内买入,场内卖出,
2020-02-17,2.6272,2.2425,1.91,场内买入,场内卖出,
2020-02-14,2.5779,2.2102,0.66,场内买入,场内卖出,
2020-02-13,2.5610,2.1991,-0.62,场内买入,场内卖出,
2020-02-12,2.5770,2.2096,0.34,场内买入,场内卖出,
2020-02-11,2.5682,2.2038,0.42,场内买入,场内卖出,
2020-02-10,2.5574,2.1968,1.53,场内买入,场内卖出,
2020-02-07,2.5188,2.1715,-0.11,场内买入,场内卖出,
2020-02-06,2.5216,2.1733,0.77,场内买入,场内卖出,
2020-02-05,2.5024,2.1607,1.11,场内买入,场内卖出,
2020-02-04,2.4749,2.1427,1.78,场内买入,场内卖出,
2020-02-03,2.4317,2.1144,-8.58,场内买入,场内卖出,
2020-01-23,2.6600,2.2640,-2.71,场内买入,场内卖出,
2020-01-22,2.7342,2.3126,0.14,场内买入,场内卖出,
2020-01-21,2.7303,2.3101,-1.93,场内买入,场内卖出,
2020-01-20,2.7840,2.3452,0.04,场内买入,场内卖出,
2020-01-17,2.7829,2.3445,0.04,场内买入,场内卖出,每份派现金0.1440元
2020-01-16,2.9258,2.3438,-0.31,场内买入,场内卖出,
2020-01-15,2.9350,2.3498,-0.51,场内买入,场内卖出,
2020-01-14,2.9501,2.3597,0.02,场内买入,场内卖出,
2020-01-13,2.9494,2.3593,0.53,场内买入,场内卖出,
2020-01-10,2.9338,2.3490,-0.45,场内买入,场内卖出,
2020-01-09,2.9471,2.3578,0.95,场内买入,场内卖出,
2020-01-08,2.9195,2.3397,-0.81,场内买入,场内卖出,
2020-01-07,2.9434,2.3553,0.67,场内买入,场内卖出,
2020-01-06,2.9238,2.3425,-0.15,场内买入,场内卖出,
2020-01-03,2.9281,2.3453,-0.09,场内买入,场内卖出,
2020-01-02,2.9307,2.3470,1.09,场内买入,场内卖出,
2019-12-31,2.8992,2.3264,0.47,场内买入,场内卖出,
2019-12-30,2.8855,2.3174,1.07,场内买入,场内卖出,
2019-12-27,2.8549,2.2973,-0.12,场内买入,场内卖出,
2019-12-26,2.8582,2.2995,1.24,场内买入,场内卖出,
2019-12-25,2.8233,2.2766,-0.07,场内买入,场内卖出,
2019-12-24,2.8254,2.2780,0.45,场内买入,场内卖出,
2019-12-23,2.8128,2.2698,-1.23,场内买入,场内卖出,
2019-12-20,2.8479,2.2928,-0.49,场内买入,场内卖出,
2019-12-19,2.8618,2.3019,0.17,场内买入,场内卖出,
2019-12-18,2.8570,2.2987,-0.26,场内买入,场内卖出,
2019-12-17,2.8645,2.3036,0.70,场内买入,场内卖出,
2019-12-16,2.8446,2.2906,0.45,场内买入,场内卖出,
2019-12-13,2.8319,2.2823,1.39,场内买入,场内卖出,
2019-12-12,2.7930,2.2568,0.09,场内买入,场内卖出,
2019-12-11,2.7905,2.2551,0.78,场内买入,场内卖出,
2019-12-10,2.7689,2.2410,-0.13,场内买入,场内卖出,
2019-12-09,2.7725,2.2433,0.78,场内买入,场内卖出,
2019-12-06,2.7510,2.2293,-0.04,场内买入,场内卖出,
2019-12-05,2.7522,2.2300,0.36,场内买入,场内卖出,
2019-12-04,2.7423,2.2236,-0.65,场内买入,场内卖出,
2019-12-03,2.7603,2.2353,0.28,场内买入,场内卖出,
2019-12-02,2.7526,2.2303,0.27,场内买入,场内卖出,
2019-11-29,2.7452,2.2255,-0.15,场内买入,场内卖出,
2019-11-28,2.7492,2.2281,-0.39,场内买入,场内卖出,
2019-11-27,2.7599,2.2351,-0.26,场内买入,场内卖出,
2019-11-26,2.7671,2.2398,-0.25,场内买入,场内卖出,
2019-11-25,2.7740,2.2443,1.37,场内买入,场内卖出,
2019-11-22,2.7366,2.2198,-0.12,场内买入,场内卖出,
2019-11-21,2.7398,2.2219,0.08,场内买入,场内卖出,
2019-11-20,2.7376,2.2205,-0.68,场内买入,场内卖出,
2019-11-19,2.7564,2.2328,0.92,场内买入,场内卖出,
2019-11-18,2.7312,2.2163,0.73,场内买入,场内卖出,
2019-11-15,2.7113,2.2032,-0.69,场内买入,场内卖出,
2019-11-14,2.7301,2.2156,-0.06,场内买入,场内卖出,
2019-11-13,2.7317,2.2166,-0.54,场内买入,场内卖出,
2019-11-12,2.7466,2.2264,0.34,场内买入,场内卖出,
2019-11-11,2.7372,2.2202,-1.79,场内买入,场内卖出,
2019-11-08,2.7872,2.2530,-0.47,场内买入,场内卖出,
2019-11-07,2.8005,2.2617,0.12,场内买入,场内卖出,
2019-11-06,2.7972,2.2595,-0.64,场内买入,场内卖出,
2019-11-05,2.8151,2.2713,0.43,场内买入,场内卖出,
2019-11-04,2.8031,2.2634,0.39,场内买入,场内卖出,
2019-11-01,2.7921,2.2562,1.06,场内买入,场内卖出,
2019-10-31,2.7627,2.2369,-0.44,场内买入,场内卖出,
2019-10-30,2.7748,2.2449,-1.11,场内买入,场内卖出,
2019-10-29,2.8059,2.2652,-0.59,场内买入,场内卖出,
2019-10-28,2.8226,2.2762,0.39,场内买入,场内卖出,
2019-10-25,2.8116,2.2690,0.16,场内买入,场内卖出,
2019-10-24,2.8071,2.2660,0.14,场内买入,场内卖出,
2019-10-23,2.8032,2.2635,-0.27,场内买入,场内卖出,
2019-10-22,2.8108,2.2684,0.19,场内买入,场内卖出,
2019-10-21,2.8056,2.2650,0.41,场内买入,场内卖出,
2019-10-18,2.7942,2.2576,-1.16,场内买入,场内卖出,
2019-10-17,2.8270,2.2791,-0.50,场内买入,场内卖出,
2019-10-16,2.8412,2.2884,-0.24,场内买入,场内卖出,
2019-10-15,2.8481,2.2929,-0.66,场内买入,场内卖出,
2019-10-14,2.8670,2.3053,1.07,场内买入,场内卖出,
2019-10-11,2.8367,2.2854,0.89,场内买入,场内卖出,
2019-10-10,2.8116,2.2690,0.49,场内买入,场内卖出,
2019-10-09,2.7978,2.2599,1.05,场内买入,场内卖出,
2019-10-08,2.7688,2.2409,0.60,场内买入,场内卖出,
2019-09-30,2.7522,2.2300,-0.92,场内买入,场内卖出,
2019-09-27,2.7777,2.2468,-0.47,场内买入,场内卖出,
2019-09-26,2.7907,2.2553,0.01,场内买入,场内卖出,
2019-09-25,2.7904,2.2551,-1.13,场内买入,场内卖出,
2019-09-24,2.8224,2.2760,0.07,场内买入,场内卖出,
2019-09-23,2.8203,2.2747,-0.97,场内买入,场内卖出,
2019-09-20,2.8479,2.2928,0.02,场内买入,场内卖出,
2019-09-19,2.8473,2.2924,0.21,场内买入,场内卖出,
2019-09-18,2.8414,2.2885,0.18,场内买入,场内卖出,
2019-09-17,2.8363,2.2852,-1.46,场内买入,场内卖出,
2019-09-16,2.8784,2.3127,0.18,场内买入,场内卖出,
2019-09-12,2.8732,2.3093,0.78,场内买入,场内卖出,
2019-09-11,2.8509,2.2947,-0.17,场内买入,场内卖出,
2019-09-10,2.8558,2.2979,-0.51,场内买入,场内卖出,
2019-09-09,2.8703,2.3074,0.51,场内买入,场内卖出,
2019-09-06,2.8556,2.2978,0.56,场内买入,场内卖出,
2019-09-05,2.8396,2.2873,0.57,场内买入,场内卖出,
2019-09-04,2.8236,2.2768,1.49,场内买入,场内卖出,
2019-09-03,2.7821,2.2496,0.27,场内买入,场内卖出,
2019-09-02,2.7745,2.2447,1.13,场内买入,场内卖出,
2019-08-30,2.7435,2.2243,-0.37,场内买入,场内卖出,
2019-08-29,2.7538,2.2311,-0.55,场内买入,场内卖出,
2019-08-28,2.7691,2.2411,-0.21,场内买入,场内卖出,
2019-08-27,2.7749,2.2449,1.22,场内买入,场内卖出,
2019-08-26,2.7414,2.2230,-0.76,场内买入,场内卖出,
2019-08-23,2.7625,2.2368,0.38,场内买入,场内卖出,
2019-08-22,2.7521,2.2300,-0.27,场内买入,场内卖出,
2019-08-21,2.7596,2.2349,-0.03,场内买入,场内卖出,
2019-08-20,2.7604,2.2354,0.12,场内买入,场内卖出,
2019-08-19,2.7572,2.2333,1.93,场内买入,场内卖出,
2019-08-16,2.7051,2.1992,-0.22,场内买入,场内卖出,
2019-08-15,2.7110,2.2030,0.48,场内买入,场内卖出,
2019-08-14,2.6980,2.1945,0.28,场内买入,场内卖出,
2019-08-13,2.6905,2.1896,-0.67,场内买入,场内卖出,
2019-08-12,2.7086,2.2015,1.61,场内买入,场内卖出,
2019-08-09,2.6657,2.1734,-0.45,场内买入,场内卖出,
2019-08-08,2.6777,2.1812,1.04,场内买入,场内卖出,
2019-08-07,2.6502,2.1632,-0.26,场内买入,场内卖出,
2019-08-06,2.6570,2.1677,-1.62,场内买入,场内卖出,
2019-08-05,2.7008,2.1964,-1.82,场内买入,场内卖出,
2019-08-02,2.7508,2.2291,-1.34,场内买入,场内卖出,
2019-08-01,2.7882,2.2536,-0.67,场内买入,场内卖出,
2019-07-31,2.8070,2.2660,-0.74,场内买入,场内卖出,
2019-07-30,2.8279,2.2796,0.59,场内买入,场内卖出,
2019-07-29,2.8112,2.2687,0.17,场内买入,场内卖出,
2019-07-26,2.8063,2.2655,0.41,场内买入,场内卖出,
2019-07-25,2.7949,2.2580,0.47,场内买入,场内卖出,
2019-07-24,2.7818,2.2494,0.81,场内买入,场内卖出,
2019-07-23,2.7595,2.2348,0.32,场内买入,场内卖出,
2019-07-22,2.7506,2.2290,-0.66,场内买入,场内卖出,
2019-07-19,2.7690,2.2411,0.73,场内买入,场内卖出,
2019-07-18,2.7490,2.2279,-0.99,场内买入,场内卖出,
2019-07-17,2.7766,2.2460,-0.22,场内买入,场内卖出,
2019-07-16,2.7827,2.2500,0.13,场内买入,场内卖出,
2019-07-15,2.7790,2.2476,0.11,场内买入,场内卖出,
2019-07-12,2.7759,2.2456,0.46,场内买入,场内卖出,
2019-07-11,2.7631,2.2372,0.04,场内买入,场内卖出,
2019-07-10,2.7619,2.2364,-0.67,场内买入,场内卖出,
2019-07-09,2.7805,2.2486,-0.04,场内买入,场内卖出,
2019-07-08,2.7816,2.2493,-2.24,场内买入,场内卖出,
2019-07-05,2.8454,2.2911,0.19,场内买入,场内卖出,
2019-07-04,2.8400,2.2876,-0.14,场内买入,场内卖出,
2019-07-03,2.8440,2.2902,-0.01,场内买入,场内卖出,
2019-07-02,2.8444,2.2905,0.52,场内买入,场内卖出,
2019-07-01,2.8297,2.2808,1.42,场内买入,场内卖出,
2019-06-30,2.7899,2.2547,,场内买入,场内卖出,
2019-06-28,2.7900,2.2548,-0.37,场内买入,场内卖出,
2019-06-27,2.8003,2.2616,0.69,场内买入,场内卖出,
2019-06-26,2.7810,2.2489,0.32,场内买入,场内卖出,
2019-06-25,2.7722,2.2431,-1.01,场内买入,场内卖出,
2019-06-24,2.8004,2.2616,0.35,场内买入,场内卖出,
2019-06-21,2.7907,2.2553,0.17,场内买入,场内卖出,
2019-06-20,2.7859,2.2521,1.61,场内买入,场内卖出,
2019-06-19,2.7418,2.2232,0.92,场内买入,场内卖出,
2019-06-18,2.7168,2.2068,-0.06,场内买入,场内卖出,
2019-06-17,2.7185,2.2080,0.34,场内买入,场内卖出,
2019-06-14,2.7092,2.2019,-0.79,场内买入,场内卖出,
2019-06-13,2.7308,2.2160,-0.39,场内买入,场内卖出,
2019-06-12,2.7416,2.2231,-0.61,场内买入,场内卖出,
2019-06-11,2.7584,2.2341,2.22,场内买入,场内卖出,
2019-06-10,2.6986,2.1949,0.95,场内买入,场内卖出,
2019-06-06,2.6733,2.1783,-0.94,场内买入,场内卖出,
2019-06-05,2.6986,2.1949,0.21,场内买入,场内卖出,
2019-06-04,2.6929,2.1912,-0.36,场内买入,场内卖出,
2019-06-03,2.7025,2.1975,-0.41,场内买入,场内卖出,
2019-05-31,2.7137,2.2048,-0.08,场内买入,场内卖出,
2019-05-30,2.7160,2.2063,-0.07,场内买入,场内卖出,
2019-05-29,2.7180,2.2076,-0.39,场内买入,场内卖出,
2019-05-28,2.7287,2.2146,0.67,场内买入,场内卖出,
2019-05-27,2.7105,2.2027,0.94,场内买入,场内卖出,
2019-05-24,2.6852,2.1861,-0.04,场内买入,场内卖出,
2019-05-23,2.6864,2.1869,-0.91,场内买入,场内卖出,
2019-05-22,2.7112,2.2032,-0.32,场内买入,场内卖出,
2019-05-21,2.7199,2.2089,1.16,场内买入,场内卖出,
2019-05-20,2.6887,2.1884,-0.50,场内买入,场内卖出,
2019-05-17,2.7022,2.1973,-2.28,场内买入,场内卖出,
2019-05-16,2.7652,2.2386,0.61,场内买入,场内卖出,
2019-05-15,2.7485,2.2276,1.62,场内买入,场内卖出,
2019-05-14,2.7046,2.1989,-0.51,场内买入,场内卖出,
2019-05-13,2.7185,2.2080,-1.44,场内买入,场内卖出,
2019-05-10,2.7582,2.2340,2.28,场内买入,场内卖出,
2019-05-09,2.6967,2.1937,-1.57,场内买入,场内卖出,
2019-05-08,2.7396,2.2218,-1.17,场内买入,场内卖出,
2019-05-07,2.7719,2.2430,1.13,场内买入,场内卖出,
2019-05-06,2.7408,2.2226,-4.55,场内买入,场内卖出,
2019-04-30,2.8715,2.3082,0.94,场内买入,场内卖出,
2019-04-29,2.8449,2.2908,-0.52,场内买入,场内卖出,
2019-04-26,2.8598,2.3005,-1.34,场内买入,场内卖出,
2019-04-25,2.8985,2.3259,-2.42,场内买入,场内卖出,
2019-04-24,2.9704,2.3730,0.90,场内买入,场内卖出,
2019-04-23,2.9438,2.3556,-0.91,场内买入,场内卖出,
2019-04-22,2.9709,2.3734,-2.18,场内买入,场内卖出,
2019-04-19,3.0370,2.4167,0.41,场内买入,场内卖出,
2019-04-18,3.0247,2.4086,-1.01,场内买入,场内卖出,
2019-04-17,3.0557,2.4289,0.26,场内买入,场内卖出,
2019-04-16,3.0477,2.4237,1.58,场内买入,场内卖出,
2019-04-15,3.0003,2.3926,-0.25,场内买入,场内卖出,
2019-04-12,3.0079,2.3976,-0.67,场内买入,场内卖出,
2019-04-11,3.0283,2.4110,-1.11,场内买入,场内卖出,
2019-04-10,3.0624,2.4333,-0.14,场内买入,场内卖出,
2019-04-09,3.0666,2.4361,-0.40,场内买入,场内卖出,
2019-04-08,3.0789,2.4441,0.63,场内买入,场内卖出,
2019-04-04,3.0595,2.4314,1.05,场内买入,场内卖出,
2019-04-03,3.0278,2.4106,1.09,场内买入,场内卖出,
2019-04-02,2.9952,2.3893,-0.13,场内买入,场内卖出,
2019-04-01,2.9992,2.3919,2.57,场内买入,场内卖出,
2019-03-29,2.9241,2.3427,2.40,场内买入,场内卖出,
2019-03-28,2.8557,2.2979,-0.85,场内买入,场内卖出,
2019-03-27,2.8803,2.3140,1.51,场内买入,场内卖出,
2019-03-26,2.8374,2.2859,-1.33,场内买入,场内卖出,
2019-03-25,2.8756,2.3109,-1.68,场内买入,场内卖出,
2019-03-22,2.9247,2.3431,0.19,场内买入,场内卖出,
2019-03-21,2.9193,2.3395,0.35,场内买入,场内卖出,
2019-03-20,2.9090,2.3328,0.27,场内买入,场内卖出,
2019-03-19,2.9012,2.3277,-0.32,场内买入,场内卖出,
2019-03-18,2.9105,2.3338,2.73,场内买入,场内卖出,
2019-03-15,2.8332,2.2831,1.05,场内买入,场内卖出,
2019-03-14,2.8039,2.2639,-1.19,场内买入,场内卖出,
2019-03-13,2.8377,2.2861,-0.93,场内买入,场内卖出,
2019-03-12,2.8644,2.3036,1.00,场内买入,场内卖出,
2019-03-11,2.8361,2.2850,1.71,场内买入,场内卖出,
2019-03-08,2.7884,2.2538,-4.38,场内买入,场内卖出,
2019-03-07,2.9161,2.3374,-0.33,场内买入,场内卖出,
2019-03-06,2.9258,2.3438,1.30,场内买入,场内卖出,
2019-03-05,2.8883,2.3192,0.73,场内买入,场内卖出,
2019-03-04,2.8675,2.3056,0.97,场内买入,场内卖出,
2019-03-01,2.8399,2.2875,1.18,场内买入,场内卖出,
2019-02-28,2.8068,2.2658,-0.06,场内买入,场内卖出,
2019-02-27,2.8086,2.2670,-0.14,场内买入,场内卖出,
2019-02-26,2.8125,2.2696,-0.44,场内买入,场内卖出,
2019-02-25,2.8250,2.2777,4.27,场内买入,场内卖出,
2019-02-22,2.7093,2.2019,1.08,场内买入,场内卖出,
2019-02-21,2.6803,2.1829,-0.68,场内买入,场内卖出,
2019-02-20,2.6987,2.1950,0.03,场内买入,场内卖出,
2019-02-19,2.6978,2.1944,-0.03,场内买入,场内卖出,
2019-02-18,2.6987,2.1950,2.33,场内买入,场内卖出,
2019-02-15,2.6373,2.1548,-1.56,场内买入,场内卖出,
2019-02-14,2.6791,2.1821,-0.07,场内买入,场内卖出,
2019-02-13,2.6810,2.1834,1.31,场内买入,场内卖出,
2019-02-12,2.6463,2.1606,0.60,场内买入,场内卖出,
2019-02-11,2.6306,2.1504,0.91,场内买入,场内卖出,
2019-02-01,2.6069,2.1348,1.01,场内买入,场内卖出,
2019-01-31,2.5808,2.1177,0.62,场内买入,场内卖出,
2019-01-30,2.5650,2.1074,-0.53,场内买入,场内卖出,
2019-01-29,2.5786,2.1163,0.41,场内买入,场内卖出,
2019-01-28,2.5680,2.1093,0.14,场内买入,场内卖出,
2019-01-25,2.5643,2.1069,0.38,场内买入,场内卖出,
2019-01-24,2.5545,2.1005,0.24,场内买入,场内卖出,
2019-01-23,2.5483,2.0964,0.24,场内买入,场内卖出,
2019-01-22,2.5423,2.0925,-1.16,场内买入,场内卖出,
2019-01-21,2.5721,2.1120,0.38,场内买入,场内卖出,
2019-01-18,2.5624,2.1057,1.36,场内买入,场内卖出,
2019-01-17,2.5280,2.0831,-0.12,场内买入,场内卖出,
2019-01-16,2.5310,2.0851,-0.10,场内买入,场内卖出,每份派现金0.0980元
2019-01-15,2.6315,2.0867,0.84,场内买入,场内卖出,
2019-01-14,2.6097,2.0724,-0.25,场内买入,场内卖出,
2019-01-11,2.6163,2.0768,0.60,场内买入,场内卖出,
2019-01-10,2.6008,2.0666,-0.34,场内买入,场内卖出,
2019-01-09,2.6096,2.0724,0.56,场内买入,场内卖出,
2019-01-08,2.5951,2.0629,0.15,场内买入,场内卖出,
2019-01-07,2.5912,2.0603,0.91,场内买入,场内卖出,
2019-01-04,2.5679,2.0451,1.37,场内买入,场内卖出,
2019-01-03,2.5332,2.0223,-0.08,场内买入,场内卖出,
2019-01-02,2.5352,2.0236,-1.92,场内买入,场内卖出,
