FSRQ,DWJZ,LJJZ,JZZZL,SGZT,SHZT,FHSP
2020-09-11,3.3150,4.5090,0.61,场内买入,场内卖出,
2020-09-10,3.2950,4.4860,0.30,场内买入,场内卖出,
2020-09-09,3.2850,4.4740,-1.65,场内买入,场内卖出,
2020-09-08,3.3400,4.5390,1.15,场内买入,场内卖出,
2020-09-07,3.3020,4.4940,-1.70,场内买入,场内卖出,
2020-09-04,3.3590,4.5610,-0.74,场内买入,场内卖出,
2020-09-03,3.3840,4.5910,-0.41,场内买入,场内卖出,
2020-09-02,3.3980,4.6080,-0.23,场内买入,场内卖出,
2020-09-01,3.4060,4.6170,0.35,场内买入,场内卖出,
2020-08-31,3.3940,4.6030,-0.73,场内买入,场内卖出,
2020-08-28,3.4190,4.6320,2.33,场内买入,场内卖出,
2020-08-27,3.3410,4.5400,0.39,场内买入,场内卖出,
2020-08-26,3.3280,4.5250,-0.98,场内买入,场内卖出,
2020-08-25,3.3610,4.5640,0.36,场内买入,场内卖出,
2020-08-24,3.3490,4.5500,0.42,场内买入,场内卖出,
2020-08-21,3.3350,4.5330,0.66,场内买入,场内卖出,
2020-08-20,3.3130,4.5070,-1.28,场内买入,场内卖出,
2020-08-19,3.3560,4.5580,-1.76,场内买入,场内卖出,
2020-08-18,3.4160,4.6290,-0.06,场内买入,场内卖出,
2020-08-17,3.4180,4.6310,2.43,场内买入,场内卖出,
2020-08-14,3.3370,4.5350,1.43,场内买入,场内卖出,
2020-08-13,3.2900,4.4800,-0.24,场内买入,场内卖出,
2020-08-12,3.2980,4.4890,-0.39,场内买入,场内卖出,
2020-08-11,3.3110,4.5050,-0.69,场内买入,场内卖出,
2020-08-10,3.3340,4.5320,0.66,场内买入,场内卖出,
2020-08-07,3.3120,4.5060,-0.87,场内买入,场内卖出,
2020-08-06,3.3410,4.5400,0.00,场内买入,场内卖出,
2020-08-05,3.3410,4.5400,-0.60,场内买入,场内卖出,
2020-08-04,3.3610,4.5640,0.93,场内买入,场内卖出,
2020-08-03,3.3300,4.5270,0.97,场内买入,场内卖出,
2020-07-31,3.2980,4.4890,0.55,场内买入,场内卖出,
2020-07-30,3.2800,4.4680,-0.36,场内买入,场内卖出,
2020-07-29,3.2920,4.4820,1.79,场内买入,场内卖出,
2020-07-28,3.2340,4.4130,0.72,场内买入,场内卖出,
2020-07-27,3.2110,4.3860,0.16,场内买入,场内卖出,
2020-07-24,3.2060,4.3800,-3.81,场内买入,场内卖出,
2020-07-23,3.3330,4.5310,-0.12,场内买入,场内卖出,
2020-07-22,3.3370,4.5350,0.18,场内买入,场内卖出,
2020-07-21,3.3310,4.5280,-0.03,场内买入,场内卖出,
2020-07-20,3.3320,4.5290,3.19,场内买入,场内卖出,
2020-07-17,3.2290,4.4070,0.75,场内买入,场内卖出,
2020-07-16,3.2050,4.3790,-4.50,场内买入,场内卖出,
2020-07-15,3.3560,4.5580,-0.83,场内买入,场内卖出,
2020-07-14,3.3840,4.5910,-1.11,场内买入,场内卖出,
2020-07-13,3.4220,4.6360,1.24,场内买入,场内卖出,
2020-07-10,3.3800,4.5860,-2.37,场内买入,场内卖出,
2020-07-09,3.4620,4.6830,0.38,场内买入,场内卖出,
2020-07-08,3.4490,4.6680,1.41,场内买入,场内卖出,
2020-07-07,3.4010,4.6110,0.21,场内买入,场内卖出,
2020-07-06,3.3940,4.6030,6.76,场内买入,场内卖出,
2020-07-03,3.1790,4.3480,2.45,场内买入,场内卖出,
2020-07-02,3.1030,4.2580,2.44,场内买入,场内卖出,
2020-07-01,3.0290,4.1710,2.30,场内买入,场内卖出,
2020-06-30,2.9610,4.0900,0.82,场内买入,场内卖出,
2020-06-29,2.9370,4.0620,-0.64,场内买入,场内卖出,
2020-06-24,2.9560,4.0840,0.92,场内买入,场内卖出,
2020-06-23,2.9290,4.0520,0.10,场内买入,场内卖出,
2020-06-22,2.9260,4.0490,-0.14,场内买入,场内卖出,
2020-06-19,2.9300,4.0530,1.28,场内买入,场内卖出,
2020-06-18,2.8930,4.0100,0.35,场内买入,场内卖出,
2020-06-17,2.8830,3.9980,0.07,场内买入,场内卖出,
2020-06-16,2.8810,3.9950,1.41,场内买入,场内卖出,
2020-06-15,2.8410,3.9480,-1.53,场内买入,场内卖出,
2020-06-12,2.8850,4.0000,0.17,场内买入,场内卖出,
2020-06-11,2.8800,3.9940,-1.03,场内买入,场内卖出,
2020-06-10,2.9100,4.0300,-0.51,场内买入,场内卖出,
2020-06-09,2.9250,4.0480,0.62,场内买入,场内卖出,
2020-06-08,2.9070,4.0260,0.45,场内买入,场内卖出,
2020-06-05,2.8940,4.0110,0.45,场内买入,场内卖出,
2020-06-04,2.8810,3.9950,-0.17,场内买入,场内卖出,
2020-06-03,2.8860,4.0010,0.10,场内买入,场内卖出,
2020-06-02,2.8830,3.9980,0.52,场内买入,场内卖出,
2020-06-01,2.8680,3.9800,2.28,场内买入,场内卖出,
2020-05-29,2.8040,3.9040,0.00,场内买入,场内卖出,
2020-05-28,2.8040,3.9040,0.50,场内买入,场内卖出,
2020-05-27,2.7900,3.8880,-0.50,场内买入,场内卖出,
2020-05-26,2.8040,3.9040,0.68,场内买入,场内卖出,
2020-05-25,2.7850,3.8820,0.51,场内买入,场内卖出,
2020-05-22,2.7710,3.8650,-2.46,场内买入,场内卖出,
2020-05-21,2.8410,3.9480,-0.35,场内买入,场内卖出,
2020-05-20,2.8510,3.9600,-0.14,场内买入,场内卖出,
2020-05-19,2.8550,3.9650,0.81,场内买入,场内卖出,
2020-05-18,2.8320,3.9370,0.60,场内买入,场内卖出,
2020-05-15,2.8150,3.9170,-0.46,场内买入,场内卖出,
2020-05-14,2.8280,3.9330,-1.19,场内买入,场内卖出,
2020-05-13,2.8620,3.9730,-0.03,场内买入,场内卖出,
2020-05-12,2.8630,3.9740,-0.10,场内买入,场内卖出,
2020-05-11,2.8660,3.9780,-0.03,场内买入,场内卖出,
2020-05-08,2.8670,3.9790,0.92,场内买入,场内卖出,
2020-05-07,2.8410,3.9480,-0.35,场内买入,场内卖出,
2020-05-06,2.8510,3.9600,0.07,场内买入,场内卖出,
2020-04-30,2.8490,3.9580,0.60,场内买入,场内卖出,
2020-04-29,2.8320,3.9370,0.68,场内买入,场内卖出,
2020-04-28,2.8130,3.9150,0.72,场内买入,场内卖出,
2020-04-27,2.7930,3.8910,1.05,场内买入,场内卖出,
2020-04-24,2.7640,3.8570,-0.79,场内买入,场内卖出,
2020-04-23,2.7860,3.8830,-0.21,场内买入,场内卖出,
2020-04-22,2.7920,3.8900,0.72,场内买入,场内卖出,
2020-04-21,2.7720,3.8660,-1.28,场内买入,场内卖出,
2020-04-20,2.8080,3.9090,0.39,场内买入,场内卖出,
2020-04-17,2.7970,3.8960,1.45,场内买入,场内卖出,
2020-04-16,2.7570,3.8490,0.15,场内买入,场内卖出,
2020-04-15,2.7530,3.8440,-0.76,场内买入,场内卖出,
2020-04-14,2.7740,3.8690,1.69,场内买入,场内卖出,
2020-04-13,2.7280,3.8140,-0.40,场内买入,场内卖出,
2020-04-10,2.7390,3.8270,-0.07,场内买入,场内卖出,
2020-04-09,2.7410,3.8300,0.29,场内买入,场内卖出,
2020-04-08,2.7330,3.8200,-0.47,场内买入,场内卖出,
2020-04-07,2.7460,3.8360,1.78,场内买入,场内卖出,
2020-04-03,2.6980,3.7790,-0.41,场内买入,场内卖出,
2020-04-02,2.7090,3.7920,1.38,场内买入,场内卖出,
2020-04-01,2.6720,3.7480,-0.26,场内买入,场内卖出,
2020-03-31,2.6790,3.7560,-0.04,场内买入,场内卖出,
2020-03-30,2.6800,3.7580,-0.41,场内买入,场内卖出,
2020-03-27,2.6910,3.7710,0.45,场内买入,场内卖出,
2020-03-26,2.6790,3.7560,-0.41,场内买入,场内卖出,
2020-03-25,2.6900,3.7690,2.28,场内买入,场内卖出,
2020-03-24,2.6300,3.6980,3.10,场内买入,场内卖出,
2020-03-23,2.5510,3.6050,-2.60,场内买入,场内卖出,
2020-03-20,2.6190,3.6850,2.26,场内买入,场内卖出,
2020-03-19,2.5610,3.6170,-2.14,场内买入,场内卖出,
2020-03-18,2.6170,3.6830,-2.20,场内买入,场内卖出,
2020-03-17,2.6760,3.7530,-0.34,场内买入,场内卖出,
2020-03-16,2.6850,3.7630,-3.73,场内买入,场内卖出,
2020-03-13,2.7890,3.8870,-1.52,场内买入,场内卖出,
2020-03-12,2.8320,3.9370,-1.60,场内买入,场内卖出,
2020-03-11,2.8780,3.9920,-1.24,场内买入,场内卖出,
2020-03-10,2.9140,4.0350,1.92,场内买入,场内卖出,
2020-03-09,2.8590,3.9690,-3.25,场内买入,场内卖出,
2020-03-06,2.9550,4.0830,-1.73,场内买入,场内卖出,
2020-03-05,3.0070,4.1450,2.35,场内买入,场内卖出,
2020-03-04,2.9380,4.0630,0.89,场内买入,场内卖出,
2020-03-03,2.9120,4.0320,0.48,场内买入,场内卖出,
2020-03-02,2.8980,4.0160,3.06,场内买入,场内卖出,
2020-02-28,2.8120,3.9140,-3.10,场内买入,场内卖出,
2020-02-27,2.9020,4.0200,0.35,场内买入,场内卖出,
2020-02-26,2.8920,4.0080,-0.28,场内买入,场内卖出,
2020-02-25,2.9000,4.0180,-0.68,场内买入,场内卖出,
2020-02-24,2.9200,4.0420,-1.32,场内买入,场内卖出,
2020-02-21,2.9590,4.0880,-0.34,场内买入,场内卖出,
2020-02-20,2.9690,4.1000,1.85,场内买入,场内卖出,
2020-02-19,2.9150,4.0360,0.00,场内买入,场内卖出,
2020-02-18,2.9150,4.0360,-0.88,场内买入,场内卖出,
2020-02-17,2.9410,4.0660,1.91,场内买入,场内卖出,
2020-02-14,2.8860,4.0010,0.66,场内买入,场内卖出,
2020-02-13,2.8670,3.9790,-0.69,场内买入,场内卖出,
2020-02-12,2.8870,4.0030,0.56,场内买入,场内卖出,
2020-02-11,2.8710,3.9840,1.02,场内买入,场内卖出,
2020-02-10,2.8420,3.9490,-0.07,场内买入,场内卖出,
2020-02-07,2.8440,3.9520,-0.11,场内买入,场内卖出,
2020-02-06,2.8470,3.9550,1.50,场内买入,场内卖出,
2020-02-05,2.8050,3.9050,0.65,场内买入,场内卖出,
2020-02-04,2.7870,3.8840,2.46,场内买入,场内卖出,
2020-02-03,2.7200,3.8050,-7.01,场内买入,场内卖出,
2020-01-23,2.9250,4.0480,-2.82,场内买入,场内卖出,
2020-01-22,3.0100,4.1480,0.17,场内买入,场内卖出,
2020-01-21,3.0050,4.1420,-1.73,场内买入,场内卖出,
2020-01-20,3.0580,4.2050,0.39,场内买入,场内卖出,
2020-01-17,3.0460,4.1910,0.33,场内买入,场内卖出,
2020-01-16,3.0360,4.1790,-0.49,场内买入,场内卖出,
2020-01-15,3.0510,4.1970,-0.72,场内买入,场内卖出,
2020-01-14,3.0730,4.2230,-0.32,场内买入,场内卖出,
2020-01-13,3.0830,4.2350,0.72,场内买入,场内卖出,
2020-01-10,3.0610,4.2090,0.00,场内买入,场内卖出,
2020-01-09,3.0610,4.2090,0.99,场内买入,场内卖出,
2020-01-08,3.0310,4.1730,-1.17,场内买入,场内卖出,
2020-01-07,3.0670,4.2160,0.56,场内买入,场内卖出,
2020-01-06,3.0500,4.1960,-0.72,场内买入,场内卖出,
2020-01-03,3.0720,4.2220,-0.39,场内买入,场内卖出,
2020-01-02,3.0840,4.2360,0.88,场内买入,场内卖出,
2019-12-31,3.0570,4.2040,0.00,场内买入,场内卖出,
2019-12-30,3.0570,4.2040,1.49,场内买入,场内卖出,
2019-12-27,3.0120,4.1510,0.20,场内买入,场内卖出,
2019-12-26,3.0060,4.1430,0.87,场内买入,场内卖出,
2019-12-25,2.9800,4.1130,-0.37,场内买入,场内卖出,
2019-12-24,2.9910,4.1260,0.40,场内买入,场内卖出,
2019-12-23,2.9790,4.1110,-0.93,场内买入,场内卖出,
2019-12-20,3.0070,4.1450,-0.17,场内买入,场内卖出,
2019-12-19,3.0120,4.1510,-0.26,场内买入,场内卖出,
2019-12-18,3.0200,4.1600,-0.26,场内买入,场内卖出,
2019-12-17,3.0280,4.1690,1.14,场内买入,场内卖出,
2019-12-16,2.9940,4.1290,-0.27,场内买入,场内卖出,
2019-12-13,3.0020,4.1390,2.25,场内买入,场内卖出,
2019-12-12,2.9360,4.0610,-0.41,场内买入,场内卖出,
2019-12-11,2.9480,4.0750,0.41,场内买入,场内卖出,
2019-12-10,2.9360,4.0610,0.14,场内买入,场内卖出,
2019-12-09,2.9320,4.0560,-0.24,场内买入,场内卖出,
2019-12-06,2.9390,4.0640,0.62,场内买入,场内卖出,
2019-12-05,2.9210,4.0430,0.72,场内买入,场内卖出,
2019-12-04,2.9000,4.0180,-0.31,场内买入,场内卖出,
2019-12-03,2.9090,4.0290,0.34,场内买入,场内卖出,
2019-12-02,2.8990,4.0170,0.17,场内买入,场内卖出,每份派现金0.0470元
2019-11-29,2.9410,4.0110,-1.21,场内买入,场内卖出,
2019-11-28,2.9770,4.0530,-0.47,场内买入,场内卖出,
2019-11-27,2.9910,4.0700,-0.10,场内买入,场内卖出,
2019-11-26,2.9940,4.0740,-0.17,场内买入,场内卖出,
2019-11-25,2.9990,4.0800,0.98,场内买入,场内卖出,
2019-11-22,2.9700,4.0450,-0.90,场内买入,场内卖出,
2019-11-21,2.9970,4.0770,-0.63,场内买入,场内卖出,
2019-11-20,3.0160,4.1000,-1.08,场内买入,场内卖出,
2019-11-19,3.0490,4.1390,0.66,场内买入,场内卖出,
2019-11-18,3.0290,4.1150,0.87,场内买入,场内卖出,
2019-11-15,3.0030,4.0840,-0.43,场内买入,场内卖出,
2019-11-14,3.0160,4.1000,0.00,场内买入,场内卖出,
2019-11-13,3.0160,4.1000,-0.10,场内买入,场内卖出,
2019-11-12,3.0190,4.1030,0.17,场内买入,场内卖出,
2019-11-11,3.0140,4.0970,-1.54,场内买入,场内卖出,
2019-11-08,3.0610,4.1530,-0.68,场内买入,场内卖出,
2019-11-07,3.0820,4.1780,0.00,场内买入,场内卖出,
2019-11-06,3.0820,4.1780,-0.23,场内买入,场内卖出,
2019-11-05,3.0890,4.1860,0.59,场内买入,场内卖出,
2019-11-04,3.0710,4.1650,0.62,场内买入,场内卖出,
2019-11-01,3.0520,4.1420,1.63,场内买入,场内卖出,
2019-10-31,3.0030,4.0840,0.07,场内买入,场内卖出,
2019-10-30,3.0010,4.0820,-0.53,场内买入,场内卖出,
2019-10-29,3.0170,4.1010,-0.43,场内买入,场内卖出,
2019-10-28,3.0300,4.1160,0.46,场内买入,场内卖出,
2019-10-25,3.0160,4.1000,0.27,场内买入,场内卖出,
2019-10-24,3.0080,4.0900,0.17,场内买入,场内卖出,
2019-10-23,3.0030,4.0840,-0.63,场内买入,场内卖出,
2019-10-22,3.0220,4.1070,0.13,场内买入,场内卖出,
2019-10-21,3.0180,4.1020,0.20,场内买入,场内卖出,
2019-10-18,3.0120,4.0950,-1.63,场内买入,场内卖出,
2019-10-17,3.0620,4.1540,0.26,场内买入,场内卖出,
2019-10-16,3.0540,4.1450,-0.36,场内买入,场内卖出,
2019-10-15,3.0650,4.1580,0.07,场内买入,场内卖出,
2019-10-14,3.0630,4.1550,0.99,场内买入,场内卖出,
2019-10-11,3.0330,4.1200,1.44,场内买入,场内卖出,
2019-10-10,2.9900,4.0690,0.61,场内买入,场内卖出,
2019-10-09,2.9720,4.0480,0.00,场内买入,场内卖出,
2019-10-08,2.9720,4.0480,0.81,场内买入,场内卖出,
2019-09-30,2.9480,4.0190,-1.07,场内买入,场内卖出,
2019-09-27,2.9800,4.0570,0.07,场内买入,场内卖出,
2019-09-26,2.9780,4.0550,-0.03,场内买入,场内卖出,
2019-09-25,2.9790,4.0560,-0.40,场内买入,场内卖出,
2019-09-24,2.9910,4.0700,0.34,场内买入,场内卖出,
2019-09-23,2.9810,4.0580,-1.09,场内买入,场内卖出,
2019-09-20,3.0140,4.0970,0.20,场内买入,场内卖出,
2019-09-19,3.0080,4.0900,0.07,场内买入,场内卖出,
2019-09-18,3.0060,4.0880,0.60,场内买入,场内卖出,
2019-09-17,2.9880,4.0660,-1.52,场内买入,场内卖出,
2019-09-16,3.0340,4.1210,-0.56,场内买入,场内卖出,
2019-09-12,3.0510,4.1410,1.43,场内买入,场内卖出,
2019-09-11,3.0080,4.0900,-0.43,场内买入,场内卖出,
2019-09-10,3.0210,4.1060,-0.40,场内买入,场内卖出,
2019-09-09,3.0330,4.1200,0.00,场内买入,场内卖出,
2019-09-06,3.0330,4.1200,0.83,场内买入,场内卖出,
2019-09-05,3.0080,4.0900,1.25,场内买入,场内卖出,
2019-09-04,2.9710,4.0460,1.09,场内买入,场内卖出,
2019-09-03,2.9390,4.0080,-0.10,场内买入,场内卖出,
2019-09-02,2.9420,4.0120,0.75,场内买入,场内卖出,
2019-08-30,2.9200,3.9860,0.59,场内买入,场内卖出,
2019-08-29,2.9030,3.9660,-0.41,场内买入,场内卖出,
2019-08-28,2.9150,3.9800,-0.68,场内买入,场内卖出,
2019-08-27,2.9350,4.0040,0.82,场内买入,场内卖出,
2019-08-26,2.9110,3.9750,-1.85,场内买入,场内卖出,
2019-08-23,2.9660,4.0400,1.37,场内买入,场内卖出,
2019-08-22,2.9260,3.9930,0.27,场内买入,场内卖出,
2019-08-21,2.9180,3.9840,-0.21,场内买入,场内卖出,
2019-08-20,2.9240,3.9910,-0.07,场内买入,场内卖出,
2019-08-19,2.9260,3.9930,1.84,场内买入,场内卖出,
2019-08-16,2.8730,3.9300,0.38,场内买入,场内卖出,
2019-08-15,2.8620,3.9170,0.35,场内买入,场内卖出,
2019-08-14,2.8520,3.9050,0.42,场内买入,场内卖出,
2019-08-13,2.8400,3.8910,-1.15,场内买入,场内卖出,
2019-08-12,2.8730,3.9300,1.92,场内买入,场内卖出,
2019-08-09,2.8190,3.8660,-0.53,场内买入,场内卖出,
2019-08-08,2.8340,3.8840,1.47,场内买入,场内卖出,
2019-08-07,2.7930,3.8360,-0.50,场内买入,场内卖出,
2019-08-06,2.8070,3.8520,-0.92,场内买入,场内卖出,
2019-08-05,2.8330,3.8830,-2.01,场内买入,场内卖出,
2019-08-02,2.8910,3.9520,-1.47,场内买入,场内卖出,
2019-08-01,2.9340,4.0030,-0.84,场内买入,场内卖出,
2019-07-31,2.9590,4.0320,-1.07,场内买入,场内卖出,
2019-07-30,2.9910,4.0700,0.47,场内买入,场内卖出,
2019-07-29,2.9770,4.0530,-0.30,场内买入,场内卖出,
2019-07-26,2.9860,4.0640,0.27,场内买入,场内卖出,
2019-07-25,2.9780,4.0550,0.88,场内买入,场内卖出,
2019-07-24,2.9520,4.0240,0.85,场内买入,场内卖出,
2019-07-23,2.9270,3.9940,0.03,场内买入,场内卖出,
2019-07-22,2.9260,3.9930,-0.44,场内买入,场内卖出,
2019-07-19,2.9390,4.0080,1.28,场内买入,场内卖出,
2019-07-18,2.9020,3.9650,-0.55,场内买入,场内卖出,
2019-07-17,2.9180,3.9840,-0.31,场内买入,场内卖出,
2019-07-16,2.9270,3.9940,-0.61,场内买入,场内卖出,
2019-07-15,2.9450,4.0160,0.00,场内买入,场内卖出,
2019-07-12,2.9450,4.0160,0.79,场内买入,场内卖出,
2019-07-11,2.9220,3.9880,0.31,场内买入,场内卖出,
2019-07-10,2.9130,3.9780,-0.07,场内买入,场内卖出,
2019-07-09,2.9150,3.9800,-0.38,场内买入,场内卖出,
2019-07-08,2.9260,3.9930,-2.14,场内买入,场内卖出,
2019-07-05,2.9900,4.0690,0.47,场内买入,场内卖出,
2019-07-04,2.9760,4.0520,-0.40,场内买入,场内卖出,
2019-07-03,2.9880,4.0660,-0.99,场内买入,场内卖出,
2019-07-02,3.0180,4.1020,-0.13,场内买入,场内卖出,
2019-07-01,3.0220,4.1070,2.44,场内买入,场内卖出,
2019-06-30,2.9500,4.0220,,场内买入,场内卖出,
2019-06-28,2.9500,4.0220,-0.07,场内买入,场内卖出,
2019-06-27,2.9520,4.0240,1.17,场内买入,场内卖出,
2019-06-26,2.9180,3.9840,-0.17,场内买入,场内卖出,
2019-06-25,2.9230,3.9900,-1.32,场内买入,场内卖出,
2019-06-24,2.9620,4.0360,0.37,场内买入,场内卖出,
2019-06-21,2.9510,4.0230,-0.17,场内买入,场内卖出,
2019-06-20,2.9560,4.0290,3.47,场内买入,场内卖出,
2019-06-19,2.8570,3.9110,1.67,场内买入,场内卖出,
2019-06-18,2.8100,3.8560,0.46,场内买入,场内卖出,
2019-06-17,2.7970,3.8400,0.25,场内买入,场内卖出,
2019-06-14,2.7900,3.8320,-0.32,场内买入,场内卖出,
2019-06-13,2.7990,3.8430,-0.04,场内买入,场内卖出,
2019-06-12,2.8000,3.8440,-0.60,场内买入,场内卖出,
2019-06-11,2.8170,3.8640,2.74,场内买入,场内卖出,
2019-06-10,2.7420,3.7750,1.33,场内买入,场内卖出,
2019-06-06,2.7060,3.7330,-0.48,场内买入,场内卖出,
2019-06-05,2.7190,3.7480,-0.07,场内买入,场内卖出,
2019-06-04,2.7210,3.7500,-0.77,场内买入,场内卖出,
2019-06-03,2.7420,3.7750,0.59,场内买入,场内卖出,
2019-05-31,2.7260,3.7560,-0.44,场内买入,场内卖出,
2019-05-30,2.7380,3.7710,-0.47,场内买入,场内卖出,
2019-05-29,2.7510,3.7860,0.26,场内买入,场内卖出,
2019-05-28,2.7440,3.7780,1.03,场内买入,场内卖出,
2019-05-27,2.7160,3.7440,0.82,场内买入,场内卖出,
2019-05-24,2.6940,3.7180,0.60,场内买入,场内卖出,
2019-05-23,2.6780,3.7000,-1.22,场内买入,场内卖出,
2019-05-22,2.7110,3.7390,-0.51,场内买入,场内卖出,
2019-05-21,2.7250,3.7550,0.89,场内买入,场内卖出,
2019-05-20,2.7010,3.7270,-0.74,场内买入,场内卖出,
2019-05-17,2.7210,3.7500,-2.02,场内买入,场内卖出,
2019-05-16,2.7770,3.8170,0.29,场内买入,场内卖出,
2019-05-15,2.7690,3.8070,2.14,场内买入,场内卖出,
2019-05-14,2.7110,3.7390,-0.59,场内买入,场内卖出,
2019-05-13,2.7270,3.7580,-1.87,场内买入,场内卖出,
2019-05-10,2.7790,3.8190,3.50,场内买入,场内卖出,
2019-05-09,2.6850,3.7080,-2.15,场内买入,场内卖出,
2019-05-08,2.7440,3.7780,-1.72,场内买入,场内卖出,
2019-05-07,2.7920,3.8340,0.04,场内买入,场内卖出,
2019-05-06,2.7910,3.8330,-4.74,场内买入,场内卖出,
2019-04-30,2.9300,3.9980,0.21,场内买入,场内卖出,
2019-04-29,2.9240,3.9910,1.60,场内买入,场内卖出,
2019-04-26,2.8780,3.9360,-1.20,场内买入,场内卖出,
2019-04-25,2.9130,3.9780,-1.55,场内买入,场内卖出,
2019-04-24,2.9590,4.0320,-0.14,场内买入,场内卖出,
2019-04-23,2.9630,4.0370,0.27,场内买入,场内卖出,
2019-04-22,2.9550,4.0270,-2.38,场内买入,场内卖出,
2019-04-19,3.0270,4.1130,1.27,场内买入,场内卖出,
2019-04-18,2.9890,4.0680,-0.43,场内买入,场内卖出,
2019-04-17,3.0020,4.0830,-0.17,场内买入,场内卖出,
2019-04-16,3.0070,4.0890,3.33,场内买入,场内卖出,
2019-04-15,2.9100,3.9740,0.14,场内买入,场内卖出,
2019-04-12,2.9060,3.9690,-0.27,场内买入,场内卖出,
2019-04-11,2.9140,3.9790,-1.69,场内买入,场内卖出,
2019-04-10,2.9640,4.0380,0.37,场内买入,场内卖出,
2019-04-09,2.9530,4.0250,0.17,场内买入,场内卖出,
2019-04-08,2.9480,4.0190,0.44,场内买入,场内卖出,
2019-04-04,2.9350,4.0040,1.07,场内买入,场内卖出,
2019-04-03,2.9040,3.9670,1.08,场内买入,场内卖出,
2019-04-02,2.8730,3.9300,-0.14,场内买入,场内卖出,
2019-04-01,2.8770,3.9350,1.91,场内买入,场内卖出,
2019-03-29,2.8230,3.8710,3.82,场内买入,场内卖出,
2019-03-28,2.7190,3.7480,-0.29,场内买入,场内卖出,
2019-03-27,2.7270,3.7580,1.34,场内买入,场内卖出,
2019-03-26,2.6910,3.7150,-0.44,场内买入,场内卖出,
2019-03-25,2.7030,3.7290,-2.77,场内买入,场内卖出,
2019-03-22,2.7800,3.8200,-0.29,场内买入,场内卖出,
2019-03-21,2.7880,3.8300,-0.36,场内买入,场内卖出,
2019-03-20,2.7980,3.8420,0.21,场内买入,场内卖出,
2019-03-19,2.7920,3.8340,-0.64,场内买入,场内卖出,
2019-03-18,2.8100,3.8560,2.52,场内买入,场内卖出,
2019-03-15,2.7410,3.7740,0.96,场内买入,场内卖出,
2019-03-14,2.7150,3.7430,0.18,场内买入,场内卖出,
2019-03-13,2.7100,3.7370,0.15,场内买入,场内卖出,
2019-03-12,2.7060,3.7330,0.45,场内买入,场内卖出,
2019-03-11,2.6940,3.7180,0.82,场内买入,场内卖出,
2019-03-08,2.6720,3.6920,-3.71,场内买入,场内卖出,
2019-03-07,2.7750,3.8140,-1.77,场内买入,场内卖出,
2019-03-06,2.8250,3.8740,0.39,场内买入,场内卖出,
2019-03-05,2.8140,3.8610,-0.14,场内买入,场内卖出,
2019-03-04,2.8180,3.8650,0.46,场内买入,场内卖出,
2019-03-01,2.8050,3.8500,2.60,场内买入,场内卖出,
2019-02-28,2.7340,3.7660,-0.22,场内买入,场内卖出,
2019-02-27,2.7400,3.7730,0.59,场内买入,场内卖出,
2019-02-26,2.7240,3.7540,-1.91,场内买入,场内卖出,
2019-02-25,2.7770,3.8170,6.24,场内买入,场内卖出,
2019-02-22,2.6140,3.6240,1.75,场内买入,场内卖出,
2019-02-21,2.5690,3.5700,-0.43,场内买入,场内卖出,
2019-02-20,2.5800,3.5830,0.35,场内买入,场内卖出,
2019-02-19,2.5710,3.5730,-0.16,场内买入,场内卖出,
2019-02-18,2.5750,3.5780,2.59,场内买入,场内卖出,
2019-02-15,2.5100,3.5010,-2.26,场内买入,场内卖出,
2019-02-14,2.5680,3.5690,-0.16,场内买入,场内卖出,
2019-02-13,2.5720,3.5740,1.86,场内买入,场内卖出,
2019-02-12,2.5250,3.5180,0.20,场内买入,场内卖出,
2019-02-11,2.5200,3.5120,1.12,场内买入,场内卖出,
2019-02-01,2.4920,3.4790,0.65,场内买入,场内卖出,
2019-01-31,2.4760,3.4600,1.77,场内买入,场内卖出,
2019-01-30,2.4330,3.4090,-0.65,场内买入,场内卖出,
2019-01-29,2.4490,3.4280,0.78,场内买入,场内卖出,
2019-01-28,2.4300,3.4060,-0.21,场内买入,场内卖出,
2019-01-25,2.4350,3.4120,1.25,场内买入,场内卖出,
2019-01-24,2.4050,3.3760,0.59,场内买入,场内卖出,
2019-01-23,2.3910,3.3600,-0.17,场内买入,场内卖出,
2019-01-22,2.3950,3.3640,-1.28,场内买入,场内卖出,
2019-01-21,2.4260,3.4010,0.58,场内买入,场内卖出,
2019-01-18,2.4120,3.3850,1.94,场内买入,场内卖出,
2019-01-17,2.3660,3.3300,-0.42,场内买入,场内卖出,
2019-01-16,2.3760,3.3420,0.13,场内买入,场内卖出,
2019-01-15,2.3730,3.3380,2.02,场内买入,场内卖出,
2019-01-14,2.3260,3.2830,-0.98,场内买入,场内卖出,
2019-01-11,2.3490,3.3100,0.95,场内买入,场内卖出,
2019-01-10,2.3270,3.2840,-0.04,场内买入,场内卖出,
2019-01-09,2.3280,3.2850,1.22,场内买入,场内卖出,
2019-01-08,2.3000,3.2520,-0.39,场内买入,场内卖出,
2019-01-07,2.3090,3.2630,-0.04,场内买入,场内卖出,
2019-01-04,2.3100,3.2640,1.99,场内买入,场内卖出,
2019-01-03,2.2650,3.2110,0.27,场内买入,场内卖出,
2019-01-02,2.2590,3.2030,-1.31,场内买入,场内卖出,
2018-12-31,2.2890,3.2390,,场内买入,场内卖出,
2018-12-28,2.2890,3.2390,0.75,场内买入,场内卖出,
