日期,单位净值,历史净值,日增长率,申购状态,赎回状态
2007-11-22,4.184,2.742,-3.24%,场内买入,场内卖出
2007-11-23,4.256,2.789,1.72%,场内买入,场内卖出
2007-11-26,4.19,2.746,-1.55%,场内买入,场内卖出
2007-11-27,4.085,2.677,-2.51%,场内买入,场内卖出
2007-11-28,3.997,2.619,-2.15%,场内买入,场内卖出
2007-11-29,4.177,2.737,4.50%,场内买入,场内卖出
2007-11-30,4.058,2.659,-2.85%,场内买入,场内卖出
2007-12-03,4.083,2.676,0.62%,场内买入,场内卖出
2007-12-04,4.168,2.731,2.08%,场内买入,场内卖出
2007-12-05,4.318,2.829,3.60%,场内买入,场内卖出
2007-12-06,4.329,2.837,0.25%,场内买入,场内卖出
2007-12-07,4.418,2.895,2.06%,场内买入,场内卖出
2007-12-10,4.5,2.949,1.86%,场内买入,场内卖出
2007-12-11,4.499,2.948,-0.02%,场内买入,场内卖出
2007-12-12,4.464,2.925,-0.78%,场内买入,场内卖出
2007-12-13,4.269,2.797,-4.37%,场内买入,场内卖出
2007-12-14,4.336,2.841,1.57%,场内买入,场内卖出
2007-12-17,4.25,2.785,-1.98%,场内买入,场内卖出
2007-12-18,4.217,2.763,-0.78%,场内买入,场内卖出
2007-12-19,4.339,2.843,2.89%,场内买入,场内卖出
2007-12-20,4.469,2.928,3.00%,场内买入,场内卖出
2007-12-21,4.511,2.956,0.94%,场内买入,场内卖出
2007-12-24,4.581,3.002,1.55%,场内买入,场内卖出
2007-12-25,4.596,3.012,0.33%,场内买入,场内卖出
2007-12-26,4.622,3.029,0.57%,场内买入,场内卖出
2007-12-27,4.686,3.071,1.38%,场内买入,场内卖出
2007-12-28,4.639,3.04,-1.00%,场内买入,场内卖出
2007-12-29,4.639,3.04,0.00%,场内买入,场内卖出
2007-12-31,4.639,3.04,0.00%,场内买入,场内卖出
2008-01-02,4.665,3.057,0.56%,场内买入,场内卖出
2008-01-03,4.806,3.149,3.02%,场内买入,场内卖出
2008-01-04,4.81,3.152,0.08%,场内买入,场内卖出
2008-01-07,4.856,3.182,0.96%,场内买入,场内卖出
2008-01-08,4.861,3.185,0.10%,场内买入,场内卖出
2008-01-09,4.954,3.246,1.91%,场内买入,场内卖出
2008-01-10,4.969,3.256,0.30%,场内买入,场内卖出
2008-01-11,4.952,3.245,-0.34%,场内买入,场内卖出
2008-01-14,5.001,3.277,0.99%,场内买入,场内卖出
2008-01-15,4.973,3.259,-0.56%,场内买入,场内卖出
2008-01-16,4.839,3.171,-2.69%,场内买入,场内卖出
2008-01-17,4.653,3.049,-3.84%,场内买入,场内卖出
2008-01-18,4.661,3.054,0.17%,场内买入,场内卖出
2008-01-21,4.402,2.885,-5.56%,场内买入,场内卖出
2008-01-22,4.059,2.66,-7.79%,场内买入,场内卖出
2008-01-23,4.274,2.801,5.30%,场内买入,场内卖出
2008-01-24,4.293,2.813,0.44%,场内买入,场内卖出
2008-01-25,4.32,2.831,0.63%,场内买入,场内卖出
2008-01-28,3.972,2.603,-8.06%,场内买入,场内卖出
2008-01-29,4.015,2.631,1.08%,场内买入,场内卖出
2008-01-30,4.001,2.622,-0.35%,场内买入,场内卖出
2008-01-31,3.97,2.601,-0.77%,场内买入,场内卖出
2008-02-01,3.898,2.554,-1.81%,场内买入,场内卖出
2008-02-04,4.243,2.78,8.85%,场内买入,场内卖出
2008-02-05,4.227,2.77,-0.38%,场内买入,场内卖出
2008-02-13,4.137,2.711,-2.13%,场内买入,场内卖出
2008-02-14,4.21,2.759,1.76%,场内买入,场内卖出
2008-02-15,4.176,2.736,-0.81%,场内买入,场内卖出
2008-02-18,4.242,2.78,1.58%,场内买入,场内卖出
2008-02-19,4.344,2.847,2.40%,场内买入,场内卖出
2008-02-20,4.278,2.803,-1.52%,场内买入,场内卖出
2008-02-21,4.302,2.819,0.56%,场内买入,场内卖出
2008-02-22,4.147,2.717,-3.60%,场内买入,场内卖出
2008-02-25,4.007,2.626,-3.38%,场内买入,场内卖出
2008-02-26,3.997,2.619,-0.25%,场内买入,场内卖出
2008-02-27,4.088,2.679,2.28%,场内买入,场内卖出
2008-02-28,4.081,2.674,-0.17%,场内买入,场内卖出
2008-02-29,4.093,2.682,0.29%,场内买入,场内卖出
2008-03-03,4.188,2.744,2.32%,场内买入,场内卖出
2008-03-04,4.059,2.66,-3.08%,场内买入,场内卖出
2008-03-05,3.97,2.601,-2.19%,场内买入,场内卖出
2008-03-06,4.002,2.622,0.81%,场内买入,场内卖出
2008-03-07,3.935,2.579,-1.67%,场内买入,场内卖出
2008-03-10,3.777,2.475,-4.02%,场内买入,场内卖出
2008-03-11,3.781,2.478,0.11%,场内买入,场内卖出
2008-03-12,3.664,2.401,-3.09%,场内买入,场内卖出
2008-03-13,3.552,2.328,-3.06%,场内买入,场内卖出
2008-03-14,3.514,2.303,-1.07%,场内买入,场内卖出
2008-03-17,3.323,2.177,-5.44%,场内买入,场内卖出
2008-03-18,3.157,2.069,-5.00%,场内买入,场内卖出
2008-03-19,3.269,2.142,3.55%,场内买入,场内卖出
2008-03-20,3.404,2.231,4.13%,场内买入,场内卖出
2008-03-21,3.485,2.284,2.38%,场内买入,场内卖出
2008-03-24,3.308,2.168,-5.08%,场内买入,场内卖出
2008-03-25,3.368,2.207,1.81%,场内买入,场内卖出
2008-03-26,3.363,2.204,-0.15%,场内买入,场内卖出
2008-03-27,3.176,2.081,-5.56%,场内买入,场内卖出
2008-03-28,3.28,2.149,3.27%,场内买入,场内卖出
2008-03-31,3.132,2.052,-4.51%,场内买入,场内卖出
2008-04-01,2.902,1.902,-7.34%,场内买入,场内卖出
2008-04-02,2.853,1.87,-1.69%,场内买入,场内卖出
2008-04-03,2.974,1.949,4.24%,场内买入,场内卖出
2008-04-07,3.133,2.053,5.35%,场内买入,场内卖出
2008-04-08,3.169,2.077,1.15%,场内买入,场内卖出
2008-04-09,3.015,1.976,-4.86%,场内买入,场内卖出
2008-04-10,3.079,2.018,2.12%,场内买入,场内卖出
2008-04-11,3.101,2.032,0.71%,场内买入,场内卖出
2008-04-14,2.896,1.898,-6.61%,场内买入,场内卖出
2008-04-15,2.944,1.929,1.66%,场内买入,场内卖出
2008-04-16,2.854,1.87,-3.06%,场内买入,场内卖出
2008-04-17,2.744,1.798,-3.85%,场内买入,场内卖出
2008-04-18,2.618,1.716,-4.59%,场内买入,场内卖出
2008-04-21,2.631,1.724,0.50%,场内买入,场内卖出
2008-04-22,2.68,1.756,1.86%,场内买入,场内卖出
2008-04-23,2.814,1.844,5.00%,场内买入,场内卖出
2008-04-24,3.081,2.019,9.49%,场内买入,场内卖出
2008-04-25,3.131,2.052,1.62%,场内买入,场内卖出
2008-04-28,3.089,2.024,-1.34%,场内买入,场内卖出
2008-04-29,3.143,2.06,1.75%,场内买入,场内卖出
2008-04-30,3.306,2.166,5.19%,场内买入,场内卖出
2008-05-05,3.38,2.215,2.24%,场内买入,场内卖出
2008-05-06,3.339,2.188,-1.21%,场内买入,场内卖出
2008-05-07,3.178,2.082,-4.82%,场内买入,场内卖出
2008-05-08,3.267,2.141,2.80%,场内买入,场内卖出
2008-05-09,3.281,2.15,0.43%,场内买入,场内卖出
2008-05-12,3.323,2.177,1.28%,场内买入,场内卖出
2008-05-13,3.319,2.175,-0.12%,场内买入,场内卖出
2008-05-14,3.385,2.218,1.99%,场内买入,场内卖出
2008-05-15,3.388,2.22,0.09%,场内买入,场内卖出
2008-05-16,3.353,2.197,-1.03%,场内买入,场内卖出
2008-05-19,3.331,2.183,-0.66%,场内买入,场内卖出
2008-05-20,3.155,2.067,-5.28%,场内买入,场内卖出
2008-05-21,3.248,2.128,2.95%,场内买入,场内卖出
2008-05-22,3.196,2.094,-1.60%,场内买入,场内卖出
2008-05-23,3.153,2.066,-1.35%,场内买入,场内卖出
2008-05-26,3.042,1.993,-3.52%,场内买入,场内卖出
2008-05-27,3.044,1.995,0.07%,场内买入,场内卖出
2008-05-28,3.134,2.054,2.96%,场内买入,场内卖出
2008-05-29,3.048,1.997,-2.74%,场内买入,场内卖出
2008-05-30,3.098,2.03,1.64%,场内买入,场内卖出
2008-06-02,3.108,2.037,0.32%,场内买入,场内卖出
2008-06-03,3.099,2.031,-0.29%,场内买入,场内卖出
2008-06-04,3.041,1.993,-1.87%,场内买入,场内卖出
2008-06-05,3.005,1.969,-1.18%,场内买入,场内卖出
2008-06-06,3.003,1.968,-0.07%,场内买入,场内卖出
2008-06-10,2.75,1.802,-8.42%,场内买入,场内卖出
2008-06-11,2.699,1.769,-1.85%,场内买入,场内卖出
2008-06-12,2.648,1.735,-1.89%,场内买入,场内卖出
2008-06-13,2.572,1.685,-2.87%,场内买入,场内卖出
2008-06-16,2.575,1.687,0.12%,场内买入,场内卖出
2008-06-17,2.478,1.624,-3.77%,场内买入,场内卖出
2008-06-18,2.623,1.719,5.85%,场内买入,场内卖出
2008-06-19,2.414,1.582,-7.97%,场内买入,场内卖出
2008-06-20,2.454,1.608,1.66%,场内买入,场内卖出
2008-06-23,2.381,1.56,-2.97%,场内买入,场内卖出
2008-06-24,2.379,1.559,-0.08%,场内买入,场内卖出
2008-06-25,2.501,1.639,5.13%,场内买入,场内卖出
2008-06-26,2.501,1.639,0.00%,场内买入,场内卖出
2008-06-27,2.324,1.523,-7.08%,场内买入,场内卖出
2008-06-30,2.297,1.505,-1.16%,场内买入,场内卖出
2008-07-01,2.221,1.455,-3.31%,场内买入,场内卖出
2008-07-02,2.238,1.467,0.77%,场内买入,场内卖出
2008-07-03,2.298,1.506,2.68%,场内买入,场内卖出
2008-07-04,2.274,1.49,-1.04%,场内买入,场内卖出
2008-07-07,2.406,1.577,5.80%,场内买入,场内卖出
2008-07-08,2.433,1.594,1.12%,场内买入,场内卖出
2008-07-09,2.525,1.655,3.78%,场内买入,场内卖出
2008-07-10,2.471,1.619,-2.14%,场内买入,场内卖出
2008-07-11,2.45,1.605,-0.85%,场内买入,场内卖出
2008-07-14,2.482,1.626,1.31%,场内买入,场内卖出
2008-07-15,2.396,1.57,-3.46%,场内买入,场内卖出
2008-07-16,2.31,1.514,-3.59%,场内买入,场内卖出
2008-07-17,2.278,1.493,-1.39%,场内买入,场内卖出
2008-07-18,2.362,1.548,3.69%,场内买入,场内卖出
2008-07-21,2.444,1.601,3.47%,场内买入,场内卖出
2008-07-22,2.436,1.596,-0.33%,场内买入,场内卖出
2008-07-23,2.421,1.586,-0.62%,场内买入,场内卖出
2008-07-24,2.491,1.632,2.89%,场内买入,场内卖出
2008-07-25,2.452,1.607,-1.57%,场内买入,场内卖出
2008-07-28,2.486,1.629,1.39%,场内买入,场内卖出
2008-07-29,2.437,1.597,-1.97%,场内买入,场内卖出
2008-07-30,2.425,1.589,-0.49%,场内买入,场内卖出
2008-07-31,2.343,1.535,-3.38%,场内买入,场内卖出
2008-08-01,2.352,1.541,0.38%,场内买入,场内卖出
2008-08-04,2.285,1.497,-2.85%,场内买入,场内卖出
2008-08-05,2.218,1.453,-2.93%,场内买入,场内卖出
2008-08-06,2.231,1.462,0.59%,场内买入,场内卖出
2008-08-07,2.23,1.461,-0.04%,场内买入,场内卖出
2008-08-08,2.109,1.382,-5.43%,场内买入,场内卖出
2008-08-11,2.01,1.317,-4.69%,场内买入,场内卖出
2008-08-12,2.031,1.331,1.04%,场内买入,场内卖出
2008-08-13,2.043,1.339,0.59%,场内买入,场内卖出
2008-08-14,2.042,1.338,-0.05%,场内买入,场内卖出
2008-08-15,2.042,1.338,0.00%,场内买入,场内卖出
2008-08-18,1.922,1.259,-5.88%,场内买入,场内卖出
2008-08-19,1.947,1.276,1.30%,场内买入,场内卖出
2008-08-20,2.091,1.37,7.40%,场内买入,场内卖出
2008-08-21,1.989,1.303,-4.88%,场内买入,场内卖出
2008-08-22,1.942,1.273,-2.36%,场内买入,场内卖出
2008-08-25,1.932,1.266,-0.51%,场内买入,场内卖出
2008-08-26,1.856,1.216,-3.93%,场内买入,场内卖出
2008-08-27,1.857,1.217,0.05%,场内买入,场内卖出
2008-08-28,1.873,1.227,0.86%,场内买入,场内卖出
2008-08-29,1.921,1.259,2.56%,场内买入,场内卖出
2008-09-01,1.864,1.221,-2.97%,场内买入,场内卖出
2008-09-02,1.862,1.22,-0.11%,场内买入,场内卖出
2008-09-03,1.854,1.215,-0.43%,场内买入,场内卖出
2008-09-04,1.868,1.224,0.76%,场内买入,场内卖出
2008-09-05,1.82,1.193,-2.57%,场内买入,场内卖出
2008-09-08,1.745,1.143,-4.12%,场内买入,场内卖出
2008-09-09,1.768,1.159,1.32%,场内买入,场内卖出
2008-09-10,1.783,1.168,0.85%,场内买入,场内卖出
2008-09-11,1.74,1.14,-2.41%,场内买入,场内卖出
2008-09-12,1.76,1.153,1.15%,场内买入,场内卖出
2008-09-16,1.738,1.139,-1.25%,场内买入,场内卖出
2008-09-17,1.699,1.113,-2.24%,场内买入,场内卖出
2008-09-18,1.653,1.083,-2.71%,场内买入,场内卖出
2008-09-19,1.805,1.183,9.20%,场内买入,场内卖出
2008-09-22,1.899,1.244,5.21%,场内买入,场内卖出
2008-09-23,1.813,1.188,-4.53%,场内买入,场内卖出
2008-09-24,1.838,1.204,1.38%,场内买入,场内卖出
2008-09-25,1.918,1.257,4.35%,场内买入,场内卖出
2008-09-26,1.937,1.269,0.99%,场内买入,场内卖出
2008-09-30,1.937,1.269,0.00%,场内买入,场内卖出
2008-10-06,1.824,1.195,-5.83%,场内买入,场内卖出
2008-10-07,1.811,1.187,-0.71%,场内买入,场内卖出
2008-10-08,1.767,1.158,-2.43%,场内买入,场内卖出
2008-10-09,1.739,1.14,-1.58%,场内买入,场内卖出
2008-10-10,1.662,1.089,-4.43%,场内买入,场内卖出
